certificate_manifest_hash,checkpoint,collision,energy_consumed,episodes,evidence_scope,geometry_hash,invalid_kappa_fallback_count,method,outbound_intervention,path_length,return_success,scenario_family,scenario_hash,scenario_id,seed,task_success,uncertified_task_publication_count
b39cbda0e09d9f73ac65990bb140e0c7e9836fc432350df9e5c993743e86b853,artifacts/checkpoints/mission_obstacle/generator_sac/seed_0/checkpoint_latest.pt,0.0,5.6368158589042086,20,held-out synthetic empirical evaluation,7f113836f100c4a2487dcec7ce3e411824b9df64d6bf15321ca9a3322b98d44e,0,generator_sac,0.0,10.299897129220208,1.0,obstacle,66114cf9af2fe55efa72fdf6635669383c6baee1c6e187f12996f4ba086921a3,obstacle_heldout_005,0,1.0,0
b39cbda0e09d9f73ac65990bb140e0c7e9836fc432350df9e5c993743e86b853,not_applicable,0.0,5.636821817719214,20,held-out synthetic empirical evaluation,7f113836f100c4a2487dcec7ce3e411824b9df64d6bf15321ca9a3322b98d44e,0,center_only,0.0,10.301637529665618,1.0,obstacle,66114cf9af2fe55efa72fdf6635669383c6baee1c6e187f12996f4ba086921a3,obstacle_heldout_005,0,1.0,0
b39cbda0e09d9f73ac65990bb140e0c7e9836fc432350df9e5c993743e86b853,artifacts/checkpoints/mission_obstacle/shield_sac/seed_0/checkpoint_latest.pt,0.0,1.984274658608132,20,held-out synthetic empirical evaluation,7f113836f100c4a2487dcec7ce3e411824b9df64d6bf15321ca9a3322b98d44e,0,shield_sac,0.14285714285714285,3.0479782276674587,1.0,obstacle,66114cf9af2fe55efa72fdf6635669383c6baee1c6e187f12996f4ba086921a3,obstacle_heldout_005,0,0.0,0
7490ba54ffd5caaa0f0b346eded69ca38faae715be5f1aa1def8e77b81c2e8ff,artifacts/checkpoints/mission_obstacle/generator_sac/seed_0/checkpoint_latest.pt,0.0,5.475200607543329,20,held-out synthetic empirical evaluation,3d13fdcd60eadf00f7c1aefe1e6e34a89f45ab051658667e6e15032a7aca61c0,0,generator_sac,0.0,9.939569242047046,1.0,obstacle,fa6a2b1679143a61f8f67ddc8574c24ab487f93e010ecb85889a7f4370c76b67,obstacle_heldout_009,0,1.0,0
7490ba54ffd5caaa0f0b346eded69ca38faae715be5f1aa1def8e77b81c2e8ff,not_applicable,0.0,5.475202966395227,20,held-out synthetic empirical evaluation,3d13fdcd60eadf00f7c1aefe1e6e34a89f45ab051658667e6e15032a7aca61c0,0,center_only,0.0,9.940808506987063,1.0,obstacle,fa6a2b1679143a61f8f67ddc8574c24ab487f93e010ecb85889a7f4370c76b67,obstacle_heldout_009,0,1.0,0
7490ba54ffd5caaa0f0b346eded69ca38faae715be5f1aa1def8e77b81c2e8ff,artifacts/checkpoints/mission_obstacle/shield_sac/seed_0/checkpoint_latest.pt,0.0,1.9924566836100652,20,held-out synthetic empirical evaluation,3d13fdcd60eadf00f7c1aefe1e6e34a89f45ab051658667e6e15032a7aca61c0,0,shield_sac,0.125,3.0156756535979463,1.0,obstacle,fa6a2b1679143a61f8f67ddc8574c24ab487f93e010ecb85889a7f4370c76b67,obstacle_heldout_009,0,0.0,0
2d971081b8c5ca41c21f3a8ac15a633d0dc0aa52a2803532a3e567e91d83e98c,artifacts/checkpoints/mission_obstacle/generator_sac/seed_0/checkpoint_latest.pt,0.0,5.450055882930608,20,held-out synthetic empirical evaluation,b76e3641b957104d6056062b7f95c21b1aa0fe4bc08b2e507ce958c33b91b7f0,0,generator_sac,0.0,9.86408425273004,1.0,obstacle,d087cc493a04e092347fc4db71d58a618ec467953ce8e1158f01d13738e2bb93,obstacle_heldout_013,0,1.0,0
2d971081b8c5ca41c21f3a8ac15a633d0dc0aa52a2803532a3e567e91d83e98c,not_applicable,0.0,5.450066669263213,20,held-out synthetic empirical evaluation,b76e3641b957104d6056062b7f95c21b1aa0fe4bc08b2e507ce958c33b91b7f0,0,center_only,0.0,9.865655999042412,1.0,obstacle,d087cc493a04e092347fc4db71d58a618ec467953ce8e1158f01d13738e2bb93,obstacle_heldout_013,0,1.0,0
2d971081b8c5ca41c21f3a8ac15a633d0dc0aa52a2803532a3e567e91d83e98c,artifacts/checkpoints/mission_obstacle/shield_sac/seed_0/checkpoint_latest.pt,0.0,2.0085059181593294,20,held-out synthetic empirical evaluation,b76e3641b957104d6056062b7f95c21b1aa0fe4bc08b2e507ce958c33b91b7f0,0,shield_sac,0.14285714285714285,3.0320132088560157,1.0,obstacle,d087cc493a04e092347fc4db71d58a618ec467953ce8e1158f01d13738e2bb93,obstacle_heldout_013,0,0.0,0
d42432faff6343071505d7233dd737ecaeac0f05932efe99f11c92a96709ebb1,artifacts/checkpoints/mission_obstacle/generator_sac/seed_0/checkpoint_latest.pt,0.0,5.580507411209775,20,held-out synthetic empirical evaluation,31c9c196d9198bc51bccf9507d5a96b8c3b9a77391ccdfb9bb74cb6f0a3e668a,0,generator_sac,0.0,10.082758859905852,1.0,obstacle,2db8349d3d78f70c80c4487ec9e8439ad676763e1dec21a0c2b78a8efea1a185,obstacle_heldout_017,0,1.0,0
d42432faff6343071505d7233dd737ecaeac0f05932efe99f11c92a96709ebb1,not_applicable,0.0,5.58051104467545,20,held-out synthetic empirical evaluation,31c9c196d9198bc51bccf9507d5a96b8c3b9a77391ccdfb9bb74cb6f0a3e668a,0,center_only,0.0,10.084363983588393,1.0,obstacle,2db8349d3d78f70c80c4487ec9e8439ad676763e1dec21a0c2b78a8efea1a185,obstacle_heldout_017,0,1.0,0
d42432faff6343071505d7233dd737ecaeac0f05932efe99f11c92a96709ebb1,artifacts/checkpoints/mission_obstacle/shield_sac/seed_0/checkpoint_latest.pt,0.0,2.01288876068933,20,held-out synthetic empirical evaluation,31c9c196d9198bc51bccf9507d5a96b8c3b9a77391ccdfb9bb74cb6f0a3e668a,0,shield_sac,0.14285714285714285,3.031059272990988,1.0,obstacle,2db8349d3d78f70c80c4487ec9e8439ad676763e1dec21a0c2b78a8efea1a185,obstacle_heldout_017,0,0.0,0
ea724ac8fba8cca0b3c27bec3c7c7a0f859d7e656a0464c09c94a510b309df3c,artifacts/checkpoints/mission_open/generator_sac/seed_0/checkpoint_latest.pt,0.0,2.851037636769976,20,held-out synthetic empirical evaluation,3ccee83a1a6d2d48aab6c9ee479a4295fd5aaabd6b562038ca22c661e0ea428b,0,generator_sac,0.0,4.863397889873053,1.0,open,1801851c6a0417a7e6f12a506394464435bfd353024a8abd8df27b1ba8efb6de,open_heldout_000,0,1.0,0
ea724ac8fba8cca0b3c27bec3c7c7a0f859d7e656a0464c09c94a510b309df3c,not_applicable,0.0,2.8510434760923005,20,held-out synthetic empirical evaluation,3ccee83a1a6d2d48aab6c9ee479a4295fd5aaabd6b562038ca22c661e0ea428b,0,center_only,0.0,4.863845140020293,1.0,open,1801851c6a0417a7e6f12a506394464435bfd353024a8abd8df27b1ba8efb6de,open_heldout_000,0,1.0,0
ea724ac8fba8cca0b3c27bec3c7c7a0f859d7e656a0464c09c94a510b309df3c,artifacts/checkpoints/mission_open/shield_sac/seed_0/checkpoint_latest.pt,0.0,2.003538015699219,20,held-out synthetic empirical evaluation,3ccee83a1a6d2d48aab6c9ee479a4295fd5aaabd6b562038ca22c661e0ea428b,0,shield_sac,0.5,3.0368382544366166,1.0,open,1801851c6a0417a7e6f12a506394464435bfd353024a8abd8df27b1ba8efb6de,open_heldout_000,0,0.0,0
e3b9a3bd5a64e8d667869a349099fefca108bd18ca2145f4a54188f76909cb69,artifacts/checkpoints/mission_open/generator_sac/seed_0/checkpoint_latest.pt,0.0,2.8888265406733558,20,held-out synthetic empirical evaluation,3ccee83a1a6d2d48aab6c9ee479a4295fd5aaabd6b562038ca22c661e0ea428b,0,generator_sac,0.0,4.977364212757591,1.0,open,fd21b7e83a71964e507b063a06c8a9631a124398767ffe17109d08204736f35e,open_heldout_004,0,1.0,0
e3b9a3bd5a64e8d667869a349099fefca108bd18ca2145f4a54188f76909cb69,not_applicable,0.0,2.8888323231166284,20,held-out synthetic empirical evaluation,3ccee83a1a6d2d48aab6c9ee479a4295fd5aaabd6b562038ca22c661e0ea428b,0,center_only,0.0,4.977588320127117,1.0,open,fd21b7e83a71964e507b063a06c8a9631a124398767ffe17109d08204736f35e,open_heldout_004,0,1.0,0
