ci95_high,ci95_low,environment_step,mean,method,scenario,seeds,std
-15.317412038488206,-15.901519662401968,10000,-15.609465850445087,penalty_sac,mission_narrow,5,0.33318988603241256
-28.521940670590745,-31.21594577596678,1000,-29.868943223278762,penalty_sac,mission_obstacle,5,1.5367292212633425
-23.169513464069727,-28.920342443310933,2000,-26.04492795369033,penalty_sac,mission_obstacle,5,3.280419521571188
-19.81601149821844,-22.845169710556217,3000,-21.33059060438733,penalty_sac,mission_obstacle,5,1.727909101374747
-16.698904469879253,-22.89202938232419,4000,-19.79546692610172,penalty_sac,mission_obstacle,5,3.532716402391405
-15.59770956105452,-17.27305837056783,5000,-16.435383965811177,penalty_sac,mission_obstacle,5,0.9556616898201822
-14.976286890653308,-16.493378445346817,6000,-15.734832668000061,penalty_sac,mission_obstacle,5,0.8653877154044711
-14.677185854492539,-16.71390551628535,7000,-15.695545685388945,penalty_sac,mission_obstacle,5,1.1617968405303845
-14.487386361418249,-16.092706661128293,8000,-15.290046511273271,penalty_sac,mission_obstacle,5,0.9157156417887752
-14.779868401665409,-16.075749067471445,9000,-15.427808734568426,penalty_sac,mission_obstacle,5,0.7392033825178526
-15.259695205912681,-15.81441147127682,10000,-15.53705333859475,penalty_sac,mission_obstacle,5,0.3164243055048547
-32.35398081029111,-33.608954700294525,1000,-32.98146775529282,penalty_sac,mission_open,5,0.7158691142946368
-29.780410207871217,-31.40379997522292,2000,-30.59210509154707,penalty_sac,mission_open,5,0.9260229269836688
-25.57341591403735,-31.261525963404917,3000,-28.417470938721134,penalty_sac,mission_open,5,3.2446430443585617
-25.863080892688124,-31.636934740867623,4000,-28.750007816777874,penalty_sac,mission_open,5,3.293553494050537
-21.166023599542495,-30.512672707016034,5000,-25.839348153279264,penalty_sac,mission_open,5,5.331567032180757
-19.04209788080169,-28.269707648898383,6000,-23.655902764850037,penalty_sac,mission_open,5,5.263663956965631
-16.97118971104137,-27.866976358391625,7000,-22.419083034716497,penalty_sac,mission_open,5,6.215234594849412
-14.390044744740692,-24.35475151455133,8000,-19.37239812964601,penalty_sac,mission_open,5,5.684122886007383
-13.114171115745815,-24.223809299148254,9000,-18.668990207447035,penalty_sac,mission_open,5,6.337220965182431
-13.348318655508036,-23.816308460211594,10000,-18.582313557859816,penalty_sac,mission_open,5,5.9712083650744665
-12.353980810291109,-13.608954700294522,1000,-12.981467755292815,sac,mission_energy_tight,5,0.715869114294636
-8.614446111810144,-13.25547655196745,2000,-10.934961331888797,sac,mission_energy_tight,5,2.6473621300605883
-5.479230028191063,-12.767553562082616,3000,-9.12339179513684,sac,mission_energy_tight,5,4.157445628518624
1.4607567588923325,-9.3819406150143,4000,-3.960591928060983,sac,mission_energy_tight,5,6.184951119263695
1.886213386920434,-7.533921945923585,5000,-2.8238542795015755,sac,mission_energy_tight,5,5.373485449358887
6.9896275006717055,-4.53664672204185,6000,1.226490389314928,sac,mission_energy_tight,5,6.574880788084455
5.058985490857622,-5.323789276444056,7000,-0.13240189279321674,sac,mission_energy_tight,5,5.92259953437656
5.574814392985461,-4.829817060104624,8000,0.37249866644041874,sac,mission_energy_tight,5,5.935067145393328
5.326452288023104,-4.933627992365759,9000,0.19641214782867208,sac,mission_energy_tight,5,5.852611469784336
5.014668698615911,-5.265481720319067,10000,-0.1254065108515782,sac,mission_energy_tight,5,5.8640599886891716
-8.139166711673818,-10.502021060789064,1000,-9.32059388623144,sac,mission_narrow,5,1.347832384069568
-3.8400526731914684,-8.36277451261733,2000,-6.101413592904399,sac,mission_narrow,5,2.579875886805897
-0.14098271416400254,-3.7477772966671576,3000,-1.9443800054155802,sac,mission_narrow,5,2.0574076192232216
3.0849368308899185,-4.511641742068222,4000,-0.7133524555891515,sac,mission_narrow,5,4.333282164681823
3.1469474937376267,-2.576714151588715,5000,0.28511667107445604,sac,mission_narrow,5,3.264922581417855
5.496578731594182,-1.516930597098276,6000,1.989824067247953,sac,mission_narrow,5,4.0006845968839935
5.158844595606508,-0.2444535073369778,7000,2.4571955441347653,sac,mission_narrow,5,3.0821790461421665
4.255282131007402,1.4962291826620038,8000,2.875755656834703,sac,mission_narrow,5,1.5738341699034508
5.162374482395389,-0.43181714470909993,9000,2.365278668843145,sac,mission_narrow,5,3.191069580960662
4.595217275614875,-0.15066420019421445,10000,2.2222765377103304,sac,mission_narrow,5,2.707171834965854
-8.52194067059074,-11.215945775966778,1000,-9.868943223278759,sac,mission_obstacle,5,1.5367292212633432
-3.526327791450627,-9.209729032153668,2000,-6.368028411802147,sac,mission_obstacle,5,3.241957019800674
0.8759305328279865,-3.9737878161384472,3000,-1.5489286416552304,sac,mission_obstacle,5,2.766403035718621
4.286432002356077,-2.951097451607601,4000,0.6676672753742376,sac,mission_obstacle,5,4.128471389851969
4.766493824593029,-1.3529504745267322,5000,1.7067716750331485,sac,mission_obstacle,5,3.490687101366159
5.7280651874042725,2.066381256593345,6000,3.8972232219988086,sac,mission_obstacle,5,2.0887179034213954
5.255962925888964,1.466798475141563,7000,3.3613807005152636,sac,mission_obstacle,5,2.161436043315521
5.144551586705801,2.636900023640048,8000,3.8907258051729245,sac,mission_obstacle,5,1.4304284078823026
5.0086359075835745,2.5627600088560443,9000,3.785697958219809,sac,mission_obstacle,5,1.395189993388558
4.7103765078018505,2.271439038204817,10000,3.4909077730033338,sac,mission_obstacle,5,1.3912321364516052
-12.353980810291109,-13.608954700294522,1000,-12.981467755292815,sac,mission_open,5,0.715869114294636
-8.30944717323087,-13.395536299574347,2000,-10.852491736402609,sac,mission_open,5,2.9012349556445227
-2.6874487883950877,-12.817214229429675,3000,-7.752331508912381,sac,mission_open,5,5.778276561806499
-2.277212667822931,-9.493833394983694,4000,-5.885523031403313,sac,mission_open,5,4.1165445188177126
2.319055397897227,-8.116266171095939,5000,-2.898605386599356,sac,mission_open,5,5.952573570239408
4.890163474739124,-7.761941227287226,6000,-1.4358888762740505,sac,mission_open,5,7.217083207187663
6.175462491352714,-6.8746677694444704,7000,-0.34960263904587824,sac,mission_open,5,7.444127137339175
6.501728016265225,-6.194293477639998,8000,0.15371726931261342,sac,mission_open,5,7.24213446534962
5.501360341824026,-4.872436736815222,9000,0.314461802504402,sac,mission_open,5,5.91747843179237
5.0819939331734485,-4.174638004482155,10000,0.45367796434564667,sac,mission_open,5,5.28021894267692
25.89391044176577,25.88084232721984,1000,25.887376384492804,shield_sac,mission_energy_tight,5,0.007454385832257375
25.921352173549757,25.879461338528692,2000,25.900406756039224,shield_sac,mission_energy_tight,5,0.023895600699317062
25.90697042188835,25.87604710962582,3000,25.891508765757084,shield_sac,mission_energy_tight,5,0.01763944599705706
25.928395321301373,25.861644872439186,4000,25.89502009687028,shield_sac,mission_energy_tight,5,0.038076158465426876
25.890832915686715,25.87372765007204,5000,25.88228028287938,shield_sac,mission_energy_tight,5,0.009757279767244716
25.920796981645815,25.89960944609321,6000,25.91020321386951,shield_sac,mission_energy_tight,5,0.012085910655947768
25.89546475175612,25.878884468068836,7000,25.887174609912478,shield_sac,mission_energy_tight,5,0.00945781668648005
25.918849424476473,25.87812210292058,8000,25.898485763698528,shield_sac,mission_energy_tight,5,0.023231902943998028
25.896152628630322,25.859092406876908,9000,25.877622517753615,shield_sac,mission_energy_tight,5,0.0211400956892461
25.926131628825505,25.88371471544448,10000,25.904923172134993,shield_sac,mission_energy_tight,5,0.0241956892131851
26.012911801669784,25.98560611689471,1000,25.999258959282248,shield_sac,mission_narrow,5,0.015575859012563913
26.013296271708874,25.987374614294126,2000,26.0003354430015,shield_sac,mission_narrow,5,0.01478637450735865
26.021241470417362,25.999321238409497,3000,26.01028135441343,shield_sac,mission_narrow,5,0.012503859401061
26.025925840620808,26.01769725520394,4000,26.021811547912375,shield_sac,mission_narrow,5,0.004693794987442879
26.058714789937806,26.003997063596362,5000,26.031355926767084,shield_sac,mission_narrow,5,0.03121238665145545
26.022859667948154,25.993963133667123,6000,26.00841140080764,shield_sac,mission_narrow,5,0.016483320144527105
26.038772719775896,26.018529520345762,7000,26.02865112006083,shield_sac,mission_narrow,5,0.011547237246903212
26.058227802656507,26.023227342034826,8000,26.040727572345666,shield_sac,mission_narrow,5,0.019965155406602007
26.062593654932368,26.031162040118435,9000,26.0468778475254,shield_sac,mission_narrow,5,0.017929394736364363
26.05686538128057,26.014969206537987,10000,26.03591729390928,shield_sac,mission_narrow,5,0.023898646612658062
26.016388587648496,25.891628723116302,1000,25.9540086553824,shield_sac,mission_obstacle,5,0.07116620866266542
25.991239145704675,25.88714033596481,2000,25.939189740834742,shield_sac,mission_obstacle,5,0.0593806160599883
26.057655427527674,25.924155071296443,3000,25.99090524941206,shield_sac,mission_obstacle,5,0.07615200804935297
25.986221662056437,25.89813173284646,4000,25.942176697451448,shield_sac,mission_obstacle,5,0.05024874230782031
26.033389732771816,25.91329125653587,5000,25.973340494653844,shield_sac,mission_obstacle,5,0.06850723389227538
26.017517874393732,25.95463764878732,6000,25.986077761590526,shield_sac,mission_obstacle,5,0.03586848441236396
26.13281665841778,25.887395554516672,7000,26.010106106467227,shield_sac,mission_obstacle,5,0.1399944569989571
26.05714913555522,25.901695062970077,8000,25.97942209926265,shield_sac,mission_obstacle,5,0.08867496777539895
25.95446705810536,25.834294416693883,9000,25.894380737399622,shield_sac,mission_obstacle,5,0.06854953959994142
25.99671551023919,25.90638171574175,10000,25.95154861299047,shield_sac,mission_obstacle,5,0.0515287002963694
25.89391044176577,25.88084232721984,1000,25.887376384492804,shield_sac,mission_open,5,0.007454385832257375
25.921509825499992,25.87952396617221,2000,25.900516895836102,shield_sac,mission_open,5,0.023949804987411887
25.90939513466379,25.87797757840155,3000,25.89368635653267,shield_sac,mission_open,5,0.017921375379923752
25.929096377612044,25.86318714946776,4000,25.8961417635399,shield_sac,mission_open,5,0.03759630471305362
25.918706479570723,25.87874385641431,5000,25.898725167992517,shield_sac,mission_open,5,0.02279569947371157
25.925185804902238,25.895146425567663,6000,25.91016611523495,shield_sac,mission_open,5,0.0171352281107171
25.903238016469864,25.87430317132634,7000,25.8887705938981,shield_sac,mission_open,5,0.016505173637589007
25.911327930023166,25.860484922827975,8000,25.88590642642557,shield_sac,mission_open,5,0.02900214802779676
25.904395862793542,25.860935778949923,9000,25.882665820871733,shield_sac,mission_open,5,0.024790740250553202
25.90460042633644,25.877327013709422,10000,25.89096372002293,shield_sac,mission_open,5,0.01555745015622886
