collision,energy_depleted,episode_length,episode_return,evaluation_episode,return_success,task_success,termination_reason
0,0,10,2.86131054411935,0,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,1,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,2,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,3,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,4,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,5,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,6,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,7,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,8,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,9,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,10,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,11,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,12,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,13,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,14,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,15,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,16,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,17,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,18,0,0,VELOCITY_LIMIT
0,0,10,2.86131054411935,19,0,0,VELOCITY_LIMIT
