candidate_action,certificate_valid,condition_number,cos_candidate_goal,cos_center_goal,cos_exec_goal,cos_kappa_goal,distance_to_station,distance_to_task,energy_margin,environment_step,episode_id,episode_step,executed_action,fallback_reason,generator_available,kappa_action,minimum_distance_to_task_so_far,mission_phase,recovery_energy_required,sigma_min,zonotope_G,zonotope_center,zonotope_volume
,1,,,,0.8850773244064335,0.8850773244065057,1.2065606209173205,1.7384491384558691,1.4854455035972598,350,1,135,"[0.08000000002526919, 7.803209367426015e-07, 1.0870424884073708e-11]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 7.803209314261039e-07, 1.087042521968895e-11]",0.1841732705024167,RETURN,2.3905863609600804,,,,
,1,,,,0.8878291458062845,0.8878291458063059,1.1875464853504096,1.7553522041400293,1.4871168692975885,351,1,136,"[0.08000000002080906, 6.434588721425063e-07, 8.501499470900241e-12]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 6.434588613046799e-07, 8.501499851321093e-12]",0.1841732705024167,RETURN,2.37678952409573,,,,
,1,,,,0.8901112126440361,0.8901112126440656,1.1717323497842453,1.7694431889107585,1.4887882284059324,352,1,137,"[0.08000000001667606, 5.164425894161099e-07, 6.408405337821164e-12]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 5.164425829207175e-07, 6.408405490293534e-12]",0.1841732705024167,RETURN,2.3630086939794364,,,,
,1,,,,0.8919595034283818,0.8919595034284866,1.1591182142186698,1.7807035963177775,1.490459581329826,353,1,138,"[0.08000000001295067, 4.0179283663330913e-07, 4.6031716575899114e-12]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 4.0179284610530885e-07, 4.6031715765504355e-12]",0.1841732705024167,RETURN,2.3492438701762914,,,,
,1,,,,0.8934023595301968,0.8934023595302918,1.1497040786535437,1.789119189306284,1.4921309284548228,354,1,139,"[0.08000000000967575, 3.0088030604251065e-07, 3.083246182040241e-12]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 3.008803162174445e-07, 3.083246115018201e-12]",0.1841732705024167,RETURN,2.335495052275336,,,,
,1,,,,0.894461404586578,0.8944614045865762,1.1434899430887455,1.7946796316331377,1.4938022701448563,355,1,140,"[0.0800000000068653, 2.1416982117924284e-07, 1.835133950733894e-12]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 2.1416981610400398e-07, 1.8351340412559036e-12]",0.1841732705024167,RETURN,2.3217622398897046,,,,
,1,,,,0.8951522282670713,0.8951522282670858,1.1404758075241737,1.7973782327610848,1.4954736067427121,356,1,141,"[0.08000000000451113, 1.4143726958225137e-07, 8.380163619090728e-13]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 1.4143726900783804e-07, 8.380163425171505e-13]",0.1841732705024167,RETURN,2.3080454325716127,,,,
,1,,,,0.8954849388850226,0.8954849388850621,1.1404501347882356,1.7974012114966191,1.4971449385707887,357,1,142,"[0.06942314142719253, 8.195769055698584e-08, 6.668997047073134e-14]",RECOVERY_TAKEOVER,0,"[0.0694231390953064, 8.195769396479591e-08, 6.668997358473192e-14]",0.1841732705024167,RETURN,2.2943446299804675,,,,
,1,,,,0.8954875569426386,0.8954875569426446,1.1428131315721115,1.795285474193267,1.4988072695005772,358,1,143,"[0.05001033456351197, 3.466449449704161e-08, -5.067616666662635e-13]",RECOVERY_TAKEOVER,0,"[0.05001033470034599, 3.46644952742281e-08, -5.067616790609131e-13]",0.1841732705024167,RETURN,2.280670408686759,,,,
,1,,,,0.8952263306616453,0.8952263306616459,1.1468492239292951,1.791673148450952,1.5004525019790864,359,1,144,"[0.033644444101847866, -1.7190503487581952e-09, -9.108760835103621e-13]",RECOVERY_TAKEOVER,0,"[0.03364444524049759, -1.7190503465158713e-09, -9.10876083760892e-13]",0.1841732705024167,RETURN,2.2670158610942996,,,,
,1,,,,0.8947779594336678,0.8947779594336441,1.1519619633164395,1.7870998248510415,1.5020827337378155,360,1,145,"[0.020187907396142644, -2.8574111565154094e-08, -1.1734167542077084e-12]",RECOVERY_TAKEOVER,0,"[0.02018790692090988, -2.8574111965440352e-08, -1.1734167240304294e-12]",0.1841732705024167,RETURN,2.2533676812327195,,,,
,1,,,,0.8942052358877743,0.8942052358877172,1.157666911930269,1.7820002357789098,1.5037002297415354,361,1,146,"[0.009422553938074962, -4.730389233698838e-08, -1.3208126736863546e-12]",RECOVERY_TAKEOVER,0,"[0.009422553703188896, -4.7303892358740995e-08, -1.3208127083372267e-12]",0.1841732705024167,RETURN,2.239726232634686,,,,
,1,,,,0.8935403709837283,0.8935403709831409,1.163581897427292,1.7767167855892085,1.5053072757598258,362,1,147,"[0.0010792902215818912, -5.927177447061841e-08, -1.3769776996028478e-12]",RECOVERY_TAKEOVER,0,"[0.0010792901739478111, -5.927177326725541e-08, -1.3769777418987106e-12]",0.1841732705024167,RETURN,2.2260915152133998,,,,
,1,,,,-0.8928988311896789,-0.892898831189451,1.1694157107979979,1.7715097522641081,1.5069060629388056,363,1,148,"[-0.005137896537486337, -6.575713625212363e-08, -1.3635707015684027e-12]",RECOVERY_TAKEOVER,0,"[-0.005137896630913019, -6.575713484835433e-08, -1.3635707146741893e-12]",0.1841732705024167,RETURN,2.2124632597497533,,,,
,1,,,,-0.8922276534847846,-0.8922276534846955,1.1749561042604004,1.766568241520736,1.5085088804878435,364,1,149,"[-0.009533098877697148, -6.792601854584985e-08, -1.2989616232646571e-12]",RECOVERY_TAKEOVER,0,"[-0.00953309889882803, -6.792601681127053e-08, -1.2989615893327366e-12]",0.1841732705024167,RETURN,2.1988307328367456,,,,
,1,,,,-0.8915863920832784,-0.8915863920833451,1.180057751252162,1.7620212026268687,1.510116025935191,365,1,150,"[-0.012404224654345371, -6.681395067310191e-08, -1.1992634040064152e-12]",RECOVERY_TAKEOVER,0,"[-0.012404224835336208, -6.681395348095975e-08, -1.1992634533011803e-12]",0.1841732705024167,RETURN,2.185194841135894,,,,
,1,,,,-0.8909897790057715,-0.8909897790057648,1.183311313750796,1.759122927355801,1.5117259768721771,366,1,151,"[-0.08000000000206235, -6.331846242108329e-08, -1.077520650032349e-12]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -6.331845980867001e-08, -1.0775206681773453e-12]",0.1841732705024167,RETURN,2.1715579875939492,,,,
,1,,,,-0.8906081797219119,-0.8906081797219235,1.1833648762493514,1.7590752197133936,1.5133972749588702,367,1,152,"[-0.0800000000018928, -5.81990626160577e-08, -9.443467231613902e-13]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -5.819906334636471e-08, -9.443467058681265e-13]",0.1841732705024167,RETURN,2.157856021625381,,,,
,1,,,,-0.890601849779351,-0.890601849779353,1.180218438747835,1.7618780193105725,1.5150685707067262,368,1,153,"[-0.08000000000169166, -5.208274428001593e-08, -8.079383554154813e-13]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -5.208274345136488e-08, -8.07938351637949e-13]",0.1841732705024167,RETURN,2.144170058008314,,,,
,1,,,,-0.8909708837844306,-0.8909708837844433,1.173872001246255,1.767534855017487,1.5167398642585277,369,1,154,"[-0.08000000000147511, -4.547335895987482e-08, -6.747523053627346e-13]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -4.5473360188452716e-08, -6.747523004745071e-13]",0.1841732705024167,RETURN,2.130484632223927,,,,
,1,,,,-0.89170993257316,-0.8917099325731548,1.1643255637446206,1.776052759942491,1.518411155748698,370,1,155,"[-0.0800000000012557, -3.876347948766311e-08, -5.49104372264803e-13]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -3.876347776099465e-08, -5.491043817557051e-13]",0.1841732705024167,RETURN,2.116783208511588,,,,
,1,,,,-0.892808363859014,-0.8928083638590234,1.1515791262429405,1.7874421034818115,1.5200824453037436,371,1,156,"[-0.08000000000104332, -3.2247629362132297e-08, -4.3443499849746353e-13]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -3.2247630343817946e-08, -4.3443498581527407e-13]",0.1841732705024167,RETURN,2.1030657867434677,,,,
,1,,,,-0.8942505785240882,-0.8942505785240886,1.135632688741222,1.8017163474026787,1.5217537330426656,372,1,157,"[-0.08000000000084444, -2.6135995220676165e-08, -3.321110795466515e-13]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -2.613599470180361e-08, -3.3211107475228374e-13]",0.1841732705024167,RETURN,2.0893323667992236,,,,
,1,,,,-0.896016467445292,-0.8960164674452913,1.1164862512394738,1.8188917358988963,1.5234250190773557,373,1,158,"[-0.08000000000066328, -2.056794612459264e-08, -2.4311678016223966e-13]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -2.0567945568927826e-08, -2.431167788786992e-13]",0.1841732705024167,RETURN,2.075582948565661,,,,
,1,,,,-0.8980819873822388,-0.8980819873822419,1.0941398137377025,1.8389869319364107,1.5250963035129765,374,1,159,"[-0.08000000000050288, -1.5624871850093788e-08, -1.674945651493615e-13]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -1.562487206285823e-08, -1.6749457181462757e-13]",0.1841732705024167,RETURN,2.061817531936395,,,,
,1,,,,-0.900419829486617,-0.900419829486618,1.0685933762359137,1.862022613863112,1.5267675864483268,375,1,160,"[-0.08000000000036407, -1.1342002064227814e-08, -1.0483091995786304e-13]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -1.1342002004255392e-08, -1.0483091852269213e-13]",0.1841732705024167,RETURN,2.0480361168115127,,,,
,1,,,,-0.9030001507155017,-0.9030001507155041,1.0398469387341123,1.888021047123813,1.5284388679761896,376,1,161,"[-0.08000000000024661, -7.71899846584791e-09, -5.438402490178343e-14]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -7.718998773498242e-09, -5.4384024817137264e-14]",0.1841732705024167,RETURN,2.034238703095039,,,,
,1,,,,-0.9057913369998006,-0.9057913369998006,1.007900501232303,1.9170056459895877,1.5301101481836765,377,1,162,"[-0.08000000000014998, -4.7292158194912785e-09, -1.473159138753061e-14]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -4.72921568572815e-09, -1.4731591936449108e-14]",0.1841732705024167,RETURN,2.0204252906966724,,,,
,1,,,,-0.9087607674438938,-0.9087607674438939,0.9727540637304899,1.9490005395292958,1.5317814271525445,378,1,163,"[-0.08000000000007249, -2.3276079094667803e-09, 1.51504283722816e-14]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -2.327607884211602e-09, 1.515042770600973e-14]",0.1841732705024167,RETURN,2.006595879535381,,,,
,1,,,,-0.9118755509795146,-0.9118755509795147,0.9344076262286746,1.984030154719029,1.5334527049595075,379,1,164,"[-0.08000000000001246, -4.5731377837748536e-10, 3.688752720427141e-14]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -4.5731377018576325e-10, 3.688752591140404e-14]",0.1841732705024167,RETURN,1.9927504695350489,,,,
,1,,,,-0.9151032105046203,-0.9151032105046202,0.8928611887268597,2.0221188277393702,1.5351239816765314,380,1,165,"[-0.07999999999996725, 9.44996330840017e-10, 5.142801533867891e-14]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, 9.449963034313669e-10, 5.1428015356491316e-14]",0.1841732705024167,RETURN,1.97888906062419,,,,
,1,,,,-0.9184122678066978,-0.9184122678066993,0.8492879699759338,2.062209061218085,1.5367952573730086,381,1,166,"[-0.02133906245559783, 1.944906078160683e-09, 5.989876535112705e-14]",RECOVERY_TAKEOVER,0,"[-0.021339062601327896, 1.9449060140175334e-09, 5.989876834550795e-14]",0.1841732705024167,RETURN,1.9650116527337864,,,,
,1,,,,0.38796390873621617,0.38796390873539516,0.8052879699758976,2.1028325831119576,1.5384138158192262,382,1,167,"[8.599232437234147e-14, 2.6070429965918792e-09, 6.399930391576443e-14]",RECOVERY_TAKEOVER,0,"[8.599232301708878e-14, 2.6070430259039767e-09, 6.399930227701106e-14]",0.1841732705024167,RETURN,1.9511769067382452,,,,
,1,,,,0.38046953599391425,0.380469535992517,0.7612879699758649,2.143589403977693,1.540011489660137,383,1,168,"[9.809375534075568e-14, 2.992742623709263e-09, 6.428715642320295e-14]",RECOVERY_TAKEOVER,0,"[9.809375398550299e-14, 2.9927427203091383e-09, 6.428715795380596e-14]",0.1841732705024167,RETURN,1.937359232891495,,,,
,1,,,,0.37323613052749366,0.3732361305266693,0.7172879699758362,2.184472062741184,1.5416091626577255,384,1,169,"[1.032618435203858e-13, 3.1584506092232725e-09, 6.205191957438334e-14]",RECOVERY_TAKEOVER,0,"[1.0326184080988038e-13, 3.1584506121618006e-09, 6.20519193211648e-14]",0.1841732705024167,RETURN,1.9235415598885883,,,,
,1,,,,0.366251587379441,0.36625158738054747,0.6732879699758118,2.2254736243653785,1.5432068348637527,385,1,170,"[1.0299538999447575e-13, 3.154736545434645e-09, 5.777801378413286e-14]",RECOVERY_TAKEOVER,0,"[1.0299539134972849e-13, 3.1547364720552196e-09, 5.777801468601768e-14]",0.1841732705024167,RETURN,1.9097238876778417,,,,
,1,,,,0.933155116745655,0.9331551167456544,0.6299822105762761,2.265938089529607,1.5448045063268259,386,1,171,"[0.03471203002434525, 3.0257986422953565e-09, 5.2480355565902194e-14]",RECOVERY_TAKEOVER,0,"[0.03471203148365021, 3.0257987226889327e-09, 5.24803555376329e-14]",0.1841732705024167,RETURN,1.895906216210681,,,,
,1,,,,0.9356027122394229,0.9356027122394233,0.5887366601975689,2.304573544694226,1.546435684197588,387,1,172,"[0.0682984210170642, 2.809352674785537e-09, 4.6223550994600767e-14]",RECOVERY_TAKEOVER,0,"[0.06829842180013657, 2.809352750432481e-09, 4.622355016109525e-14]",0.1841732705024167,RETURN,1.8820538334114338,,,,
,1,,,,0.9378148812592022,0.9378148812592028,0.5504570782392044,2.3405104281438294,1.5480969880556155,388,1,173,"[0.08000000000008232, 2.5368084865435507e-09, 3.994229486386349e-14]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 2.53680854100935e-09, 3.994229602556805e-14]",0.1841732705024167,RETURN,1.8681748072822464,,,,
,1,,,,0.9397706233856449,0.939770623385645,0.5153774962808432,2.373507475069092,1.5497682575527472,389,1,174,"[0.08000000000007257, 2.2336534229760225e-09, 3.36434336103324e-14]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 2.233653484395859e-09, 3.3643433769133327e-14]",0.1841732705024167,RETURN,1.8542977398730336,,,,
,1,,,,0.9414853529601096,0.9414853529601096,0.48349791432248457,2.403545652744541,1.5514395264734786,390,1,175,"[0.08000000000006238, 1.9199726521624933e-09, 2.7664963575777314e-14]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 1.9199726253305016e-09, 2.7664963419063437e-14]",0.1841732705024167,RETURN,1.8404366730407282,,,,
,1,,,,0.9429827551642131,0.9429827551642135,0.4548183323641283,2.4306087484725536,1.553110794853292,391,1,176,"[0.08000000000005238, 1.611049948336872e-09, 2.213921982380998e-14]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 1.6110499601040829e-09, 2.213922032083971e-14]",0.1841732705024167,RETURN,1.8265916067497876,,,,
,1,,,,0.9442826544001636,0.9442826544001638,0.42933875040577385,2.4546830011687693,1.5547820627254982,392,1,177,"[0.08000000000004283, 1.3180051476532871e-09, 1.7161483600230856e-14]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 1.3180051494643408e-09, 1.7161483822566992e-14]",0.1841732705024167,RETURN,1.8127625409668384,,,,
,1,,,,0.9454016094842339,0.9454016094842339,0.40705916844742107,2.475756801686788,1.5564533301213668,393,1,178,"[0.08000000000003407, 1.048431806733306e-09, 1.280035740201628e-14]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 1.048431785832804e-09, 1.280035766374225e-14]",0.1841732705024167,RETURN,1.7989494756605489,,,,
,1,,,,0.9463533890026611,0.9463533890026611,0.3879795864890694,2.493820449593054,1.5581245970702502,394,1,179,"[0.08000000000002608, 8.070102492423004e-10, 9.105235026989206e-15]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 8.07010236414385e-10, 9.105234876618726e-15]",0.1841732705024167,RETURN,1.7851524108015082,,,,
,1,,,,0.9471493506507848,0.9471493506507848,0.3721000045307187,2.5088659568414795,1.5597958635996976,395,1,180,"[0.08000000000001933, 5.960778563175878e-10, 5.889635404657134e-15]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 5.960778537428268e-10, 5.889635228627753e-15]",0.1841732705024167,RETURN,1.7713713463621132,,,,
,1,,,,0.9477987427532282,0.9477987427532282,0.3594204225723686,2.5208868909386104,1.5614671297355656,396,1,181,"[0.08000000000001346, 4.1614475828597416e-10, 3.3523590716530116e-15]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 4.1614475754236935e-10, 3.3523590465558105e-15]",0.1841732705024167,RETURN,1.7576062823164478,,,,
,1,,,,0.948308941858563,0.948308941858563,0.349940840614019,2.529878251886743,1.5631383955021205,397,1,182,"[0.08000000000000859, 2.663485104495338e-10, 1.3034755069650127e-15]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 2.6634849881190803e-10, 1.3034754973653565e-15]",0.1841732705024167,RETURN,1.7438572186399763,,,,
,1,,,,0.9486856369647467,0.9486856369647466,0.34366125865566954,2.535836378559026,1.564809660922134,398,1,183,"[0.08000000000000462, 1.4484535298643772e-10, -1.717206596103487e-16]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 1.448453579300235e-10, -1.7172065699297921e-16]",0.1841732705024167,RETURN,1.7301241553099629,,,,
,1,,,,0.9489329683025959,0.9489329683025959,0.3405816766973203,2.5387588812845125,1.5664809260169752,399,1,184,"[0.08000000000000156, 4.9139158069249e-11, -1.3448842020071224e-15]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 4.9139158020405915e-11, -1.3448841852995407e-15]",0.1841732705024167,RETURN,1.7164070923050685,,,,
,1,,,,0.9490536264761246,0.9490536264761246,0.3404976026791936,2.538838672155784,1.568152190806696,400,1,185,"[0.06977539701112435, -2.3648976630679477e-11, -2.1895619525328017e-15]",RECOVERY_TAKEOVER,0,"[0.06977539509534836, -2.364897687401335e-11, -2.1895619574440004e-15]",0.1841732705024167,RETURN,1.7027060296052656,,,,
,1,,,,0.9490569143007547,0.9490569143007547,0.34281548379861204,2.5366389761822017,1.5698147621011418,401,1,186,"[0.05032235986613624, -7.656624802753593e-11, -2.6867076304487738e-15]",RECOVERY_TAKEOVER,0,"[0.050322361290454865, -7.656624639862386e-11, -2.686707617044178e-15]",0.1841732705024167,RETURN,1.6890311917947,,,,
,1,,,,0.9489661462060972,0.9489661462060972,0.34681809647503725,2.532840946800813,1.5714602163560227,402,1,187,"[0.033914217984199656, -1.126623422957655e-10, -3.0446525185482733e-15]",RECOVERY_TAKEOVER,0,"[0.033914219588041306, -1.1266234473117365e-10, -3.044652517367294e-15]",0.1841732705024167,RETURN,1.6753766480300107,,,,
,1,,,,0.9488088469493227,0.9488088469493227,0.35190730599659037,2.5280127707975346,1.573090644382729,403,1,188,"[0.020415624272198542, -1.3486694641139732e-10, -3.0803282330548824e-15]",RECOVERY_TAKEOVER,0,"[0.020415624603629112, -1.3486695094044876e-10, -3.0803282745562243e-15]",0.1841732705024167,RETURN,1.6617284481872594,,,,
,1,,,,0.948607819374631,0.9486078193746312,0.3575970288026761,2.5226160977857073,1.5747083069556909,404,1,189,"[0.009610039954429831, -1.4590372139669747e-10, -2.9949924450371243e-15]",RECOVERY_TAKEOVER,0,"[0.009610040113329887, -1.4590371966161086e-10, -2.994992457977432e-15]",0.1841732705024167,RETURN,1.6480869643311453,,,,
,1,,,,0.9483816728378454,0.9483816728378468,0.3635035425270725,2.5170151651678525,1.5763154881672425,405,1,190,"[0.0012295059611037746, -1.4823480234986194e-10, -2.711506072739308e-15]",RECOVERY_TAKEOVER,0,"[0.0012295059859752655, -1.4823479943526507e-10, -2.7115059888827052e-15]",0.1841732705024167,RETURN,1.6344522031564603,,,,
,1,,,,-0.948145451583334,-0.9481454515833339,0.36933422098204294,2.5114875176856777,1.5779143794777106,406,1,191,"[-0.0050212694324017195, -1.4403038638440784e-10, -2.50739588468488e-15]",RECOVERY_TAKEOVER,0,"[-0.005021269433200359, -1.440303848410096e-10, -2.507395824308126e-15]",0.1841732705024167,RETURN,1.6208239007160803,,,,
,1,,,,-0.947910659997436,-0.9479106599974361,0.3748755541994393,2.5062354504518956,1.5795170386547392,407,1,192,"[-0.009445992446299662, -1.3515793817578068e-10, -2.2494142468231763e-15]",RECOVERY_TAKEOVER,0,"[-0.009445992298424244, -1.3515794039520301e-10, -2.2494141525299365e-15]",0.1841732705024167,RETURN,1.607191560806515,,,,
,1,,,,-0.9476860816715545,-0.9476860816715547,0.37998111861233497,2.501397509026366,1.5811240583577433,408,1,193,"[-0.012342447778732118, -1.2318596427436812e-10, -1.9526451651002342e-15]",RECOVERY_TAKEOVER,0,"[-0.01234244741499424, -1.231859614314601e-10, -1.952645148031078e-15]",0.1841732705024167,RETURN,1.5935558006112631,,,,
,1,,,,-0.9474779114835956,-0.9474779114835956,0.3845599915333844,2.497059557491195,1.5827339112347205,409,1,194,"[-0.013992126813582795, -1.0939927613104805e-10, -1.7389714262597155e-15]",RECOVERY_TAKEOVER,0,"[-0.013992127031087875, -1.0939927436171004e-10, -1.7389714520864058e-15]",0.1841732705024167,RETURN,1.5799190333313107,,,,
,1,,,,-0.947290184696833,-0.9472901846968332,0.3872590219181622,2.494502942369792,1.5843453701856218,410,1,195,"[-0.08000000000000301, -9.482113721698067e-11, -1.4741040318320264e-15]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -9.482113705328032e-11, -1.4741040377217493e-15]",0.1841732705024167,RETURN,1.5662830850234186,,,,
,1,,,,-0.9471790707288665,-0.9471790707288666,0.3867580523029398,2.494977455474473,1.5860166326377572,411,1,196,"[-0.08000000000000272, -8.024053322470988e-11, -1.2833995078440903e-15]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -8.024053643751472e-11, -1.2833995459660087e-15]",0.1841732705024167,RETURN,1.55258392741929,,,,
,1,,,,-0.9471997204520036,-0.9471997204520034,0.3830570826877173,2.498483294676352,1.587687894947664,412,1,197,"[-0.08000000000000229, -6.624118799751459e-11, -9.24047645647745e-16]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -6.624118614739771e-11, -9.240476180383847e-16]",0.1841732705024167,RETURN,1.538900769957409,,,,
,1,,,,-0.9473519086111044,-0.9473519086111045,0.37615611307249475,2.505021915964024,1.5893591571241044,413,1,198,"[-0.08000000000000188, -5.3232002916553095e-11, -6.653143048663764e-16]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -5.323200213958046e-11, -6.653143103986254e-16]",0.1841732705024167,RETURN,1.5252126029328585,,,,
,1,,,,-0.9476339796527181,-0.9476339796527181,0.3660551434572721,2.514596007113569,1.5910304191753006,414,1,199,"[-0.08000000000000146, -4.147596766466256e-11, -4.79026299503791e-16]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -4.147596849302104e-11, -4.790263013694279e-16]",0.1841732705024167,RETURN,1.5115084360335649,,,,
,1,,,,-0.9480428864556908,-0.9480428864556908,0.35275417384204943,2.527209439478059,1.59270168110897,415,1,200,"[-0.08000000000000104, -3.1117470780988396e-11, -3.4489893564272954e-16]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -3.1117469712071966e-11, -3.4489892533928507e-16]",0.1841732705024167,RETURN,1.4977882692518087,,,,
,1,,,,-0.9485742609742405,-0.9485742609742406,0.3362532042268267,2.542867199454697,1.5943729429323537,416,1,201,"[-0.08000000000000076, -2.2207403353138215e-11, -2.4832723366276533e-16]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -2.2207402583518387e-11, -2.483272431849442e-16]",0.1841732705024167,RETURN,1.4840521025803468,,,,
,1,,,,-0.949222514033782,-0.9492225140337821,0.316552234611604,2.561575301808302,1.5960442046522474,417,1,202,"[-0.08000000000000056, -1.472567456763116e-11, -1.7879560823719098e-16]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -1.472567380533807e-11, -1.7879560556403917e-16]",0.1841732705024167,RETURN,1.470299936012373,,,,
,1,,,,-0.9499809604490431,-0.949980960449043,0.29365126499638117,2.58334068754362,1.5977154662750275,418,1,203,"[-0.0800000000000004, -8.600198463782968e-12, -1.2873283793077752e-16]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -8.600198678210269e-12, -1.2873283494731701e-16]",0.1841732705024167,RETURN,1.4565317695415083,,,,
,1,,,,-0.9508419647802947,-0.9508419647802947,0.2675502953811584,2.6081711094042475,1.5993867278066778,419,1,204,"[-0.08000000000000017, -3.723450976367238e-12, -9.268764331015982e-17]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -3.723450801157435e-12, -9.268764566193078e-17]",0.1841732705024167,RETURN,1.4427476031617703,,,,
,1,,,,-0.9517971024475856,-0.9517971024475856,0.23837645560444365,2.6359538745462467,1.6010579892528136,420,1,205,"[-0.07364350807459905, 3.4387748341334984e-14, -6.673510318331513e-17]",RECOVERY_TAKEOVER,0,"[-0.0736435055732727, 3.438774872493999e-14, -6.673510540598576e-17]",0.1841732705024167,RETURN,1.428947436867545,,,,
,1,,,,-0.9528328885244702,-0.9528328885244701,0.20725275594549697,2.6656262954743704,1.6027238707604976,421,1,206,"[-0.023849486036996548, 2.813861461269078e-12, -4.804927429198688e-17]",RECOVERY_TAKEOVER,0,"[-0.02384948544204235, 2.8138615569550662e-12, -4.804927403942517e-17]",0.1841732705024167,RETURN,1.4151376271454894,,,,
,1,,,,0.9539023713280187,0.9539023713280188,0.1759311079600565,2.6955204805286703,1.6043448127391464,422,1,207,"[0.013952069712309157, 4.758017071111324e-12, -3.4595477490230585e-17]",RECOVERY_TAKEOVER,0,"[0.013952069915831089, 4.758016897143946e-12, -3.4595475852548246e-17]",0.1841732705024167,RETURN,1.4013628828191513,,,,
,1,,,,0.9549431773010497,0.9549431773010497,0.14571584413242844,2.724389099319043,1.6059562313685485,423,1,208,"[0.04136713817830307, 6.0063746896388656e-12, -2.4908743792965974e-17]",RECOVERY_TAKEOVER,0,"[0.04136713966727257, 6.006374651118529e-12, -2.4908744202021513e-17]",0.1841732705024167,RETURN,1.387593266082588,,,,
,1,,,,0.9559149082661165,0.9559149082661167,0.11752791513468652,2.751346811578661,1.6075935484202406,424,1,209,"[0.0599996033160063, 6.689919930503881e-12, -1.793429553093553e-17]",RECOVERY_TAKEOVER,0,"[0.059999603778123856, 6.689919885422002e-12, -1.7934294766664305e-17]",0.1841732705024167,RETURN,1.3737990247578062,,,,
,1,,,,0.9567939868084097,0.9567939868084097,0.09196773107097,2.775812591415329,1.6092476091625734,425,1,210,"[0.07138764338526642, 6.928164498194917e-12, -1.2912692782273715e-17]",RECOVERY_TAKEOVER,0,"[0.0713876411318779, 6.928164639208312e-12, -1.2912693026091688e-17]",0.1841732705024167,RETURN,1.3599944244577438,,,,
,1,,,,0.9575690654406627,0.9575690654406627,0.06937448562098097,2.7974547625179143,1.6109115616433585,426,1,211,"[0.07695928730110835, 6.827362878991913e-12, -9.297138803237063e-18]",RECOVERY_TAKEOVER,0,"[0.0769592896103859, 6.8273628937853825e-12, -9.297138681000995e-18]",0.1841732705024167,RETURN,1.3461904360966634,,,,
,1,,,,0.9582373056973813,0.9582373056973813,0.04988050456314985,2.816140140269054,1.6125802591769955,427,1,212,"[0.07800393230678704, 6.4796724476636354e-12, -6.693939938330697e-18]",RECOVERY_TAKEOVER,0,"[0.07800393551588058, 6.479672267495351e-12, -6.693940081931288e-18]",0.1841732705024167,RETURN,1.332395153675136,,,,
