candidate_action,certificate_valid,condition_number,cos_candidate_goal,cos_center_goal,cos_exec_goal,cos_kappa_goal,distance_to_station,distance_to_task,energy_margin,environment_step,episode_id,episode_step,executed_action,fallback_reason,generator_available,kappa_action,minimum_distance_to_task_so_far,mission_phase,recovery_energy_required,sigma_min,zonotope_G,zonotope_center,zonotope_volume
"[-0.0035512465252183463, 0.07996249539656725, 0.002728524105894892]",1,1.629866123199463,0.9984362381477987,0.9999982582438596,0.9984362381477987,-0.9999930426277166,2.762790834517717,0.5304648191491924,1.5409766262574607,13,0,13,"[-0.0035512465252183463, 0.07996249539656725, 0.002728524105894892]",,1,"[0.0001925020624184981, -0.07919719070196152, 0.00010859368921956047]",0.5304648191491924,OUTBOUND,3.813377746435931,0.004000000189989805,"[[0.006519464775919914, 0.0, 0.0], [0.0, 0.006519464775919914, 0.0], [0.0, 0.0, 0.004000000189989805]]","[0.0001925020624184981, 0.0808028057217598, 0.00010859368921956047]",1.3601095361082116e-06
"[0.0068694310293501825, 0.05550267158030462, 0.0028697845826999788]",1,1.5577046871185303,0.9912476604313573,0.9997208321248262,0.9912476604313573,-0.9998264731368423,2.7673010771619198,0.4877459984560161,1.3644662444981739,14,0,14,"[0.0068694310293501825, 0.05550267158030462, 0.0028697845826999788]",,1,"[0.0012370565673336387, -0.07919611036777496, -0.0007607470033690333]",0.4877459984560161,OUTBOUND,3.9776893052913023,0.004000000189989805,"[[0.006230819039046764, 0.0, 0.0], [0.0, 0.006230819039046764, 0.0], [0.0, 0.0, 0.004000000189989805]]","[0.0012370565673336387, 0.060803890228271484, -0.0007607470033690333]",1.2423394082361483e-06
,1,,,,-0.999710781552002,-0.9997107815739255,2.7725274178626176,0.44547424575627714,1.2831209575203335,15,0,15,"[-0.0007025423078110286, -0.07785557641633624, -0.0017816068085116155]",RECOVERY_TAKEOVER,0,"[-0.0007025423110462725, -0.07785557955503464, -0.0017816068138927221]",0.44547424575627714,RETURN,4.046822007192003,,,,
,1,,,,-0.9997772738731243,-0.9997772738803276,2.777916086994857,0.40632628559045414,1.285007135683661,16,0,16,"[-0.000645326437108512, -0.078327676676637, -0.0015218405758742845]",RECOVERY_TAKEOVER,0,"[-0.0006453264504671097, -0.07832767814397812, -0.0015218405751511455]",0.40632628559045414,RETURN,4.0327084786911245,,,,
,1,,,,-0.9998345431639892,-0.9998345431780581,2.7833340607907946,0.3703198175943743,1.2868800096142277,17,0,17,"[-0.0005771736353045936, -0.07874392380219422, -0.001268739940687836]",RECOVERY_TAKEOVER,0,"[-0.0005771736614406109, -0.07874392718076706, -0.0012687399284914136]",0.3703198175943743,RETURN,4.018624249569202,,,,
,1,,,,-0.9998812105593167,-0.9998812105593404,2.788659703829164,0.33747028477196195,1.2887404379016596,18,0,18,"[-0.0005036536165574215, -0.07910218972301877, -0.0010306958730222913]",RECOVERY_TAKEOVER,0,"[-0.0005036536022089422, -0.07910218834877014, -0.0010306958574801683]",0.33747028477196195,RETURN,4.004568500468165,,,,
,1,,,,-0.9999175327282805,-0.9999175327305422,2.7937827763587606,0.3077908430859496,1.2905892170900741,19,0,19,"[-0.0004291026580219405, -0.0794032189155082, -0.000813315428028618]",RECOVERY_TAKEOVER,0,"[-0.0004291026561986655, -0.07940322160720825, -0.0008133154478855431]",0.3077908430859496,RETURN,3.9905404625095664,,,,
,1,,,,-0.9999446894507,-0.9999446894458554,2.7986043902048787,0.2812924298565571,1.2924270867083356,20,0,20,"[-0.0003567708423849095, -0.07964985176133003, -0.0006199212816122876]",RECOVERY_TAKEOVER,0,"[-0.0003567708481568843, -0.07964985072612762, -0.0006199213094078004]",0.2812924298565571,RETURN,3.9765394141845984,,,,
,1,,,,-0.9999642573495794,-0.9999642573511395,2.803036922393672,0.25798390276672034,1.2942547339842352,21,0,21,"[-0.0002889744651185216, -0.07984636599678491, -0.0004520127619998115]",RECOVERY_TAKEOVER,0,"[-0.0002889744646381587, -0.07984636723995209, -0.0004520127549767494]",0.25798390276672034,RETURN,3.962564678435705,,,,
,1,,,,-0.9999778624675321,-0.9999778624682618,2.8070038975057625,0.2378722257075382,1.2960727309283495,22,0,22,"[-0.00022724616733642587, -0.0799979318911502, -0.0003096799470064855]",RECOVERY_TAKEOVER,0,"[-0.0002272461715620011, -0.07999793440103531, -0.000309679948259145]",0.2378722257075382,RETURN,3.948615619917998,,,,
,1,,,,-0.9999869798143806,-0.9999869798139221,2.810439850509193,0.22096268192941804,1.2978815594222382,23,0,23,"[-0.0001724773802845069, -0.0801101733773344, -0.00019196646603117184]",RECOVERY_TAKEOVER,0,"[-0.00017247737559955567, -0.08011016994714737, -0.00019196646462660283]",0.22096268192941804,RETURN,3.934691642429392,,,,
,1,,,,-0.9999928414479287,-0.9999928414481314,2.813290181687044,0.20725909889160138,1.2996818315676428,24,0,24,"[-0.00012504938265433732, -0.0801888251420174, -9.717983146809584e-05]",RECOVERY_TAKEOVER,0,"[-0.00012504938058555126, -0.0801888257265091, -9.71798290265724e-05]",0.20725909889160138,RETURN,3.920792186499064,,,,
,1,,,,-0.9999964171678036,-0.9999964171677695,2.815511014508568,0.1967640727664074,1.3014740868890846,25,0,25,"[-8.495068910185668e-05, -0.08023947444220207, -2.3150528632798987e-05]",RECOVERY_TAKEOVER,0,"[-8.495069050695747e-05, -0.08023947477340698, -2.3150529159465805e-05]",0.1967640727664074,RETURN,3.906916727124488,,,,
,1,,,,-0.9999984380544368,-0.9999984380544451,2.8170690661019395,0.18947918372288333,1.3032588235234863,26,0,26,"[-5.187962830898658e-05, -0.08026737594665061, 3.255717661058044e-05]",RECOVERY_TAKEOVER,0,"[-5.1879629609175026e-05, -0.08026737719774246, 3.2557178201386705e-05]",0.18947918372288333,RETURN,3.893064771647886,,,,
,1,,,,-0.9999994398794764,-0.9999994398794879,2.8179415385387827,0.1854051958601764,1.3050365403659279,27,0,27,"[-2.5331858189923048e-05, -0.08027732802207659, 7.247859142638032e-05]",RECOVERY_TAKEOVER,0,"[-2.533185761421919e-05, -0.08027733117341995, 7.247859321068972e-05]",0.1854051958601764,RETURN,3.8792358577635073,,,,
,1,,,,-0.9999998097025282,-0.9999998097025273,2.8181160375618415,0.1845422379443353,1.3068076974506213,28,0,28,"[-4.673233974331081e-06, -0.0802735994370087, 9.912129473275868e-05]",RECOVERY_TAKEOVER,0,"[-4.673233888752293e-06, -0.0802735984325409, 9.912129462463781e-05]",0.1845422379443353,RETURN,3.8654295516476798,,,,
,1,,,,-0.9999998249457217,-0.999999824945744,2.8175905237653134,0.18688996288723184,1.3085727193527297,29,0,29,"[1.0801077304223956e-05, -0.08025989630657808, 0.00011487204339044859]",RECOVERY_TAKEOVER,0,"[1.0801077223732136e-05, -0.08025989681482315, 0.00011487204028526321]",0.1845422379443353,RETURN,3.851645446204064,,,,
,1,,,,-0.9999996804560914,-0.9999996804561202,2.816373299626386,0.19244768521075747,1.3103325727313475,30,0,30,"[2.1820024558350434e-05, -0.08023936013779617, 0.0001219327156614388]",RECOVERY_TAKEOVER,0,"[2.1820023903273977e-05, -0.08023936301469803, 0.00012193271686555818]",0.1845422379443353,RETURN,3.837875159417016,,,,
,1,,,,-0.9999995050321752,-0.9999995050321092,2.8144830342116665,0.2012144966703477,1.3120869423829085,31,0,31,"[2.9101244544037626e-05, -0.0802145889673857, 0.00012228030451562786]",RECOVERY_TAKEOVER,0,"[2.910124385380186e-05, -0.08021458983421326, 0.00012228031118866056]",0.1845422379443353,RETURN,3.8240943328063963,,,,
,1,,,,-0.9999993726555518,-0.9999993726556748,2.811948825845805,0.21318936092149468,1.3138361731053645,32,0,32,"[3.3325297551483666e-05, -0.08018767474258671, 0.0001176463080869626]",RECOVERY_TAKEOVER,0,"[3.332529740873724e-05, -0.08018767833709717, 0.00011764630471589044]",0.1845422379443353,RETURN,3.810302629977578,,,,
,1,,,,-0.9999993135760635,-0.9999993135761168,2.808810301516552,0.22837118870049858,1.3155805873922621,33,0,33,"[3.511808487546473e-05, -0.08016025122653216, 0.00010951129840633083]",RECOVERY_TAKEOVER,0,"[3.5118086088914424e-05, -0.08016025274991989, 0.00010951129661407322]",0.1845422379443353,RETURN,3.796499735260786,,,,
,1,,,,-0.9999993272640103,-0.9999993272640342,2.805117750273384,0.24675889545531865,1.3173204868472919,34,0,34,"[3.50400240997213e-05, -0.08013354777559038, 9.911093930622169e-05]",RECOVERY_TAKEOVER,0,"[3.504002233967185e-05, -0.08013354986906052, 9.911094093695283e-05]",0.1845422379443353,RETURN,3.782685352434263,,,,
,1,,,,-0.9999993959223814,-0.9999993959224308,2.800932286320981,0.26835144365375874,1.3190561535421614,35,0,35,"[3.3580658161849585e-05, -0.08010844531086977, 8.745023599999615e-05]",RECOVERY_TAKEOVER,0,"[3.358065805514343e-05, -0.08010844886302948, 8.745023660594597e-05]",0.1845422379443353,RETURN,3.768859203526105,,,,
,1,,,,-0.9999994959897199,-0.9999994959897359,2.796326035876832,0.2931478720930704,1.3207878513104525,36,0,36,"[3.115750104118675e-05, -0.08008553167454177, 7.532330611334894e-05]",RECOVERY_TAKEOVER,0,"[3.115750223514624e-05, -0.08008553087711334, 7.532330346293747e-05]",0.1845422379443353,RETURN,3.7550210276899065,,,,
,1,,,,-0.9999996058870471,-0.999999605887023,2.7913823401188935,0.32114731447025713,1.3225158269726416,37,0,37,"[2.8118064730086455e-05, -0.08006515431667746, 6.333644575272907e-05]",RECOVERY_TAKEOVER,0,"[2.8118065529270098e-05, -0.08006515353918076, 6.333644705591723e-05]",0.1845422379443353,RETURN,3.741170580149684,,,,
,1,,,,-0.9999997098154101,-0.9999997098153912,2.7861959646662853,0.3523490093054807,1.3242403114896146,38,0,38,"[2.4744159271200265e-05, -0.08004746889919069, 5.193271125569618e-05]",RECOVERY_TAKEOVER,0,"[2.4744158508838154e-05, -0.08004746586084366, 5.19327113579493e-05]",0.1845422379443353,RETURN,3.727307631209795,,,,
,1,,,,-0.9999997985273837,-0.9999997985273844,2.780873303997774,0.38675230309492403,1.3259615210438276,39,0,39,"[2.1257702860395316e-05, -0.08003248293428296, 4.141663927777703e-05]",RECOVERY_TAKEOVER,0,"[2.1257703338051215e-05, -0.08003248274326324, 4.141663885093294e-05]",0.1845422379443353,RETURN,3.713431965325856,,,,
,1,,,,-0.9999998683426007,-0.9999998683425931,2.775532567022359,0.42435664833737846,1.3276796580487407,40,0,40,"[1.782741700222455e-05, -0.08002009400287985, 3.197808044290731e-05]",RECOVERY_TAKEOVER,0,"[1.7827416741056368e-05, -0.08002009242773056, 3.197808109689504e-05]",0.1845422379443353,RETURN,3.699543380232906,,,,
,1,,,,-0.9999999194848128,-0.9999999194848174,2.7703039277019395,0.4651615978474622,1.3293949120883264,41,0,41,"[1.4575908786862833e-05, -0.0800101224335263, 2.371442368743199e-05]",RECOVERY_TAKEOVER,0,"[1.4575908608094323e-05, -0.08001012355089188, 2.3714423150522634e-05]",0.1845422379443353,RETURN,3.685641686127272,,,,
,1,,,,-0.9999998307072199,-0.9999998307072089,2.765418092273245,0.5083267965465824,1.3311074607893176,42,0,42,"[1.1586756356239578e-05, -0.03800233857486261, 1.6650740740877322e-05]",RECOVERY_TAKEOVER,0,"[1.1586756045289803e-05, -0.038002338260412216, 1.665074159973301e-05]",0.1845422379443353,RETURN,3.6717267048988487,,,,
,1,,,,0.99999964467573,0.9999996446757443,2.761158969625321,0.5519359717099132,1.3327804178466343,43,0,43,"[8.911313303282135e-06, 0.015803515023541957, 1.0757585730805465e-05]",RECOVERY_TAKEOVER,0,"[8.911313670978416e-06, 0.015803515911102295, 1.0757586096588057e-05]",0.1845422379443353,RETURN,3.657840269410671,,,,
,1,,,,0.9999999916100807,0.999999991610081,2.7576886442715423,0.5941293224589504,1.3344299789499252,44,0,44,"[6.575032911875463e-06, 0.05498770608541978, 5.9663475940522115e-06]",RECOVERY_TAKEOVER,0,"[6.5750327848945744e-06, 0.05498770624399185, 5.966347544017481e-06]",0.1845422379443353,RETURN,3.643970822822873,,,,
,1,,,,0.9999999989271902,0.9999999989271902,2.755022210923947,0.6336227091164051,1.336113704573739,45,0,45,"[4.5831841055104355e-06, 0.08001049922779213, 2.1821774691593196e-06]",RECOVERY_TAKEOVER,0,"[4.5831839088350534e-06, 0.08001049607992172, 2.182177468057489e-06]",0.1845422379443353,RETURN,3.6300675979582957,,,,
,1,,,,0.9999999990850955,0.9999999990850954,2.753069342142175,0.6699156428820937,1.3378169675849185,46,0,46,"[2.9258886250311746e-06, 0.08001214618403656, -7.05395521968734e-07]",RECOVERY_TAKEOVER,0,"[2.925888566096546e-06, 0.08001214265823364, -7.053955073388352e-07]",0.1845422379443353,RETURN,3.616152452707181,,,,
,1,,,,0.9999999984278704,0.9999999984278705,2.7517048669549453,0.7030080761580431,1.3395182570668642,47,0,47,"[1.5824544242584039e-06, 0.0800128790842959, -2.8139837146265533e-06]",RECOVERY_TAKEOVER,0,"[1.5824543879716657e-06, 0.08001288026571274, -2.8139836558693787e-06]",0.1845422379443353,RETURN,3.60225528146854,,,,
,1,,,,0.9999999976260315,0.9999999976260311,2.750814109145317,0.7328999937405425,1.341217696020625,48,0,48,"[5.250149386133609e-07, 0.080012906267116, -4.2617796285794415e-06]",RECOVERY_TAKEOVER,0,"[5.250149115454406e-07, 0.08001290261745453, -4.261779849912273e-06]",0.1845422379443353,RETURN,3.5883759626259377,,,,
,1,,,,0.9999999970162289,0.999999997016229,2.750293137943227,0.7595914050061259,1.3429153995199106,49,0,49,"[-2.784908781427531e-07, 0.08001241013171817, -5.162677419676241e-06]",RECOVERY_TAKEOVER,0,"[-2.784908872399683e-07, 0.08001241087913513, -5.162677553016692e-06]",0.1845422379443353,RETURN,3.574514382055576,,,,
,1,,,,0.9999999967182369,0.999999996718237,2.7500489467981524,0.7830823371458919,1.3446114752477225,50,0,50,"[-8.619455475636796e-07, 0.0800115465862552, -5.622834688414923e-06]",RECOVERY_TAKEOVER,0,"[-8.619455229563755e-07, 0.08001154661178589, -5.622834578389302e-06]",0.1845422379443353,RETURN,3.56067043266468,,,,
,1,,,,0.9999999967255393,0.9999999967255393,2.749999574096331,0.8033728294462356,1.3463060239994333,51,0,51,"[-1.2592241808632043e-06, 0.08001044569916232, -5.738437679682778e-06]",RECOVERY_TAKEOVER,0,"[-1.2592241773745627e-06, 0.08001044392585754, -5.7384377214475535e-06]",0.1845422379443353,RETURN,3.5468440139583275,,,,
,1,,,,0.999999996970087,0.9999999969700871,2.750074178683094,0.8204629285727127,1.3479991401525941,52,0,52,"[-1.5028414022638079e-06, 0.08000921321474698, -5.594446386048865e-06]",RECOVERY_TAKEOVER,0,"[-1.5028414281914593e-06, 0.08000921458005905, -5.5944465202628635e-06]",0.1845422379443353,RETURN,3.533035031632962,,,,
,1,,,,0.9999999973646542,0.9999999973646544,2.7502130817792105,0.8343526847848856,1.3496909121042955,53,0,53,"[-1.6230044901471202e-06, 0.08000793264768982, -5.264114973342071e-06]",RECOVERY_TAKEOVER,0,"[-1.6230044366238872e-06, 0.08000793308019638, -5.26411486134748e-06]",0.1845422379443353,RETURN,3.5192433971949506,,,,
,1,,,,0.9999999978275217,0.9999999978275215,2.7503677854332733,0.8450421489915171,1.3513814226773095,54,0,54,"[-1.6470049955583642e-06, 0.08000666772215992, -4.8091051289695345e-06]",RECOVERY_TAKEOVER,0,"[-1.6470049786221352e-06, 0.0800066664814949, -4.809105121239554e-06]",0.1845422379443353,RETURN,3.505469027602643,,,,
,1,,,,0.9999999982943538,0.9999999982943534,2.7505009761013235,0.8525313705454246,1.3530707494965428,55,0,55,"[-1.598885169746217e-06, 0.0800054649683814, -4.280033638971485e-06]",RECOVERY_TAKEOVER,0,"[-1.5988852055670577e-06, 0.0800054669380188, -4.280033863324206e-06]",0.1845422379443353,RETURN,3.4917118449304807,,,,
,1,,,,0.9999999987216283,0.9999999987216281,2.7505865203416744,0.8568203956739012,1.354758965337521,56,0,56,"[-1.4993210915842687e-06, 0.0800043563318501, -3.717319390784839e-06]",RECOVERY_TAKEOVER,0,"[-1.4993211152614094e-06, 0.08000435680150986, -3.717319486895576e-06]",0.1845422379443353,RETURN,3.4779717760538005,,,,
,1,,,,0.999999998976172,0.9999999989761722,2.750611295384652,0.8579964744422421,1.3564461384487356,57,0,57,"[-1.3656708303654727e-06, 0.07564296168754209, -3.1522180716052886e-06]",RECOVERY_TAKEOVER,0,"[-1.3656708688358776e-06, 0.07564295828342438, -3.152218141622143e-06]",0.1845422379443353,RETURN,3.464248752353059,,,,
,1,,,,0.9999999986959645,0.9999999986959642,2.7505812905410827,0.8565469137532332,1.3581286511299688,58,0,58,"[-1.2121428040803701e-06, 0.0556390111832532, -2.6079543723520455e-06]",RECOVERY_TAKEOVER,0,"[-1.2121428198952344e-06, 0.055639009922742844, -2.6079544568347046e-06]",0.1845422379443353,RETURN,3.450547069836276,,,,
,1,,,,0.999999998206038,0.9999999982060381,2.750514890752154,0.8532123622932752,1.359792868141465,59,0,59,"[-1.050046352126544e-06, 0.03861052736274925, -2.100881060109134e-06]",RECOVERY_TAKEOVER,0,"[-1.0500463076823507e-06, 0.03861052915453911, -2.1008811472711386e-06]",0.1845422379443353,RETURN,3.4368780708385813,,,,
,1,,,,0.9999999971751081,0.999999997175108,2.750429905756645,0.8486162997211742,1.3614407989485713,60,0,60,"[-8.880931233333497e-07, 0.02446502824106639, -1.6416115666404894e-06]",RECOVERY_TAKEOVER,0,"[-8.880930977284152e-07, 0.024465028196573257, -1.641611561353784e-06]",0.1845422379443353,RETURN,3.4232158359338047,,,,
,1,,,,0.999999994043023,0.9999999940430234,2.7503406694829153,0.8432705614289531,1.3630746669447111,61,0,61,"[-7.327240091795304e-07, 0.01301875776137844, -1.236087678804815e-06]",RECOVERY_TAKEOVER,0,"[-7.327240041377081e-07, 0.013018758036196232, -1.236087655342999e-06]",0.1845422379443353,RETURN,3.409560834599926,,,,
,1,,,,0.9999999654313305,0.9999999654313275,2.750257114385139,0.8375838926355266,1.364696757987172,62,0,62,"[-5.884419044896052e-07, 0.004027767295954192, -8.865564946518781e-07]",RECOVERY_TAKEOVER,0,"[-5.884418783352885e-07, 0.004027767106890678, -8.865565064297698e-07]",0.1845422379443353,RETURN,3.3959131467695736,,,,
,1,,,,-0.999999963564093,-0.9999999635640952,2.7501850066209466,0.8318724020229475,1.36630929802709,63,0,63,"[-4.581354709127286e-07, -0.002786676340297954, -5.924411586309087e-07]",RECOVERY_TAKEOVER,0,"[-4.5813547444595315e-07, -0.002786676399409771, -5.924411539126595e-07]",0.1845422379443353,RETURN,3.382272559567635,,,,
,1,,,,-0.9999999979054108,-0.9999999979054109,2.7501267491971544,0.8263710028887045,1.367919935780196,64,0,64,"[-3.4338329113108197e-07, -0.0077178975775126215, -3.5109816354225294e-07]",RECOVERY_TAKEOVER,0,"[-3.4338327736804786e-07, -0.007717897649854422, -3.51098151440965e-07]",0.1845422379443353,RETURN,3.3686330774967708,,,,
,1,,,,-0.9999999996284569,-0.9999999996284569,2.750082359462526,0.821245127413806,1.369534824285629,65,0,65,"[-2.4473134643885355e-07, -0.011058285389950911, -1.5846042081147624e-07]",RECOVERY_TAKEOVER,0,"[-2.4473135340485896e-07, -0.01105828583240509, -1.584604234494691e-07]",0.1845422379443353,RETURN,3.3549898501816093,,,,
,1,,,,-0.9999999999175462,-0.999999999917546,2.7500503881534843,0.8166021744658243,1.3711524005532176,66,0,66,"[-1.6193965334301027e-07, -0.013087840955557251, -9.570074138946176e-09]",RECOVERY_TAKEOVER,0,"[-1.6193965279853728e-07, -0.013087840750813484, -9.570074510634186e-09]",0.1845422379443353,RETURN,3.341345415868809,,,,
