collision,energy_depleted,episode_length,episode_return,evaluation_episode,mean_center_norm,mean_residual_norm,mean_residual_to_center_ratio,metric_source,minimum_distance_to_task,mission_completion_steps,outbound_fallback_rate,outbound_intervention_rate,outbound_path_length,return_fallback_rate,return_handoff_rate,return_path_length,return_success,task_success,terminal_energy,termination_reason,total_energy_consumed,total_path_length
0,0,451,109.56189188461133,0,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.0012469534912286208,450,0.0,0.0,3.3765951367830036,1.0,1.0,6.686114563934985,1,1,24.544347711497885,TASK_AND_RETURN_SUCCESS,5.455652288502115,10.062709700717992
0,0,451,109.56189188461133,1,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.0007688084959597844,451,0.0,0.0,3.376524888529341,1.0,1.0,6.687682153406414,1,1,24.53236703992731,TASK_AND_RETURN_SUCCESS,5.467632960072692,10.064207041935767
0,0,451,109.56189188461133,2,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.0009853083675484813,451,0.0,0.0,3.381072719461073,1.0,1.0,6.686063765170558,1,1,24.53234512169887,TASK_AND_RETURN_SUCCESS,5.467654878301129,10.06713648463164
0,0,451,109.56189188461133,3,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.0017840655507840818,451,0.0,0.0,3.37077493792608,1.0,1.0,6.687484849844606,1,1,24.53237257871426,TASK_AND_RETURN_SUCCESS,5.467627421285741,10.058259787770698
0,0,451,109.56189188461133,4,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.0009652308867437782,451,0.0,0.0,3.3730787673676725,1.0,1.0,6.687637449173882,1,1,24.532404339305703,TASK_AND_RETURN_SUCCESS,5.467595660694297,10.060716216541564
0,0,451,109.56189188461133,5,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.0011169195386174298,452,0.0,0.0,3.388264136346037,1.0,1.0,6.6882705588624995,1,1,24.520298694330233,TASK_AND_RETURN_SUCCESS,5.479701305669767,10.07653469520854
0,0,451,109.56189188461133,6,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.001072728639853408,451,0.0,0.0,3.378686180660145,1.0,1.0,6.6888254308414625,1,1,24.532367586113235,TASK_AND_RETURN_SUCCESS,5.467632413886765,10.067511611501615
0,0,451,109.56189188461133,7,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.0017699713994469978,451,0.0,0.0,3.3774091593148907,1.0,1.0,6.687845255760224,1,1,24.53233896555214,TASK_AND_RETURN_SUCCESS,5.467661034447861,10.065254415075131
0,0,451,109.56189188461133,8,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.0009505704361362183,451,0.0,0.0,3.3730432346872212,1.0,1.0,6.687527286536112,1,1,24.532389183546474,TASK_AND_RETURN_SUCCESS,5.467610816453526,10.060570521223351
0,0,451,109.56189188461133,9,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.0004703105066009525,451,0.0,0.0,3.3762192217917413,1.0,1.0,6.685276578269732,1,1,24.532360338714494,TASK_AND_RETURN_SUCCESS,5.4676396612855065,10.061495800061486
