candidate_action,certificate_valid,condition_number,cos_candidate_goal,cos_center_goal,cos_exec_goal,cos_kappa_goal,distance_to_station,distance_to_task,energy_margin,environment_step,episode_id,episode_step,executed_action,fallback_reason,generator_available,kappa_action,minimum_distance_to_task_so_far,mission_phase,position,recovery_energy_required,sigma_min,velocity,zonotope_G,zonotope_center,zonotope_volume
,1,,,,0.9655602905577472,0.9655602905579292,2.408330201182181,2.534671140155196,25.98470931948782,723,3,96,"[-6.952557503847865e-07, 0.08000202800172049, 1.7814723768874809e-06]",RECOVERY_TAKEOVER,0,"[-6.952557782824442e-07, 0.08000202476978302, 1.78147240603721e-06]",1.495461956696036,RETURN,"[2.8000037198474828, 0.7000912357970518, 0.999998712062741]",2.8607239811216503,,"[-2.6711318563974644e-06, -0.1807011603218913, -2.5293583269022704e-08]",,,
,1,,,,0.9665587636656626,0.9665587636656577,2.4057062245901,2.568071413960909,25.986499472412163,724,3,97,"[1.97371160261449e-08, 0.08000170745014086, 1.3233482755302293e-06]",RECOVERY_TAKEOVER,0,"[1.9737116829787738e-08, 0.08000170439481735, 1.3233483286967385e-06]",1.495461956696036,RETURN,"[2.800003186015854, 0.6655510378816764, 0.9999987334709899]",2.8467307233932293,,"[-2.667184433192235e-06, -0.1647008188318631, 2.3937607183702314e-07]",,,
,1,,,,0.9674359114829159,0.967435911482854,2.4037523481541694,2.598403018673231,25.988288974950855,725,3,98,"[5.480423522184167e-07, 0.08000140194396627, 9.314025095414275e-07]",RECOVERY_TAKEOVER,0,"[5.480423510562105e-07, 0.08000139892101288, 9.314024964623968e-07]",1.495461956696036,RETURN,"[2.8000026635398143, 0.6342109021541831, 0.9999987999742544]",2.8327541167245944,,"[-2.557575962748552e-06, -0.14870053844306985, 4.2565657374530866e-07]",,,
,1,,,,0.9682030187182514,0.9682030187183878,2.4023449868726483,2.625657729085396,25.99007786669837,726,3,99,"[9.170665333632227e-07, 0.0800011197916385, 6.041065423079043e-07]",RECOVERY_TAKEOVER,0,"[9.170665293822822e-07, 0.08000112324953079, 6.041065603312745e-07]",1.495461956696036,RETURN,"[2.8000021703659526, 0.6060708168614019, 0.9999988971877001]",2.818794121027369,,"[-2.3741626560759074e-06, -0.13270031448474215, 5.464778822068895e-07]",,,
,1,,,,0.968869545664519,0.9688695456646812,2.4013726181803943,2.649828550757141,25.991866185348695,727,3,100,"[1.1534617657701507e-06, 0.08000086620725044, 3.3774326483494853e-07]",RECOVERY_TAKEOVER,0,"[1.1534617669894942e-06, 0.0800008699297905, 3.377432733486785e-07]",1.495461956696036,RETURN,"[2.800001718602657, 0.5811307712885985, 0.9999990132381419]",2.804850698676201,,"[-2.143470302921877e-06, -0.11670014124329206, 6.140265351738792e-07]",,,
,1,,,,0.9694434039417206,0.9694434039418455,2.400736048912668,2.6709095764823347,25.993653966293028,728,3,101,"[1.2822557670158308e-06, 0.08000064390651317, 1.271247088693193e-07]",RECOVERY_TAKEOVER,0,"[1.2822557664549095e-06, 0.08000064641237259, 1.2712470720543934e-07]",1.495461956696036,RETURN,"[2.8000013155537116, 0.5593907559180703, 0.9999991385859431]",2.7909238143581483,,"[-1.887019149518711e-06, -0.10070001246198942, 6.394514769477431e-07]",,,
,1,,,,0.9699311764824343,0.969931176482227,2.400348602857476,2.68889586961515,25.99544124271814,729,3,102,"[1.3262730975813406e-06, 0.08000045364770708, -3.381801086382114e-08]",RECOVERY_TAKEOVER,0,"[1.3262731499708025e-06, 0.08000045269727707, -3.381801150226238e-08]",1.495461956696036,RETURN,"[2.8000009646753434, 0.5408507624986265, 0.9999992657998783]",2.777013434931271,,"[-1.6217645300024428e-06, -0.084699921732448, 6.326878747749789e-07]",,,
,1,,,,0.9703382927804296,0.970338292780599,2.400136245925947,2.7037833698408047,25.99722804574604,730,3,103,"[1.3057949983968613e-06, 0.0800002947102823, -1.5156290298574588e-07]",RECOVERY_TAKEOVER,0,"[1.3057949672656832e-06, 0.08000029623508453, -1.515629008963515e-07]",1.495461956696036,RETURN,"[2.8000006664383377, 0.5255107840463425, 0.9999993893061953]",2.7631195292918482,,"[-1.3606055303230705e-06, -0.06869986279039154, 6.023752941778297e-07]",,,
,1,,,,0.9706691678168425,0.9706691678168046,2.4000376643500205,2.715568817962319,25.999014404564885,731,3,104,"[1.2384094046037804e-06, 0.08000016530817673, -2.326316071010866e-07]",RECOVERY_TAKEOVER,0,"[1.2384093679429498e-06, 0.08000016212463379, -2.326316064227285e-07]",1.495461956696036,RETURN,"[2.8000004190854195, 0.5133708147944277, 0.9999995051286219]",2.749242068249664,,"[-1.1129236494023145e-06, -0.0526998297287562, 5.558489727576123e-07]",,,
,1,,,,0.9709273110825928,0.9709273110825524,2.400004309367157,2.7242496970594536,26.00080034655146,732,3,105,"[1.139007689462647e-06, 0.0800000629382916, -2.8331718376231893e-07]",RECOVERY_TAKEOVER,0,"[1.1390077361284057e-06, 0.08000006526708603, -2.833171777183452e-07]",1.495461956696036,RETURN,"[2.8000002192808435, 0.5044308501074423, 0.9999996106320728]",2.735381024410868,,"[-8.851221115097851e-07, -0.03669981714109788, 4.991855360051485e-07]",,,
,1,,,,0.9711154105661932,0.9711154105662436,2.4000004196913913,2.7298241880118366,26.00258589738582,733,3,106,"[1.0198901124085495e-06, 0.07999998466704486, -3.0949182317344434e-07]",RECOVERY_TAKEOVER,0,"[1.019890078168828e-06, 0.07999998331069946, -3.094918099577626e-07]",1.495461956696036,RETURN,"[2.8000000626542234, 0.4986908863725636, 0.9999997042793436]",2.7215363720679338,,"[-6.811440890280752e-07, -0.020699820207688905, 4.372871713704597e-07]",,,
,1,,,,0.9712353953520932,0.9712353953520051,2.4000030307862197,2.7322911379048236,26.004371081158464,734,3,107,"[8.909475010522165e-07, 0.07999992735964037, -3.1648138351171534e-07]",RECOVERY_TAKEOVER,0,"[8.909474900065106e-07, 0.07999992370605469, -3.1648139042772527e-07]",1.495461956696036,RETURN,"[2.7999999442443553, 0.4961509208782186, 0.9999997854071502]",2.707708087096294,,"[-5.029545888176319e-07, -0.004699834735760831, 3.739908946681166e-07]",,,
,1,,,,0.9712877476041306,0.9712877476039966,2.400002529633095,2.7320302199224353,26.006155920470505,735,3,108,"[7.598920688904253e-07, 0.0604288477518466, -3.089944027121935e-07]",RECOVERY_TAKEOVER,0,"[7.598920888085559e-07, 0.06042884662747383, -3.089944016210211e-07]",1.495461956696036,RETURN,"[2.7999998588512787, 0.4964195308861034, 0.9999998540254411]",2.693896146857233,,"[-3.5097617503954684e-07, 0.00738593481460849, 3.1219201412567787e-07]",,,
,1,,,,0.9712817015149394,0.9712817015148886,2.400000120854294,2.729755522739899,26.007923613833523,736,3,109,"[6.32515366210925e-07, 0.04324016037344475, -2.9109426089096197e-07]",RECOVERY_TAKEOVER,0,"[6.325153663055971e-07, 0.04324015974998474, -2.910942669132055e-07]",1.495461956696036,RETURN,"[2.799999801306351, 0.498761521056494, 0.9999999106419587]",2.680120101136894,,"[-2.2447310179736182e-07, 0.016033966889297438, 2.5397316194748547e-07]",,,
,1,,,,0.9712323596547743,0.9712323596547937,2.4000011151315235,2.726081852164543,26.009675596590373,737,3,110,"[5.129559911616382e-07, 0.028790925298489613, -2.662043854267544e-07]",RECOVERY_TAKEOVER,0,"[5.129559781380522e-07, 0.028790924698114395, -2.6620438120517065e-07]",1.495461956696036,RETURN,"[2.7999997666708505, 0.5025441329403233, 0.9999999561125034]",2.666358862070593,,"[-1.2188190356503418e-07, 0.02179215194899536, 2.007322848621346e-07]",,,
,1,,,,0.971152194068564,0.9711521940685378,2.4000106752100767,2.7215201933120894,26.011413886300343,738,3,111,"[4.0396381432609645e-07, 0.016946854331083245, -2.3713770217012545e-07]",RECOVERY_TAKEOVER,0,"[4.0396380995844083e-07, 0.016946854069828987, -2.3713769792266248e-07]",1.495461956696036,RETURN,"[2.799999750373746, 0.5072415004167441, 0.9999999915162062]",2.652603708997909,,"[-4.1089140699814885e-08, 0.02518152281521201, 1.533047444281095e-07]",,,
,1,,,,0.9710498928547966,0.9710498928547926,2.4000319256924065,2.7164841792165104,26.013140606566864,739,3,112,"[3.071510508695417e-07, 0.00750436764195914, -2.0614284842075128e-07]",RECOVERY_TAKEOVER,0,"[3.071510548124934e-07, 0.007504367735236883, -2.0614284323983156e-07]",1.495461956696036,RETURN,"[2.799999748298939, 0.5124278923326256, 1.000000018054298]",2.6388549090609543,,"[2.0341069474093455e-08, 0.026682396343603837, 1.1207617474395923e-07]",,,
,1,,,,0.9707034063021909,0.9707034062987444,2.400065532382006,2.71129881524242,26.01485786456587,740,3,113,"[2.2322356361895002e-07, 0.00021675278632903304, -1.749609426981119e-07]",RECOVERY_TAKEOVER,0,"[2.232235658539139e-07, 0.00021675278549082577, -1.7496094528723916e-07]",1.495461956696036,RETURN,"[2.799999756831624, 0.517768706657073, 1.0000000369703141]",2.625112413029207,,"[6.498578219788347e-08, 0.026725746900869644, 7.708398620433684e-08]",,,
,1,,,,-0.9708448053957671,-0.9708448053955347,2.4001100760792418,2.7062105089943613,26.01656765594691,741,3,114,"[1.5218828058059508e-07, -0.005184752318290428, -1.448878948294746e-07]",RECOVERY_TAKEOVER,0,"[1.521882779798034e-07, -0.0051847524009644985, -1.4488789190636453e-07]",1.495461956696036,RETURN,"[2.799999772872546, 0.5230101609908812, 1.0000000494893535]",2.611375939072419,,"[9.542343831400249e-08, 0.02568879643721156, 4.810640723844192e-08]",,,
,1,,,,-0.9707288492161765,-0.970728849216176,2.4001627535425953,2.7013976534521222,26.018282167388207,742,3,115,"[9.353464009394088e-08, -0.00897447600297729, -1.1683832363794722e-07]",RECOVERY_TAKEOVER,0,"[9.35346378128088e-08, -0.008974475786089897, -1.1683832212838752e-07]",1.495461956696036,RETURN,"[2.7999997938279266, 0.5279684307582639, 1.0000000567738685]",2.597634674860499,,"[1.1413036633279068e-07, 0.0238939012366161, 2.4738742510852477e-08]",,,
,1,,,,-0.9706213397333424,-0.9706213397333268,2.40022011440653,2.6969811876132366,26.020000207683022,743,3,116,"[4.6389560325716963e-08, -0.011419892489526436, -9.140810801053463e-08]",RECOVERY_TAKEOVER,0,"[4.638955886093754e-08, -0.011419892311096191, -9.140811130237125e-08]",1.495461956696036,RETURN,"[2.7999998175817913, 0.5325188131557966, 1.0000000598934549]",2.583890865084496,,"[1.2340827839793406e-07, 0.02160992273871081, 6.457120908745549e-09]",,,
,1,,,,0.08498129536103265,0.08498129321156574,2.398678864124044,2.6926489786786107,26.021720449081606,744,3,117,"[-0.07999997436331537, -0.012772704989991723, -6.893342413459131e-08]",RECOVERY_TAKEOVER,0,"[-0.07999997586011887, -0.012772705405950546, -6.89334243020312e-08]",1.495461956696036,RETURN,"[2.7983998427761807, 0.5365853436037389, 1.0000000598062104]",2.570146599231863,,"[-0.015999871464384675, 0.019055381740712467, -7.329563918172715e-09]",,,
,1,,,,0.07882032972477215,0.0788203206703809,2.393936264902233,2.688054341002881,26.023515428094466,745,3,118,"[-0.0800000019227869, -0.013262878040736292, -4.954482094300623e-08]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -0.01326287817209959, -4.9544819802349593e-08]",1.495461956696036,RETURN,"[2.793599868444848, 0.5401311623910666, 1.0000000573494012]",2.556323447028507,,"[-0.031999871848942055, 0.016402806132565208, -1.723852810677396e-08]",,,
,1,,,,0.0794448496975497,0.07944484490667576,2.3859901004844764,2.683217299507134,26.025310713491876,746,3,119,"[-0.08000002223988391, -0.013095090976657866, -3.3215461878440546e-08]",RECOVERY_TAKEOVER,0,"[-0.08000002056360245, -0.013095091097056866, -3.321546060419678e-08]",1.495461956696036,RETURN,"[2.7855998936302617, 0.5431498217980465, 1.0000000532373863]",2.5424865304663213,,"[-0.047999876296918834, 0.013783787937233635, -2.3881620482462072e-08]",,,
,1,,,,0.0846999261863077,0.08469991996721965,2.3748388553142026,2.6781475690216,26.027105674833134,747,3,120,"[-0.08000003638494033, -0.012447124910173538, -1.9803117601713786e-08]",RECOVERY_TAKEOVER,0,"[-0.08000003546476364, -0.012447125278413296, -1.9803117368155654e-08]",1.495461956696036,RETURN,"[2.7743999176431795, 0.5456576368872897, 1.000000048065]",2.5286365949448792,,"[-0.0639998835739069, 0.011294362955198927, -2.7842244002804828e-08]",,,
,1,,,,0.09277686135649285,0.09277685637580216,2.360481683426783,2.6728509648798573,26.02889985396428,748,3,121,"[-0.08000004539688507, -0.011469745024568195, -9.085858376186285e-09]",RECOVERY_TAKEOVER,0,"[-0.08000004291534424, -0.011469745077192783, -9.085858287960491e-09]",1.495461956696036,RETURN,"[2.7599999400204607, 0.5476871145778381, 1.000000042314834]",2.5147740771888754,,"[-0.07999989265328392, 0.009000413950285288, -2.9659415678042083e-08]",,,
,1,,,,0.10217695409076312,0.1021769592464262,2.342918316021979,2.667334760276645,26.030692937584558,749,3,122,"[-0.08000005024984876, -0.010287694108237499, -7.916521318663271e-10]",RECOVERY_TAKEOVER,0,"[-0.08000005036592484, -0.010287693701684475, -7.916521327366866e-10]",1.495461956696036,RETURN,"[2.742399960484807, 0.5492814434857305, 1.0000000363671178]",2.5008991677319132,,"[-0.09599990270325368, 0.006942875128637789, -2.981774610441535e-08]",,,
,1,,,,0.1116814408543322,0.11168144321808858,2.3221489403280398,2.6616120739991613,26.032484732081297,750,3,123,"[-0.08000005183104791, -0.00900146866582335, 5.377726784510589e-09]",RECOVERY_TAKEOVER,0,"[-0.08000005036592484, -0.009001468308269978, 5.377726708388764e-09]",1.495461956696036,RETURN,"[2.7215999789075354, 0.5504899891381415, 1.0000000305111232]",2.4870118670542225,,"[-0.11199991306946326, 0.005142581395473119, -2.874220074751323e-08]",,,
,1,,,,0.12032523258003539,0.12032523133907315,2.2981740734909866,2.655705387993882,26.03427514055099,751,3,124,"[-0.08000005092789288, -0.0076896030918038325, 9.727957862988747e-09]",RECOVERY_TAKEOVER,0,"[-0.08000005036592484, -0.007689603138715029, 9.7279579946985e-09]",1.495461956696036,RETURN,"[2.697599995275085, 0.5513647133554, 1.0000000249572423]",2.4731120347421487,,"[-0.12799992325504184, 0.0036046607771123523, -2.6796609174915483e-08]",,,
,1,,,,0.12737095970593937,0.1273709602189706,2.2709944468079604,2.64964930013229,26.03606414211537,752,3,125,"[-0.08000004822244258, -0.006411238443357297, 1.2558010572076625e-08]",RECOVERY_TAKEOVER,0,"[-0.08000005036592484, -0.006411238573491573, 1.2558010631380512e-08]",1.495461956696036,RETURN,"[2.6704000096596276, 0.5519574207419554, 1.0000000198490806]",2.459199431516414,,"[-0.14399993289953036, 0.002322413088440893, -2.4285007060500156e-08]",,,
,1,,,,0.13228144187671684,0.13228143973399584,2.240610908664569,2.6434926160749734,26.037851773608004,753,3,126,"[-0.08000004429151171, -0.005208799065772623, 1.4149929283325081e-08]",RECOVERY_TAKEOVER,0,"[-0.08000004291534424, -0.00520879914984107, 1.4149929228324254e-08]",1.495461956696036,RETURN,"[2.6400000221938913, 0.5523177273783282, 1.0000000152750776]",2.44527375430126,,"[-0.15999994175783272, 0.0012806532752863682, -2.145502120383514e-08]",,,
,1,,,,0.13469059659097374,0.1346906009888437,2.2070243493579063,2.637299877422841,26.039638113660093,754,3,127,"[-0.08000003961096243, -0.004110641963729054, 1.476195203816593e-08]",RECOVERY_TAKEOVER,0,"[-0.08000004291534424, -0.004110641777515411, 1.4761951661057537e-08]",1.495461956696036,RETURN,"[2.606400033050105, 0.5524916451941109, 1.0000000112793124]",2.4313346647402234,,"[-0.1759999496800252, 0.00045852488254055743, -1.8502630796201952e-08]",,,
,1,,,,0.13437401258010748,0.13437401228794973,2.1702356475181794,2.631152413080164,26.041423269159097,755,3,128,"[-0.0800000345629173, -0.003133580029667606, 1.462437074169122e-08]",RECOVERY_TAKEOVER,0,"[-0.08000003546476364, -0.0031335800886154175, 1.4624371047489149e-08]",1.495461956696036,RETURN,"[2.5696000424228416, 0.5525206785700256, 1.0000000078712736]",2.4173818117210164,,"[-0.19199995659260866, -0.00016819112339296386, -1.557775664786371e-08]",,,
,1,,,,0.1312207843966854,0.13122078532564418,2.130245635810554,2.625148988271199,26.04320736399679,756,3,129,"[-0.08000002944484698, -0.0022852109972754313, 1.3937585674122436e-08]",RECOVERY_TAKEOVER,0,"[-0.08000002801418304, -0.002285210881382227, 1.3937585308099187e-08]",1.495461956696036,RETURN,"[2.5296000505154232, 0.5524413361254015, 1.000000005034474]",2.403414848565404,,"[-0.20799996248157804, -0.0006252333228480502, -1.2790239513039221e-08]",,,
,1,,,,0.10578167204782052,0.10578167148951147,2.087854829272578,2.619508972698582,26.04499052994537,757,3,130,"[-0.04000014480942003, -0.0015660094734141574, 1.2871861369415417e-08]",RECOVERY_TAKEOVER,0,"[-0.04000014439225197, -0.0015660094795748591, 1.2871861798657847e-08]",1.495461956696036,RETURN,"[2.487200055122919, 0.5522849692713636, 1.0000000027338631]",2.3894331092266285,,"[-0.21599999144346205, -0.0009384352175308816, -1.0215867239156137e-08]",,,
,1,,,,-0.9916775140393707,-0.9916775140393286,2.0446633791698625,2.6145048257242145,26.04673769972827,758,3,131,"[-1.9826272085188276e-08, -0.0009711599668203341, 1.1568350998945498e-08]",RECOVERY_TAKEOVER,0,"[-1.9826272179557236e-08, -0.0009711599559523165, 1.156835072180229e-08]",1.495461956696036,RETURN,"[2.444000056437701, 0.552077859028521, 1.0000000009220567]",2.375475711771168,,"[-0.21599999540871648, -0.0011326672108949484, -7.902197039367038e-09]",,,
,1,,,,-0.99365386520747,-0.9936538652073712,2.0014715605365616,2.610235305028533,26.048445801134413,759,3,132,"[-1.5589697943685364e-08, -0.000492124933268051, 1.0141019201861895e-08]",RECOVERY_TAKEOVER,0,"[-1.5589698421081266e-08, -0.0004921249346807599, 1.0141019579634758e-08]",1.495461956696036,RETURN,"[2.400800057044164, 0.5518414830876767, 0.9999999995444376]",2.3615506709849923,,"[-0.21599999852665608, -0.0012310921975485585, -5.8739931989946584e-09]",,,
,1,,,,-0.9953636501697792,-0.995363650169795,1.9582798092896545,2.6066870184400113,26.05015335389529,760,3,133,"[-1.18310453822712e-08, -0.00011795401110863916, 8.679152844201362e-09]",RECOVERY_TAKEOVER,0,"[-1.1831045476640156e-08, -0.00011795401223935187, 8.679152507795607e-09]",1.495461956696036,RETURN,"[2.3576000571022115, 0.5515929055679448, 0.9999999985432221]",2.347625985311406,,"[-0.21600000089286517, -0.0012546829997702863, -4.1381626301543854e-09]",,,
,1,,,,0.9968277547630618,0.9968277547627806,1.9150884865108802,2.6038498286262266,26.051860466734368,761,3,134,"[-8.576400445381438e-09, 0.00016365063173362062, 7.250205602732712e-09]",RECOVERY_TAKEOVER,0,"[-8.576400034598919e-09, 0.00016365063493140042, 7.2502057690826405e-09]",1.495461956696036,RETURN,"[2.3144000567521106, 0.5513452419806255, 0.9999999978605937]",2.333701641361818,,"[-0.21600000260814525, -0.001221952873423562, -2.688121509607843e-09]",,,
,1,,,,0.998005856118276,0.9980058561183021,1.8718978856088815,2.601716403288434,26.053567563330663,762,3,135,"[-5.824907489682119e-09, 0.0003654920421675201, 5.902776432219502e-09]",RECOVERY_TAKEOVER,0,"[-5.824907667317802e-09, 0.0003654920437838882, 5.902776489818962e-09]",1.495461956696036,RETURN,"[2.271200056113983, 0.5511081612467842, 0.999999997441025]",2.319777290050708,,"[-0.21600000377312675, -0.0011488544649900581, -1.5075662231639426e-09]",,,
,1,,,,0.9989146767927325,0.9989146767927332,1.8287082410502158,2.600281743117583,26.055274803563385,763,3,136,"[-3.5558060607066014e-09, 0.0005002350042019362, 4.66956774430393e-09]",RECOVERY_TAKEOVER,0,"[-3.555806094013292e-09, 0.0005002350080758333, 4.669567843507139e-09]",1.495461956696036,RETURN,"[2.2280000552882417, 0.5508883950538702, 0.9999999972329031]",2.3058528277262336,,"[-0.21600000448428797, -0.0010488074641496709, -5.736526743031566e-10]",,,
,1,,,,0.9995500853101387,0.999550085310143,1.785519737689602,2.599542712171744,26.056982123903907,764,3,137,"[-1.7344391090023954e-09, 0.0005799353959393668, 3.5702106289835496e-09]",RECOVERY_TAKEOVER,0,"[-1.7344391478602006e-09, 0.0005799353821203113, 3.5702105716239885e-09]",1.495461956696036,RETURN,"[2.1848000543566957, 0.5506902322689591, 0.9999999971895768]",2.2919283582757335,,"[-0.2160000048311758, -0.0009328203849617975, 1.4038945149355338e-10]",,,
,1,,,,0.9999103971123441,0.999910397112344,1.742332520053864,2.5994975891988825,26.05868947269923,765,3,138,"[-3.1725020388506714e-10, 0.0006157162699874818, 2.61387799538185e-09]",RECOVERY_TAKEOVER,0,"[-3.172501983339515e-10, 0.0006157162715680897, 2.613878002932779e-09]",1.495461956696036,RETURN,"[2.1416000533841153, 0.5505159825173664, 0.9999999972699322]",2.2780039603315627,,"[-0.21600000489462584, -0.0008096771309643011, 6.631650505699234e-10]",,,
,1,,,,0.9999947829890684,0.9999947829890683,1.6991467011851407,2.600145653065511,26.060396809224844,766,3,139,"[7.441601057589502e-10, 0.0006175654659836235, 1.8016367676655198e-09]",RECOVERY_TAKEOVER,0,"[7.441601224122962e-10, 0.0006175654707476497, 1.8016367286932677e-09]",1.495461956696036,RETURN,"[2.0984000524200734, 0.5503663984004933, 0.9999999974385979]",2.264079690601483,,"[-0.2160000047457938, -0.0006861640377675764, 1.0234924041030273e-09]",,,
,1,,,,0.9998031182444223,0.9998031182444242,1.6559623708332345,2.601486810884711,26.062104102546527,767,3,140,"[1.4998369990415478e-09, 0.0005942312523813672, 1.1285127246843058e-09]",RECOVERY_TAKEOVER,0,"[1.499837032348239e-09, 0.0005942312418483198, 1.128512727710529e-09]",1.495461956696036,RETURN,"[2.0552000515009117, 0.5502410502179874, 0.9999999976658667]",2.2501555872157244,,"[-0.2160000044458264, -0.0005673177872913029, 1.2491949490398884e-09]",,,
,1,,,,0.9993359495264845,0.9993359495264887,1.6127796029155903,2.6035212736527025,26.063811330287187,768,3,141,"[1.999044257905424e-09, 0.0005531946842204532, 5.852604024052953e-10]",RECOVERY_TAKEOVER,0,"[1.9990442634565397e-09, 0.0005531946662813425, 5.852603957023916e-10]",1.495461956696036,RETURN,"[2.0120000506517273, 0.5501386505542136, 0.9999999979274109]",2.2362316729521483,,"[-0.21600000404601755, -0.0004566788504472123, 1.3662470295209474e-09]",,,
,1,,,,0.9985944829683688,0.9985944829683514,1.5695984622489239,2.606249281159928,26.065518477367952,769,3,142,"[2.2884961425884143e-09, 0.0005006998364125153, 1.5984325901436527e-10]",RECOVERY_TAKEOVER,0,"[2.2884960593216874e-09, 0.0005006998544558883, 1.598432636251701e-10]",1.495461956696036,RETURN,"[1.9688000498882936, 0.5500573287808525, 0.9999999982038572]",2.222307958241876,,"[-0.2160000035883183, -0.0003565388831647092, 1.3982156813238204e-09]",,,
,1,,,,0.9975805763582627,0.9975805763582747,1.5264190106110265,2.609670875579314,26.067225534782924,770,3,143,"[2.411150967773778e-09, 0.000441825655578187, -1.6135916379743847e-10]",RECOVERY_TAKEOVER,0,"[2.4111510565916205e-09, 0.00044182565761730075, -1.6135916214299328e-10]",1.495461956696036,RETURN,"[1.925600049218853, 0.5499948575173311, 0.9999999984802731]",2.20838444389194,,"[-0.2160000031060881, -0.0002681737520490718, 1.3659438485643326e-09]",,,
,1,,,,0.9962967303908278,0.9962967303908327,1.4832413122250132,2.613785721377753,26.06893249844645,771,3,144,"[2.4054694125474893e-09, 0.00038058573553761884, -3.9259448811106207e-10]",RECOVERY_TAKEOVER,0,"[2.405469379240799e-09, 0.00038058572681620717, -3.925944846994156e-10]",1.495461956696036,RETURN,"[1.8824000486457446, 0.5499488344816321, 0.99999999874561]",2.194461123489335,,"[-0.21600000262499422, -0.00019205660494154805, 1.2874249509421203e-09]",,,
,1,,,,0.9947460771197824,0.9947460771197951,1.440065438779532,2.6185929679671087,26.070639368139837,772,3,145,"[2.3050464204033004e-09, 0.0003200447652860911, -5.480048950318342e-10]",RECOVERY_TAKEOVER,0,"[2.3050463759943796e-09, 0.0003200447536073625, -5.480049192208014e-10]",1.495461956696036,RETURN,"[1.8392000481668467, 0.5499168240559494, 0.9999999989921349]",2.180537985472881,,"[-0.21600000216398493, -0.00012804765188432983, 1.1778239719357535e-09]",,,
,1,,,,0.9929323649114439,0.9929323649114009,1.3968914741133567,2.624091150727156,26.072346146573633,773,3,146,"[2.138531451922887e-09, 0.0002624426566886681, -6.410884360186341e-10]",RECOVERY_TAKEOVER,0,"[2.138531352002815e-09, 0.00026244265609420836, -6.410884600960287e-10]",1.495461956696036,RETURN,"[1.7960000477768203, 0.5498964633787063, 0.9999999992148779]",2.1666150148761387,,"[-0.21600000173627865, -7.55591205465962e-05, 1.0496062847320267e-09]",,,
,1,,,,0.16722182426923315,0.16722182429223353,1.3538474308294046,2.630258799441495,26.074052838572946,774,3,147,"[0.006399954653969792, 0.00020931939005893304, -6.843267201632399e-10]",RECOVERY_TAKEOVER,0,"[0.006399954669177532, 0.00020931939070578665, -6.84326706412719e-10]",1.495461956696036,RETURN,"[1.752928046522644, 0.5498855379423983, 0.9999999994111127]",2.152692194756956,,"[-0.2147200108054847, -3.3695242534809587e-05, 9.127409406993788e-10]",,,
,1,,,,0.1543133420608413,0.1543133421166922,1.31188632237502,2.636927985796572,26.075765809379767,775,3,148,"[0.04767996860503455, 0.00016163539715052748, -6.889500446998932e-10]",RECOVERY_TAKEOVER,0,"[0.04767996817827225, 0.0001616353983990848, -6.889500636653167e-10]",1.495461956696036,RETURN,"[1.7109376437336477, 0.5498820316018342, 0.999999999579882]",2.1387631073849924,,"[-0.20518401708447778, -1.368163104704091e-06, 7.749509317594001e-10]",,,
,1,,,,0.16805392142897774,0.16805392151309234,1.2724054602980168,2.6437916504051926,26.077517754695663,776,3,149,"[0.0763199801846212, 0.00011988382651238768, -6.648132530046867e-10]",RECOVERY_TAKEOVER,0,"[0.07631997764110565, 0.00011988382902927697, -6.648132599984535e-10]",1.495461956696036,RETURN,"[1.6714272399204446, 0.5498841556457436, 0.9999999997215758]",2.1247941349566046,,"[-0.18992002104755354, 2.2608602197773446e-05, 6.419882811584628e-10]",,,
,1,,,,0.1820524947397611,0.182052494766291,1.2360505015077938,2.6506132503211433,26.079294723070728,777,3,150,"[0.08000000122325283, 8.419231117960626e-05, -6.20359421015697e-10]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 8.419231016887352e-05, -6.203594304921012e-10]",1.495461956696036,RETURN,"[1.635043235735399, 0.5498903612124066, 0.9999999998375663]",2.1108061564417713,,"[-0.17392002080290297, 3.94470644336947e-05, 5.179163969553234e-10]",,,
,1,,,,0.19494550492928464,0.19494550493717927,1.2028946573123827,2.657250787924924,26.081074738137485,778,3,151,"[0.08000000100006906, 5.4412897386229826e-05, -5.626492226067126e-10]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 5.441289613372646e-05, -5.626492050048171e-10]",1.495461956696036,RETURN,"[1.6018592315948197, 0.5498993388832412, 0.9999999999298965]",2.096829798737438,,"[-0.15792002060288918, 5.0329643910940666e-05, 4.053865524339809e-10]",,,
,1,,,,0.20665051912332622,0.20665051913348714,1.1729375762519996,2.6635870954232908,26.082854702424676,779,3,152,"[0.08000000079491032, 3.0199615283565305e-05, -4.974376948298522e-10]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 3.0199615139281377e-05, -4.974377021405019e-10]",1.495461956696036,RETURN,"[1.57187522749014, 0.549910008804329, 1.0000000000010252]",2.0828694749787386,,"[-0.1419200204439071, 5.636956696765373e-05, 3.0589901346801043e-10]",,,
