accepted,actor_loss,alpha,critic_loss_1,critic_loss_2,elapsed_seconds,energy,entropy,environment_step,episode_id,episode_step,fallback,fallback_reason,gradient_norm,mission_phase,q_value_exec,reward,zonotope_volume
1,,,,,0.002146534010535106,29.987985306280915,,1,0,1,0,,,OUTBOUND,,-0.029113669007318474,
1,,,,,0.004117229022085667,29.97589680729953,,2,0,2,0,,,OUTBOUND,,-0.014723551912349026,
1,,,,,0.005889666004804894,29.96385604947514,,3,0,3,0,,,OUTBOUND,,0.031403062395197356,
1,,,,,0.007747843017568812,29.951772398801808,,4,0,4,0,,,OUTBOUND,,0.054402720386521185,
1,,,,,0.009580233017913997,29.939651003730557,,5,0,5,0,,,OUTBOUND,,0.024029862295827736,
1,,,,,0.011543877015355974,29.927560132933216,,6,0,6,0,,,OUTBOUND,,0.016068030306062322,
1,,,,,0.013207760028308257,29.915486895594867,,7,0,7,0,,,OUTBOUND,,0.0485949011409156,
1,,,,,0.015300318016670644,29.903407598543165,,8,0,8,0,,,OUTBOUND,,0.06960738670077528,
1,,,,,0.016636393003864214,29.89131051709066,,9,0,9,0,,,OUTBOUND,,0.08005560826877142,
1,,,,,0.017730850027874112,29.879220832158705,,10,0,10,0,,,OUTBOUND,,0.06943643136644734,
1,,,,,0.018899283022619784,29.86714079690066,,11,0,11,0,,,OUTBOUND,,0.056952713601911564,
1,,,,,0.019964971026638523,29.85505180231166,,12,0,12,0,,,OUTBOUND,,0.04008176997608182,
1,,,,,0.020946903008734807,29.84292181640661,,13,0,13,0,,,OUTBOUND,,0.06197439311668498,
1,,,,,0.022167488001286983,29.830799109727902,,14,0,14,0,,,OUTBOUND,,0.09642141277598117,
1,,,,,0.023468423023587093,29.818675029539925,,15,0,15,0,,,OUTBOUND,,0.09097848531884163,
1,,,,,0.02483424000092782,29.806527443881627,,16,0,16,0,,,OUTBOUND,,0.048097875274118684,
1,,,,,0.027117629011627287,29.794366244296935,,17,0,17,0,,,OUTBOUND,,0.05211112576032905,
1,,,,,0.028751913021551445,29.782220705077194,,18,0,18,0,,,OUTBOUND,,0.11735385763292976,
1,,,,,0.030046790023334324,29.77007170833955,,19,0,19,0,,,OUTBOUND,,0.1305052244469949,
1,,,,,0.03132090100552887,29.757951576040796,,20,0,20,0,,,OUTBOUND,,0.08527136008545078,
1,,,,,0.03305429400643334,29.74582383906604,,21,0,21,0,,,OUTBOUND,,0.04108342508237585,
1,,,,,0.034023220010567456,29.733721988232624,,22,0,22,0,,,OUTBOUND,,0.007846639159287138,
1,,,,,0.035003965022042394,29.721603697003662,,23,0,23,0,,,OUTBOUND,,0.02976146290400191,
1,,,,,0.03591759302071296,29.70948139023086,,24,0,24,0,,,OUTBOUND,,0.0875706048635575,
1,,,,,0.037729814008343965,29.697353075645825,,25,0,25,0,,,OUTBOUND,,0.1394054029010532,
1,,,,,0.039442326000425965,29.685206104712332,,26,0,26,0,,,OUTBOUND,,0.18141388360500552,
1,,,,,0.040484994009602815,29.673041782207388,,27,0,27,0,,,OUTBOUND,,0.17620184661359287,
1,,,,,0.041555453004548326,29.66093998171772,,28,0,28,0,,,OUTBOUND,,0.1625727134712867,
1,,,,,0.04271835702820681,29.648822266075086,,29,0,29,0,,,OUTBOUND,,0.18261004119810295,
1,,,,,0.04371208802331239,29.636645604838982,,30,0,30,0,,,OUTBOUND,,0.16232757806708514,
1,,,,,0.04490226600319147,29.62445081123817,,31,0,31,0,,,OUTBOUND,,0.14071676112358272,
1,,,,,0.0459774770133663,29.612212666519348,,32,0,32,0,,,OUTBOUND,,0.17642739714581548,
1,,,,,0.04692139400867745,29.599902730059004,,33,0,33,0,,,OUTBOUND,,0.2356393596005185,
1,,,,,0.0478510050161276,29.587605051817132,,34,0,34,0,,,OUTBOUND,,0.26238398504762256,
1,,,,,0.048758138000266626,29.575273063496514,,35,0,35,0,,,OUTBOUND,,0.26306422100613075,
1,,,,,0.049822835018858314,29.562927410628873,,36,0,36,0,,,OUTBOUND,,0.2692295938287729,
1,,,,,0.05069870300940238,29.55053998743563,,37,0,37,0,,,OUTBOUND,,0.2889443588674208,
1,,,,,0.0516910340229515,29.538158902914763,,38,0,38,0,,,OUTBOUND,,0.34479070709444865,
1,,,,,0.05268317702575587,29.525839175784377,,39,0,39,0,,,OUTBOUND,,0.3620094495626476,
1,,,,,0.05371575601748191,29.51345527814721,,40,0,40,0,,,OUTBOUND,,0.38519595588166167,
1,,,,,0.054747867019614205,29.501126888241135,,41,0,41,0,,,OUTBOUND,,0.41929899073326654,
1,,,,,0.05571419800980948,29.488799398253168,,42,0,42,0,,,OUTBOUND,,0.39949163897681056,
1,,,,,0.05676180202863179,29.476469931613895,,43,0,43,0,,,OUTBOUND,,0.3457531041753841,
1,,,,,0.05771393602481112,29.464170299441406,,44,0,44,0,,,OUTBOUND,,0.3222486329064249,
1,,,,,0.06008569902041927,29.451870767124497,,45,0,45,0,,,OUTBOUND,,0.3211155034095242,
1,,,,,0.06165637000231072,29.439550894581537,,46,0,46,0,,,OUTBOUND,,0.32686208271123846,
1,,,,,0.06327195302583277,29.427195254498614,,47,0,47,0,,,OUTBOUND,,0.31312854720429356,
1,,,,,0.06477577600162476,29.414823792555143,,48,0,48,0,,,OUTBOUND,,0.2904836216930714,
1,,,,,0.06624230401939712,29.402423659130502,,49,0,49,0,,,FAILURE,,-19.67984527395631,
1,,,,,0.06894338002894074,29.98798279109399,,50,1,1,0,,,OUTBOUND,,-0.024032152510832534,
1,,,,,0.07056974701117724,29.97590488174072,,51,1,2,0,,,OUTBOUND,,-0.03456706808655352,
1,,,,,0.07201075501507148,29.96386339601387,,52,1,3,0,,,OUTBOUND,,-0.05030095459640489,
1,,,,,0.07353211400914006,29.951779707996494,,53,1,4,0,,,OUTBOUND,,-0.10586290976437332,
1,,,,,0.07483337100711651,29.939647505432013,,54,1,5,0,,,OUTBOUND,,-0.13915903846980957,
1,,,,,0.07586052300757729,29.92753477119456,,55,1,6,0,,,OUTBOUND,,-0.10371240266117071,
1,,,,,0.07675542801734991,29.91546312437322,,56,1,7,0,,,OUTBOUND,,-0.08220000589941728,
1,,,,,0.07785945100476965,29.90334502106985,,57,1,8,0,,,OUTBOUND,,-0.10200276790544469,
1,,,,,0.07904102702741511,29.89121676381159,,58,1,9,0,,,OUTBOUND,,-0.13568798380062183,
1,,,,,0.08022622700082138,29.879056397488963,,59,1,10,0,,,OUTBOUND,,-0.14914009065692688,
1,,,,,0.08128546801162884,29.8668655682156,,60,1,11,0,,,OUTBOUND,,-0.1213344621770348,
1,,,,,0.08278925501508638,29.85468829819863,,61,1,12,0,,,OUTBOUND,,-0.13194388040553243,
1,,,,,0.08423049101838842,29.84249421925635,,62,1,13,0,,,OUTBOUND,,-0.149928922826408,
1,,,,,0.0855378000123892,29.83030323506823,,63,1,14,0,,,OUTBOUND,,-0.11202097948259969,
1,,,,,0.08709583000745624,29.818122466221052,,64,1,15,0,,,OUTBOUND,,-0.1068105131818558,
1,,,,,0.08854511100798845,29.805933486848584,,65,1,16,0,,,OUTBOUND,,-0.1597949562159337,
1,,,,,0.08984103502007201,29.793691579260535,,66,1,17,0,,,OUTBOUND,,-0.2247873174690936,
1,,,,,0.09129290701821446,29.781402882679053,,67,1,18,0,,,OUTBOUND,,-0.2694575188672304,
1,,,,,0.09220669500064105,29.769104622370413,,68,1,19,0,,,OUTBOUND,,-0.25915204641567113,
1,,,,,0.09312698600115255,29.756862321919066,,69,1,20,0,,,OUTBOUND,,-0.23662425517041752,
1,,,,,0.09398017602507025,29.744589366111057,,70,1,21,0,,,OUTBOUND,,-0.22197280936578728,
1,,,,,0.09510771100758575,29.732344613722674,,71,1,22,0,,,OUTBOUND,,-0.20733442951013553,
1,,,,,0.09600716800196096,29.72012012829369,,72,1,23,0,,,OUTBOUND,,-0.23876427175855866,
1,,,,,0.09687617601593956,29.70785943393567,,73,1,24,0,,,OUTBOUND,,-0.2876142342925782,
1,,,,,0.09772709300159477,29.695544113871794,,74,1,25,0,,,OUTBOUND,,-0.28487487177081744,
1,,,,,0.0987230300088413,29.683235570461427,,75,1,26,0,,,OUTBOUND,,-0.28230840780535815,
1,,,,,0.09961072000442073,29.670960738863272,,76,1,27,0,,,OUTBOUND,,-0.3017417704151936,
1,,,,,0.10058090902748518,29.658682660801993,,77,1,28,0,,,OUTBOUND,,-0.3249804492628263,
1,,,,,0.10140974901150912,29.646379206352925,,78,1,29,0,,,OUTBOUND,,-0.342580846266302,
1,,,,,0.10225105000426993,29.63404758823748,,79,1,30,0,,,OUTBOUND,,-0.32298215722650814,
1,,,,,0.10312285600230098,29.621766861784472,,80,1,31,0,,,OUTBOUND,,-0.3165709165337385,
1,,,,,0.10395892901578918,29.609422812780956,,81,1,32,0,,,OUTBOUND,,-0.2901483879621724,
1,,,,,0.10482411802513525,29.59715537409581,,82,1,33,0,,,OUTBOUND,,-0.23160114770619902,
1,,,,,0.10561829200014472,29.584891488000977,,83,1,34,0,,,OUTBOUND,,-0.19205938833051062,
1,,,,,0.10642834400641732,29.572673133991607,,84,1,35,0,,,OUTBOUND,,-0.19221534174416674,
1,,,,,0.1075059850118123,29.56040298363504,,85,1,36,0,,,OUTBOUND,,-0.2146415971202134,
1,,,,,0.1085174530162476,29.548125340881647,,86,1,37,0,,,FAILURE,,-30.19218890710527,
1,,,,,0.11040897300699726,29.98798124280588,,87,2,1,0,,,OUTBOUND,,0.004050498813758216,
1,,,,,0.11134429002413526,29.975918414705067,,88,2,2,0,,,OUTBOUND,,0.042679758487208834,
1,,,,,0.11224958801176399,29.96386985776415,,89,2,3,0,,,OUTBOUND,,0.06512046318218453,
1,,,,,0.11314573101117276,29.951796848090545,,90,2,4,0,,,OUTBOUND,,0.06674973705562744,
1,,,,,0.11409992002882063,29.939690715034956,,91,2,5,0,,,OUTBOUND,,0.08779528647632309,
1,,,,,0.11520516200107522,29.927567724159985,,92,2,6,0,,,OUTBOUND,,0.12159437369606868,
1,,,,,0.11628732102690265,29.91545443826439,,93,2,7,0,,,OUTBOUND,,0.12402674873383616,
1,,,,,0.11788386802072637,29.90332439223021,,94,2,8,0,,,OUTBOUND,,0.09778604786834673,
1,,,,,0.11964681901736185,29.89115694939493,,95,2,9,0,,,OUTBOUND,,0.0724036682303952,
1,,,,,0.12125603400636464,29.878962840346365,,96,2,10,0,,,OUTBOUND,,0.03913010675871193,
1,,,,,0.12297247900278307,29.866750765648334,,97,2,11,0,,,OUTBOUND,,-0.010994098681482628,
1,,,,,0.12463177100289613,29.854564896986204,,98,2,12,0,,,OUTBOUND,,-0.031410978517728456,
1,,,,,0.1263018340105191,29.84243211046581,,99,2,13,0,,,OUTBOUND,,-0.014245926214650371,
1,,,,,0.1279099260282237,29.830284579725706,,100,2,14,0,,,OUTBOUND,,-0.007617167682216996,
1,,,,,0.12948279501870275,29.81808694662811,,101,2,15,0,,,OUTBOUND,,-0.01568802499831185,
1,,,,,0.13110606200643815,29.805887041010877,,102,2,16,0,,,OUTBOUND,,-0.026244077160467123,
1,,,,,0.13278111902764067,29.793646467536146,,103,2,17,0,,,OUTBOUND,,-0.012384268179390874,
1,,,,,0.1343842660135124,29.781367073860167,,104,2,18,0,,,OUTBOUND,,-0.013728187560491042,
1,,,,,0.13604471000144258,29.769133836737627,,105,2,19,0,,,OUTBOUND,,-0.04583612912206792,
1,,,,,0.13765564301866107,29.75686704352942,,106,2,20,0,,,OUTBOUND,,-0.034777431682870834,
1,,,,,0.13935425502131693,29.744614114497736,,107,2,21,0,,,OUTBOUND,,0.022315063856122485,
1,,,,,0.1409929860092234,29.73235981830961,,108,2,22,0,,,OUTBOUND,,0.07898894408338682,
