collision,energy_depleted,episode_length,episode_return,evaluation_episode,return_success,task_success,termination_reason
0,0,157,26.066843357642757,0,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,1,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,2,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,3,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,4,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,5,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,6,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,7,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,8,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,9,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,10,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,11,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,12,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,13,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,14,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,15,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,16,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,17,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,18,1,0,PREMATURE_TERMINAL
0,0,157,26.066843357642757,19,1,0,PREMATURE_TERMINAL
