collision,energy_depleted,episode_id,episode_length,episode_return,outbound_path_length,return_path_length,return_success,task_success,terminal_energy,timeout,total_path_length
0,0,0,62,-4.2893828030009855,2.842109763703964,0.0,0,0,29.238252348949178,0,2.842109763703964
0,0,1,61,-4.148686357562532,2.8300043014565586,0.0,0,0,29.25024666543398,0,2.8300043014565586
0,0,2,60,-4.110313841959638,2.8095785589039672,0.0,0,0,29.262518079393185,0,2.8095785589039672
0,0,3,61,-4.072523777932488,2.8100222089781997,0.0,0,0,29.250612213953566,0,2.8100222089781997
0,0,4,63,-4.223393715509695,2.8287133085541254,0.0,0,0,29.226314332123184,0,2.8287133085541254
0,0,5,62,-4.110590189456368,2.8196431911322697,0.0,0,0,29.238467118512276,0,2.8196431911322697
0,0,6,61,-4.1489665446595065,2.8213967441271284,0.0,0,0,29.250314884101307,0,2.8213967441271284
0,0,7,62,-4.086617834929542,2.800617963109205,0.0,0,0,29.2386196110395,0,2.800617963109205
0,0,8,61,-4.098097480531042,2.8233952165679845,0.0,0,0,29.25027578380982,0,2.8233952165679845
0,0,9,62,-4.234525373571299,2.8324052693535102,0.0,0,0,29.238282672544916,0,2.8324052693535102
0,0,10,60,-4.147880832908251,2.827303432889914,0.0,0,0,29.262407567349474,0,2.827303432889914
0,0,11,60,-4.211978220174672,2.8324170175431744,0.0,0,0,29.262436976419824,0,2.8324170175431744
0,0,12,61,-4.100532180590545,2.8205053782414753,0.0,0,0,29.250472839712252,0,2.8205053782414753
0,0,13,61,-4.128548841571433,2.820923033388102,0.0,0,0,29.25043388850877,0,2.820923033388102
0,0,14,61,-4.043100692108951,2.813552290836686,0.0,0,0,29.250468404356116,0,2.813552290836686
0,0,15,64,-4.151111294636089,2.8284295239635076,0.0,0,0,29.214529293182675,0,2.8284295239635076
0,0,16,62,-4.210361540346264,2.8483603505967743,0.0,0,0,29.238108808009798,0,2.8483603505967743
0,0,17,63,-4.598984436849375,2.891509529047814,0.0,0,0,29.22595382152848,0,2.891509529047814
0,0,18,60,-4.100261727363023,2.8099946503531386,0.0,0,0,29.26234351369473,0,2.8099946503531386
0,0,19,61,-4.191741415931978,2.8224669233654494,0.0,0,0,29.25046277249074,0,2.8224669233654494
0,0,20,63,-4.094418163914343,2.8363385914166828,0.0,0,0,29.226428826562582,0,2.8363385914166828
0,0,21,61,-3.9337705171208577,2.830529826865934,0.0,0,0,29.250206608842902,0,2.830529826865934
0,0,22,61,-4.07515006828396,2.8137309017420846,0.0,0,0,29.250398323738775,0,2.8137309017420846
0,0,23,63,-4.201337688042214,2.8351679797381446,0.0,0,0,29.226393386673134,0,2.8351679797381446
0,0,24,60,-4.034502162371979,2.830628554448566,0.0,0,0,29.262254708377363,0,2.830628554448566
0,0,25,61,-4.056458082381127,2.810431561206519,0.0,0,0,29.250439388205987,0,2.810431561206519
0,0,26,61,-4.080536504168817,2.810865809426095,0.0,0,0,29.250596803702727,0,2.810865809426095
0,0,27,61,-4.1032991634643405,2.8202818632998037,0.0,0,0,29.250248628998992,0,2.8202818632998037
0,0,28,60,-4.115542836556583,2.8279006629257495,0.0,0,0,29.262390173170047,0,2.8279006629257495
0,0,29,60,-4.063332368426725,2.807564418871261,0.0,0,0,29.262595914184203,0,2.807564418871261
0,0,30,60,-4.141407309098573,2.8189572974894883,0.0,0,0,29.262521173104897,0,2.8189572974894883
0,0,31,63,-4.279561987004163,2.835080939687605,0.0,0,0,29.226146602885265,0,2.835080939687605
