collision,energy_depleted,episode_length,episode_return,evaluation_episode,return_success,task_success,termination_reason
1,0,46,-4.3311992175735075,0,0,0,COLLISION
1,0,46,-4.3311992175735075,1,0,0,COLLISION
1,0,46,-4.3311992175735075,2,0,0,COLLISION
1,0,46,-4.3311992175735075,3,0,0,COLLISION
1,0,46,-4.3311992175735075,4,0,0,COLLISION
1,0,46,-4.3311992175735075,5,0,0,COLLISION
1,0,46,-4.3311992175735075,6,0,0,COLLISION
1,0,46,-4.3311992175735075,7,0,0,COLLISION
1,0,46,-4.3311992175735075,8,0,0,COLLISION
1,0,46,-4.3311992175735075,9,0,0,COLLISION
1,0,46,-4.3311992175735075,10,0,0,COLLISION
1,0,46,-4.3311992175735075,11,0,0,COLLISION
1,0,46,-4.3311992175735075,12,0,0,COLLISION
1,0,46,-4.3311992175735075,13,0,0,COLLISION
1,0,46,-4.3311992175735075,14,0,0,COLLISION
1,0,46,-4.3311992175735075,15,0,0,COLLISION
1,0,46,-4.3311992175735075,16,0,0,COLLISION
1,0,46,-4.3311992175735075,17,0,0,COLLISION
1,0,46,-4.3311992175735075,18,0,0,COLLISION
1,0,46,-4.3311992175735075,19,0,0,COLLISION
