collision,energy_depleted,episode_length,episode_return,evaluation_episode,mean_center_norm,mean_residual_norm,mean_residual_to_center_ratio,metric_source,minimum_distance_to_task,mission_completion_steps,outbound_fallback_rate,outbound_intervention_rate,outbound_path_length,return_fallback_rate,return_handoff_rate,return_path_length,return_success,task_success,terminal_energy,termination_reason,total_energy_consumed,total_path_length
0,0,226,81.94750688363435,0,0.05940615366710988,0.006474157120540159,0.5071580000651797,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.003910189451866124,226,0.0,0.0,0.617696765020568,1.0,1.0,4.216136949975207,1,1,27.262660886785543,TASK_AND_RETURN_SUCCESS,2.737339113214457,4.833833714995774
0,0,226,81.94750688363435,1,0.0571593736257547,0.006556507755557666,0.5896072540535853,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.004109716225679898,226,0.0,0.0,0.6186904318553607,1.0,1.0,4.214733723811133,1,1,27.262664830796094,TASK_AND_RETURN_SUCCESS,2.737335169203906,4.833424155666491
0,0,226,81.94750688363435,2,0.05726621743019189,0.006871307165622484,0.4301062662729708,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.002885335655705213,226,0.0,0.0,0.6189953303556678,1.0,1.0,4.215299175775122,1,1,27.262659090265327,TASK_AND_RETURN_SUCCESS,2.737340909734673,4.8342945061307905
0,0,226,81.94750688363435,3,0.058218065975669295,0.0062469273890363415,0.6336651350638575,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.0031370654910763936,226,0.0,0.0,0.6176237301000339,1.0,1.0,4.2169051111480655,1,1,27.26266356284554,TASK_AND_RETURN_SUCCESS,2.737336437154461,4.834528841248103
0,0,226,81.94750688363435,4,0.05965381743492219,0.006322132162445832,0.36136488126541455,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.0044850594838417605,226,0.0,0.0,0.6158320354344318,1.0,1.0,4.218149585204712,1,1,27.26264762232481,TASK_AND_RETURN_SUCCESS,2.7373523776751902,4.833981620639143
0,0,226,81.94750688363435,5,0.05932151140112391,0.005960489730834196,0.451895975689127,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.002580474202147405,226,0.0,0.0,0.619099539619587,1.0,1.0,4.215451253844812,1,1,27.26265664997997,TASK_AND_RETURN_SUCCESS,2.73734335002003,4.834550793464402
0,0,226,81.94750688363435,6,0.060327376193564014,0.006397539095096113,0.4541976121340131,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.0041470812776205,226,0.0,0.0,0.6158425373419629,1.0,1.0,4.218277975837623,1,1,27.262654927285254,TASK_AND_RETURN_SUCCESS,2.7373450727147457,4.834120513179586
0,0,226,81.94750688363435,7,0.056625680768402874,0.006073881954886989,0.6760700082878297,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.0027828576357827512,226,0.0,0.0,0.6190252097386394,1.0,1.0,4.215643328049822,1,1,27.26264908807901,TASK_AND_RETURN_SUCCESS,2.7373509119209913,4.834668537788463
0,0,226,81.94750688363435,8,0.05947833413758041,0.0059096510116263875,0.500984113516777,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.004792343657785358,226,0.0,0.0,0.6158792908340883,1.0,1.0,4.217579974340652,1,1,27.262666853929876,TASK_AND_RETURN_SUCCESS,2.7373331460701245,4.833459265174737
0,0,226,81.94750688363435,9,0.058198551394772216,0.0068374128685626135,0.6212625527727625,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.004924540819973297,226,0.0,0.0,0.6155752274230502,1.0,1.0,4.218015509421552,1,1,27.262649918041696,TASK_AND_RETURN_SUCCESS,2.7373500819583043,4.833590736844602
0,0,226,81.94750688363435,10,0.0587091424905465,0.006208597986345157,0.6890514025221524,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.0031025217390182815,226,0.0,0.0,0.6176395894140547,1.0,1.0,4.2168749876915035,1,1,27.262665595218547,TASK_AND_RETURN_SUCCESS,2.7373344047814534,4.834514577105561
0,0,226,81.94750688363435,11,0.058742994959695115,0.006440561761425865,0.5842513011929145,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.005323265411488575,226,0.0,0.0,0.6152368973400767,1.0,1.0,4.2179602225019295,1,1,27.262670845595196,TASK_AND_RETURN_SUCCESS,2.7373291544048044,4.8331971198420085
