collision,energy_depleted,episode_id,episode_length,episode_return,fraction_steps_progressing_to_task,mean_cos_center_goal,mean_cos_exec_goal,minimum_distance_to_task,outbound_acceptance_rate,outbound_fallback_rate,outbound_path_length,return_acceptance_rate,return_fallback_rate,return_path_length,return_success,task_success,terminal_energy,termination_reason,timeout,total_path_length
1,0,0,21,-14.938516403082527,0.0,0.0,-0.07264754687721288,0.8019010933618053,1.0,0.0,0.5425494897519662,0.0,1.0,0.0,0,0,29.74368505092123,COLLISION,0,0.5425494897519662
1,0,1,39,-14.871827462393991,0.38461538461538464,0.0,-0.16639538912787435,0.7173134588650903,1.0,0.0,0.9486993808997868,0.0,1.0,0.0,0,0,29.524452648824045,COLLISION,0,0.9486993808997868
1,0,2,42,-15.504575028237536,0.047619047619047616,0.0,-0.0503881977419184,0.8024482328201957,1.0,0.0,0.9352565997901596,0.0,1.0,0.0,0,0,29.488408416818643,COLLISION,0,0.9352565997901596
1,0,3,27,-15.314920691197827,0.0,0.0,-0.12816659587559645,0.8019398455297249,1.0,0.0,0.6015833729338932,0.0,1.0,0.0,0,0,29.670672435995705,COLLISION,0,0.6015833729338932
1,0,4,34,-15.872432134129978,0.17647058823529413,0.0,-0.10883232515889206,0.7770149256315524,1.0,0.0,0.7308178748568833,0.0,1.0,0.0,0,0,29.58596333026207,COLLISION,0,0.7308178748568833
1,0,5,48,-15.312463852402342,0.0,0.0,-0.035653966689019455,0.8009474700237093,1.0,0.0,0.7035056159961776,0.0,1.0,0.0,0,0,29.417670385229016,COLLISION,0,0.7035056159961776
0,0,6,66,-2.7189432880709408,0.3333333333333333,0.0,0.06275803906552005,0.799511076814507,1.0,0.0,1.3203045499600872,0.0,1.0,0.0,0,0,29.19638696625953,VELOCITY_LIMIT,0,1.3203045499600872
1,0,7,27,-15.66067132170421,0.0,0.0,-0.16560508311110916,0.8005985824590963,1.0,0.0,0.6545724044767177,0.0,1.0,0.0,0,0,29.670459636811355,COLLISION,0,0.6545724044767177
0,0,8,43,-2.572770259023783,0.11627906976744186,0.0,-0.012641144354751806,0.7817152061125946,1.0,0.0,0.6671456788857613,0.0,1.0,0.0,0,0,29.478366155829246,VELOCITY_LIMIT,0,0.6671456788857613
0,0,9,94,-3.2856744187155247,0.3404255319148936,0.0,0.10050106385671444,0.3038616953847136,1.0,0.0,2.6949854276097716,0.0,1.0,0.0,0,0,28.850592634782704,VELOCITY_LIMIT,0,2.6949854276097716
1,0,10,61,-16.226966892426848,0.3442622950819672,0.0,-0.13826615250547,0.6853851918325964,1.0,0.0,1.1713849711054751,0.0,1.0,0.0,0,0,29.25737542655389,COLLISION,0,1.1713849711054751
1,0,11,56,-19.009856819915136,0.17857142857142858,0.0,-0.08671007180688046,0.7708793999802058,1.0,0.0,1.3066462436791002,0.0,1.0,0.0,0,0,29.31778931391641,COLLISION,0,1.3066462436791002
1,0,12,24,-15.01418317710738,0.0,0.0,-0.11466165227965881,0.8030346651866935,1.0,0.0,0.5478884045538818,0.0,1.0,0.0,0,0,29.707706994709177,COLLISION,0,0.5478884045538818
