accepted,accepted_batch_count,accepted_batch_fraction,actor_gradient_norm,actor_loss,actor_status,alpha,alpha_loss,critic_gradient_norm,critic_loss_1,critic_loss_2,elapsed_seconds,energy,environment_step,episode_id,episode_step,fallback,fallback_batch_count,fallback_reason,fallback_target_count,generator_target_count,mean_log_det_G,mean_log_prob,mean_tanh_log_jacobian,mission_phase,q_value_exec,reward,zonotope_volume
1,,,,,,,,,,,0.01859926202450879,5.487991666231301,1,0,1,0,,,,,,,,OUTBOUND,,0.0060983133094793,0.004607999697327614
1,,,,,,,,,,,0.032428972015623,5.475946764663629,2,0,2,0,,,,,,,,OUTBOUND,,0.038763923454494795,0.004607999697327614
1,,,,,,,,,,,0.14758367501781322,5.463888968472748,3,0,3,0,,,,,,,,OUTBOUND,,0.06603249935604427,0.004607999697327614
1,,,,,,,,,,,0.1607927209988702,5.451810847122164,4,0,4,0,,,,,,,,OUTBOUND,,0.07519570373500523,0.004607999697327614
1,,,,,,,,,,,0.17438296900945716,5.439734333044787,5,0,5,0,,,,,,,,OUTBOUND,,0.0673553031690004,0.004607999697327614
1,,,,,,,,,,,0.1895495660137385,5.427654763610205,6,0,6,0,,,,,,,,OUTBOUND,,0.06024964312127983,0.004607999697327614
1,,,,,,,,,,,0.2927630960184615,5.415591401234406,7,0,7,0,,,,,,,,OUTBOUND,,0.05129123843148457,0.004607999697327614
1,,,,,,,,,,,0.3078920410189312,5.403517454441896,8,0,8,0,,,,,,,,OUTBOUND,,0.061629655467807215,0.004607999697327614
1,,,,,,,,,,,0.32335337600670755,5.3913960587040695,9,0,9,0,,,,,,,,OUTBOUND,,0.05358983163570623,0.004607999697327614
1,,,,,,,,,,,0.3377428940148093,5.379306442265501,10,0,10,0,,,,,,,,OUTBOUND,,0.02916593824002603,0.004607999697327614
1,,,,,,,,,,,0.35127172200009227,5.367177955819624,11,0,11,0,,,,,,,,OUTBOUND,,0.012135867808703094,0.004607999697327614
1,,,,,,,,,,,0.363748571020551,5.3551077513796725,12,0,12,0,,,,,,,,OUTBOUND,,0.00821482104067284,0.004607999697327614
1,,,,,,,,,,,0.3796450170048047,5.343049301924705,13,0,13,0,,,,,,,,OUTBOUND,,-0.0007092308505153384,0.004607999697327614
1,,,,,,,,,,,0.4977482450194657,5.330998040736412,14,0,14,0,,,,,,,,OUTBOUND,,-0.04444951886883861,0.004607999697327614
1,,,,,,,,,,,0.5132931540138088,5.318940158033131,15,0,15,0,,,,,,,,OUTBOUND,,-0.08038715146088975,0.004607999697327614
1,,,,,,,,,,,0.5261926390230656,5.306872113596443,16,0,16,0,,,,,,,,OUTBOUND,,-0.09355790819587073,0.004607999697327614
1,,,,,,,,,,,0.5426795040257275,5.29480135831813,17,0,17,0,,,,,,,,OUTBOUND,,-0.06996912750238056,0.004607999697327614
1,,,,,,,,,,,0.5609556670242455,5.282761529852176,18,0,18,0,,,,,,,,OUTBOUND,,-0.03549368364292176,0.004607999697327614
0,,,,,,,,,,,0.6642677060153801,5.270704281493336,19,0,19,1,,STALE_OR_INCOMPLETE_BUNDLE,,,,,,OUTBOUND,,-0.032483693150105984,0.004607999697327614
1,,,,,,,,,,,0.6804181150218938,5.258623750201223,20,0,20,0,,,,,,,,OUTBOUND,,-0.06398290361987821,0.004607999697327614
1,,,,,,,,,,,0.6960457340173889,5.246530798866056,21,0,21,0,,,,,,,,OUTBOUND,,-0.07602414413367922,0.004607999697327614
1,,,,,,,,,,,0.7147979350120295,5.234438651980871,22,0,22,0,,,,,,,,OUTBOUND,,-0.06549885950408668,0.004607999697327614
1,,,,,,,,,,,0.7276014020026196,5.22233116228504,23,0,23,0,,,,,,,,OUTBOUND,,-0.04659938558613137,0.004607999697327614
1,,,,,,,,,,,0.8434696650074329,5.210239509959196,24,0,24,0,,,,,,,,OUTBOUND,,-0.009375568375898832,0.004607999697327614
1,,,,,,,,,,,0.8570899160113186,5.198138012399453,25,0,25,0,,,,,,,,OUTBOUND,,0.021657172446352835,0.004607999697327614
1,,,,,,,,,,,0.8691042290010955,5.1860081703920855,26,0,26,0,,,,,,,,OUTBOUND,,0.02553345368785167,0.004607999697327614
1,,,,,,,,,,,0.8818914169969503,5.173911357016148,27,0,27,0,,,,,,,,OUTBOUND,,0.007756002860860886,0.004607999697327614
1,,,,,,,,,,,0.8956295300158672,5.161820998409932,28,0,28,0,,,,,,,,OUTBOUND,,-0.02524365346545593,0.004607999697327614
1,,,,,,,,,,,0.9073907230049372,5.14973585272255,29,0,29,0,,,,,,,,OUTBOUND,,-0.02807160062498239,0.004607999697327614
1,,,,,,,,,,,1.031819916999666,5.1376822892930605,30,0,30,0,,,,,,,,OUTBOUND,,-0.00013195075603496568,0.004607999697327614
1,,,,,,,,,,,1.044541659008246,5.125619158025995,31,0,31,0,,,,,,,,OUTBOUND,,0.018771085427660653,0.004607999697327614
1,,,,,,,,,,,1.059905462025199,5.113564136270511,32,0,32,0,,,,,,,,OUTBOUND,,0.04343951962239147,0.004607999697327614
1,,,,,,,,,,,1.0730427880189382,5.101490715656748,33,0,33,0,,,,,,,,OUTBOUND,,0.05618526466387225,0.004607999697327614
1,,,,,,,,,,,1.0887036170170177,5.089401691900258,34,0,34,0,,,,,,,,OUTBOUND,,0.040771302058821846,0.004607999697327614
0,,,,,,,,,,,1.1946028880192898,5.077304959438731,35,0,35,1,,WATCHDOG_DEADLINE,,,,,,OUTBOUND,,0.0014490245738371546,0.004607999697327614
1,,,,,,,,,,,1.2079127430042718,5.065242689449218,36,0,36,0,,,,,,,,OUTBOUND,,-0.03936951113175826,0.004607999697327614
1,,,,,,,,,,,1.2205238809983712,5.053169434599098,37,0,37,0,,,,,,,,OUTBOUND,,-0.04925981198821516,0.004607999697327614
1,,,,,,,,,,,1.2379422680241987,5.041127177635685,38,0,38,0,,,,,,,,OUTBOUND,,-0.04719854052613685,0.004607999697327614
1,,,,,,,,,,,1.2542851030011661,5.029087921913158,39,0,39,0,,,,,,,,OUTBOUND,,-0.04835468659623541,0.004607999697327614
1,,,,,,,,,,,1.358282137021888,5.017034379153139,40,0,40,0,,,,,,,,OUTBOUND,,-0.0611327683364882,0.004607999697327614
1,,,,,,,,,,,1.3702988040167838,5.004947316042147,41,0,41,0,,,,,,,,OUTBOUND,,-0.08950744070512032,0.004607999697327614
1,,,,,,,,,,,1.3819926300202496,4.992812938482483,42,0,42,0,,,,,,,,OUTBOUND,,-0.07699534938920853,0.004607999697327614
1,,,,,,,,,,,1.39593634501216,4.9806918232395585,43,0,43,0,,,,,,,,OUTBOUND,,-0.04266560671149466,0.004607999697327614
1,,,,,,,,,,,1.4108094060211442,4.968615837556734,44,0,44,0,,,,,,,,OUTBOUND,,-0.045007906714482175,0.004607999697327614
1,,,,,,,,,,,1.4268982540233992,4.956552459636713,45,0,45,0,,,,,,,,OUTBOUND,,-0.04965522082535297,0.004607999697327614
1,,,,,,,,,,,1.5486032310000155,4.9445017226514745,46,0,46,0,,,,,,,,OUTBOUND,,-0.05560779190437683,0.004607999697327614
1,,,,,,,,,,,1.5660941220121458,4.932425056877748,47,0,47,0,,,,,,,,OUTBOUND,,-0.08484450866310983,0.004607999697327614
1,,,,,,,,,,,1.5823248170199804,4.92032270164569,48,0,48,0,,,,,,,,RETURN,,-0.006025306652288395,0.004607999697327614
1,,,,,,,,,,,1.5975266600144096,4.908237064630753,49,0,49,0,,,,,,,,RETURN,,-0.03954365571097074,0.004607999697327614
1,,,,,,,,,,,1.6107042160001583,4.89613276949556,50,0,50,0,,,,,,,,RETURN,,-0.05982789356705472,0.004607999697327614
0,,,,,,,,,,,1.723649663006654,4.883985617097427,51,0,51,1,,WATCHDOG_DEADLINE,,,,,,RETURN,,-0.03232001604699684,0.004607999697327614
1,,,,,,,,,,,1.73763853602577,4.871918280144118,52,0,52,0,,,,,,,,RETURN,,0.02139960726458328,0.004607999697327614
1,,,,,,,,,,,1.7506024180038366,4.859834796509581,53,0,53,0,,,,,,,,RETURN,,0.05653327806707169,0.004607999697327614
1,,,,,,,,,,,1.764157748024445,4.847733011117841,54,0,54,0,,,,,,,,RETURN,,0.07258390554802206,0.004607999697327614
1,,,,,,,,,,,1.7789713940001093,4.835654971211615,55,0,55,0,,,,,,,,RETURN,,0.08218916398077805,0.004607999697327614
1,,,,,,,,,,,1.9020177730126306,4.823561901345815,56,0,56,0,,,,,,,,RETURN,,0.0776970605726171,0.004607999697327614
1,,,,,,,,,,,1.9144881490210537,4.811488165730184,57,0,57,0,,,,,,,,RETURN,,0.07237174574436618,0.004607999697327614
1,,,,,,,,,,,1.9274288860033266,4.7994102278222,58,0,58,0,,,,,,,,RETURN,,0.07831464002895518,0.004607999697327614
1,,,,,,,,,,,1.94152879100875,4.787324984229363,59,0,59,0,,,,,,,,RETURN,,0.09351034734030454,0.004607999697327614
1,,,,,,,,,,,1.9575126490090042,4.775204938769766,60,0,60,0,,,,,,,,RETURN,,0.13065555344054391,0.004607999697327614
1,,,,,,,,,,,1.9751078929984942,4.763069539201419,61,0,61,0,,,,,,,,RETURN,,0.1323303937084963,0.004607999697327614
1,,,,,,,,,,,2.082347636023769,4.750923630562357,62,0,62,0,,,,,,,,RETURN,,0.08932140676853562,0.004607999697327614
1,,,,,,,,,,,2.096236202021828,4.738802996621982,63,0,63,0,,,,,,,,RETURN,,0.07467043663386827,0.004607999697327614
1,,,,,,,,,,,2.109060299000703,4.726661808916468,64,0,64,0,,,,,,,,RETURN,,0.08149426072766612,0.004607999697327614
1,,,,,,,,,,,2.122271810017992,4.7145283269905125,65,0,65,0,,,,,,,,RETURN,,0.05557883213410678,0.004607999697327614
1,,,,,,,,,,,2.137452123017283,4.702449718510395,66,0,66,0,,,,,,,,RETURN,,0.05656216472842266,0.004607999697327614
0,,,,,,,,,,,2.2417732489993796,4.690307130524765,67,0,67,1,,WATCHDOG_DEADLINE,,,,,,RETURN,,0.11450029122670925,0.004607999697327614
1,,,,,,,,,,,2.2564145140058827,4.678175423748056,68,0,68,0,,,,,,,,RETURN,,0.12521280886995123,0.004607999697327614
1,,,,,,,,,,,2.2726183450140525,4.666111649213586,69,0,69,0,,,,,,,,RETURN,,0.10946501724971777,0.004607999697327614
1,,,,,,,,,,,2.2926548329996876,4.654017773750129,70,0,70,0,,,,,,,,RETURN,,0.0943906385975986,0.004607999697327614
1,,,,,,,,,,,2.305987329018535,4.641946788783286,71,0,71,0,,,,,,,,RETURN,,0.05547611081826627,0.004607999697327614
1,,,,,,,,,,,2.420764942013193,4.629878856114641,72,0,72,0,,,,,,,,RETURN,,0.052819190330883586,0.004607999697327614
1,,,,,,,,,,,2.432682888000272,4.617794160460244,73,0,73,0,,,,,,,,RETURN,,0.07094532996187893,0.004607999697327614
1,,,,,,,,,,,2.446745772002032,4.6056964077874945,74,0,74,0,,,,,,,,RETURN,,0.07545988784266931,0.004607999697327614
1,,,,,,,,,,,2.4612188190221786,4.593603656897753,75,0,75,0,,,,,,,,RETURN,,0.07711206761651064,0.004607999697327614
1,,,,,,,,,,,2.4739806670113467,4.581490265620564,76,0,76,0,,,,,,,,RETURN,,0.09140109118059707,0.004607999697327614
1,,,,,,,,,,,2.4875393340189476,4.569353838795674,77,0,77,0,,,,,,,,RETURN,,0.11726979788834263,0.004607999697327614
1,,,,,,,,,,,2.6068930570036173,4.5571963895936,78,0,78,0,,,,,,,,RETURN,,0.11980611136905243,0.004607999697327614
1,,,,,,,,,,,2.620654557016678,4.545037587584432,79,0,79,0,,,,,,,,RETURN,,0.09238057516625929,0.004607999697327614
1,,,,,,,,,,,2.6331499950028956,4.532890505016641,80,0,80,0,,,,,,,,RETURN,,0.05993386248047363,0.004607999697327614
1,,,,,,,,,,,2.6483267370203976,4.520756021526157,81,0,81,0,,,,,,,,RETURN,,0.03664567338098707,0.004607999697327614
1,,,,,,,,,,,2.6632594280235935,4.508599442653461,82,0,82,0,,,,,,,,RETURN,,0.053374167269516104,0.004607999697327614
0,,,,,,,,,,,2.7767252170015126,4.496412224685964,83,0,83,1,,WATCHDOG_DEADLINE,,,,,,RETURN,,0.11266276278752409,0.004607999697327614
1,,,,,,,,,,,2.7914431530225556,4.484293460537398,84,0,84,0,,,,,,,,RETURN,,0.139081012389712,0.004607999697327614
1,,,,,,,,,,,2.807050227012951,4.472176583307851,85,0,85,0,,,,,,,,RETURN,,0.11751996252847091,0.004607999697327614
1,,,,,,,,,,,2.827285823004786,4.460061267848803,86,0,86,0,,,,,,,,RETURN,,0.1144218056799732,0.004607999697327614
1,,,,,,,,,,,2.8457830840197857,4.447925990084553,87,0,87,0,,,,,,,,RETURN,,0.1064156493639121,0.004607999697327614
1,,,,,,,,,,,2.951975328003755,4.435784831509678,88,0,88,0,,,,,,,,RETURN,,0.07385982669444204,0.004607999697327614
1,,,,,,,,,,,2.9650980459991843,4.423643649489123,89,0,89,0,,,,,,,,RETURN,,0.05092643317371669,0.004607999697327614
1,,,,,,,,,,,2.978869555023266,4.411484012641719,90,0,90,0,,,,,,,,RETURN,,0.045923407556115625,0.004607999697327614
1,,,,,,,,,,,2.9925624820170924,4.399346768542104,91,0,91,0,,,,,,,,RETURN,,0.05700013500669769,0.004607999697327614
1,,,,,,,,,,,3.005312164023053,4.38718947343399,92,0,92,0,,,,,,,,RETURN,,0.04015659560649702,0.004607999697327614
1,,,,,,,,,,,3.017885025998112,4.375055222883451,93,0,93,0,,,,,,,,RETURN,,-0.0064938970875346134,0.004607999697327614
0,,,,,,,,,,,3.123848856019322,4.362873287816979,94,0,94,1,,INSUFFICIENT_RECOVERY_RESERVE,,,,,,RETURN,,0.015543334258237814,0.004607999697327614
0,,,,,,,,,,,3.130679809022695,4.350707352750507,95,0,95,1,,INSUFFICIENT_RECOVERY_RESERVE,,,,,,RETURN,,0.09747391305558468,0.004607999697327614
0,,,,,,,,,,,3.1378464800072834,4.3385571055312795,96,0,96,1,,INSUFFICIENT_RECOVERY_RESERVE,,,,,,RETURN,,0.1799308981251369,0.004607999697327614
1,,,,,,,,,,,3.1536752870015334,4.326388092071275,97,0,97,0,,,,,,,,RETURN,,0.235076033106595,0.004607999697327614
1,,,,,,,,,,,3.1687120660208166,4.3142093181737176,98,0,98,0,,,,,,,,RETURN,,0.22538123788415163,0.004607999697327614
1,,,,,,,,,,,3.1813453470240347,4.302061098475412,99,0,99,0,,,,,,,,RETURN,,0.1932778727092921,0.004607999697327614
1,,,,,,,,,,,3.305688128020847,4.289905660726072,100,0,100,0,,,,,,,,RETURN,,0.1679380033704604,0.004607999697327614
1,,,,,,,,,,,3.320260225009406,4.277767146391487,101,0,101,0,,,,,,,,RETURN,,0.15861588030173443,0.004607999697327614
1,,,,,,,,,,,3.3337624260166194,4.265629054479181,102,0,102,0,,,,,,,,RETURN,,0.17603884995706365,0.004607999697327614
1,,,,,,,,,,,3.3523879740096163,4.253462951384908,103,0,103,0,,,,,,,,RETURN,,0.159848718518182,0.004607999697327614
1,,,,,,,,,,,3.3696144910063595,4.241330954862098,104,0,104,0,,,,,,,,RETURN,,0.11280659981681956,0.004607999697327614
0,,,,,,,,,,,3.475513324025087,4.229190443675854,105,0,105,1,,WATCHDOG_DEADLINE,,,,,,RETURN,,0.13066172045770105,0.004607999697327614
1,,,,,,,,,,,3.4896211680024862,4.217012132136742,106,0,106,0,,,,,,,,RETURN,,0.1658546161192297,0.004607999697327614
1,,,,,,,,,,,3.5023923910048325,4.20485750151944,107,0,107,0,,,,,,,,RETURN,,0.1814832809550406,0.004607999697327614
1,,,,,,,,,,,3.5164568250183947,4.192672593199554,108,0,108,0,,,,,,,,RETURN,,0.2070786841199757,0.004607999697327614
1,,,,,,,,,,,3.529282363015227,4.180503656876328,109,0,109,0,,,,,,,,RETURN,,0.21134399465160875,0.004607999697327614
1,,,,,,,,,,,3.5432971180125605,4.168368870331406,110,0,110,0,,,,,,,,RETURN,,0.2079334833167791,0.004607999697327614
1,,,,,,,,,,,3.5564825480105355,4.156230468106034,111,0,111,0,,,,,,,,RETURN,,0.18247528796695764,0.004607999697327614
0,,,,,,,,,,,3.663479927025037,4.144078956728311,112,0,112,1,,WATCHDOG_DEADLINE,,,,,,RETURN,,0.19708478983339228,0.004607999697327614
1,,,,,,,,,,,3.6759348180203233,4.1318840326942095,113,0,113,0,,,,,,,,RETURN,,0.21956221224105057,0.004607999697327614
1,,,,,,,,,,,3.6872628290147986,4.119699828451333,114,0,114,0,,,,,,,,RETURN,,0.19087212634486866,0.004607999697327614
1,,,,,,,,,,,3.69994831099757,4.107549735238705,115,0,115,0,,,,,,,,RETURN,,0.1940967983955346,0.004607999697327614
1,,,,,,,,,,,3.714648560999194,4.095395848548362,116,0,116,0,,,,,,,,RETURN,,0.19047025635968443,0.004607999697327614
1,,,,,,,,,,,3.823070979997283,4.083267200609961,117,0,117,0,,,,,,,,RETURN,,0.17983799615827992,0.004607999697327614
1,,,,,,,,,,,3.8353762440092396,4.071110215119159,118,0,118,0,,,,,,,,RETURN,,0.20661215245345405,0.004607999697327614
1,,,,,,,,,,,3.8533750710194,4.058916244841944,119,0,119,0,,,,,,,,RETURN,,0.20239722130016982,0.004607999697327614
1,,,,,,,,,,,3.86901127701276,4.046757484443161,120,0,120,0,,,,,,,,RETURN,,0.19387440080520568,0.004607999697327614
1,,,,,,,,,,,3.884716885018861,4.034570394460923,121,0,121,0,,,,,,,,RETURN,,0.1884288419350794,0.004607999697327614
0,,,,,,,,,,,4.008405144006247,4.022369980955431,122,0,122,1,,WATCHDOG_DEADLINE,,,,,,RETURN,,0.2057620757239973,0.004607999697327614
1,,,,,,,,,,,4.024031717010075,4.010138209942855,123,0,123,0,,,,,,,,RETURN,,0.22122993350032022,0.004607999697327614
1,,,,,,,,,,,4.037235508003505,3.9979480498024422,124,0,124,0,,,,,,,,RETURN,,0.17918946787797052,0.004607999697327614
1,,,,,,,,,,,4.052100708009675,3.9857781805766925,125,0,125,0,,,,,,,,RETURN,,0.16518740190166806,0.004607999697327614
1,,,,,,,,,,,4.066878740006359,3.9735937301235165,126,0,126,0,,,,,,,,RETURN,,0.18725829370077576,0.004607999697327614
1,,,,,,,,,,,4.083053719019517,3.961385346514156,127,0,127,0,,,,,,,,RETURN,,0.2104654881287473,0.004607999697327614
1,,,,,,,,,,,4.096303874015575,3.949143931318551,128,0,128,0,,,,,,,,RETURN,,0.19041966680512853,0.004607999697327614
0,,,,,,,,,,,4.204906603001291,3.9368911701375597,129,0,129,1,,WATCHDOG_DEADLINE,,,,,,RETURN,,0.19965205528135083,0.004607999697327614
1,,,,,,,,,,,4.218086677021347,3.924652315963059,130,0,130,0,,,,,,,,RETURN,,0.2098412972586478,0.004607999697327614
1,,,,,,,,,,,4.230463678017259,3.9124435849741843,131,0,131,0,,,,,,,,RETURN,,0.16227676157647272,0.004607999697327614
1,,,,,,,,,,,4.246272800024599,3.9002532565056245,132,0,132,0,,,,,,,,RETURN,,0.14266548776770577,0.004607999697327614
1,,,,,,,,,,,4.26361847500084,3.88807921009063,133,0,133,0,,,,,,,,RETURN,,0.13389012092167216,0.004607999697327614
1,,,,,,,,,,,4.3870757250115275,3.8758967914331253,134,0,134,0,,,,,,,,RETURN,,0.10614569663867111,0.004607999697327614
1,,,,,,,,,,,4.401785477006342,3.863773012530463,135,0,135,0,,,,,,,,RETURN,,0.09377298483981757,0.004607999697327614
1,,,,,,,,,,,4.4175875860091764,3.851631242861669,136,0,136,0,,,,,,,,RETURN,,0.0818777024686146,0.004607999697327614
1,,,,,,,,,,,4.43638987801387,3.839472408421659,137,0,137,0,,,,,,,,RETURN,,0.04349182701242119,0.004607999697327614
1,,,,,,,,,,,4.454820042999927,3.827368480219245,138,0,138,0,,,,,,,,RETURN,,0.007902004722087673,0.004607999697327614
