collision,energy_depleted,episode_id,episode_length,episode_return,outbound_path_length,return_path_length,return_success,task_success,terminal_energy,timeout,total_path_length
1,0,0,54,-3.484937348569157,1.3052654145322586,0.0,0,0,29.3414723548938,0,1.3052654145322586
1,0,1,29,-17.43870547537773,0.8574819806401162,0.0,0,0,29.645115595500805,0,0.8574819806401162
0,0,2,55,-0.3754019777173693,2.234728526739495,0.0,0,0,29.324374301975816,0,2.234728526739495
1,0,3,41,-17.413946218339376,0.9438078291466189,0.0,0,0,29.49975767282936,0,0.9438078291466189
1,0,4,25,-16.11706036914525,0.6910687806599427,0.0,0,0,29.694033984558732,0,0.6910687806599427
1,0,5,47,-13.478840320151441,0.9401081737082316,0.0,0,0,29.42778816971616,0,0.9401081737082316
0,0,6,111,1.7822165467937188,2.24903684115169,0.0,0,0,28.64770418529225,0,2.24903684115169
1,0,7,22,-14.598329163709526,0.4997944151465613,0.0,0,0,29.732542928416052,0,0.4997944151465613
1,0,8,71,-5.892972057577562,1.485586358880592,0.0,0,0,29.135121638541772,0,1.485586358880592
1,0,9,45,-13.542979244366178,1.0099588192256634,0.0,0,0,29.45123715249076,0,1.0099588192256634
1,0,10,56,3.0182537043673054,1.6011272431006154,0.0,0,0,29.314965281015887,0,1.6011272431006154
1,0,11,67,-10.962361678459276,1.0707888399724206,0.0,0,0,29.18671548878275,0,1.0707888399724206
1,0,12,92,9.587416216593684,2.537089136808646,0.0,0,0,28.87574729065237,0,2.537089136808646
0,0,13,83,5.403807282775037,1.6000373391296618,0.0,0,0,28.98981512244294,0,1.6000373391296618
0,0,14,35,5.688162299918621,1.238406896642106,0.0,0,0,29.57069666931216,0,1.238406896642106
1,0,15,42,-17.091205359864162,1.0515292181029516,0.0,0,0,29.48736864599016,0,1.0515292181029516
0,0,16,41,2.0414992594051107,0.7126314928909483,0.0,0,0,29.50179805291314,0,0.7126314928909483
1,0,17,81,-4.156629080240686,1.9849725206259634,0.0,0,0,29.011132808211904,0,1.9849725206259634
1,0,18,54,-14.521043032204627,0.930172263433107,0.0,0,0,29.34374768678965,0,0.930172263433107
1,0,19,151,-10.323407238346043,2.798130256730486,0.0,0,0,28.16321813890348,0,2.798130256730486
1,0,20,45,-3.908945753274226,0.8882107534276905,0.0,0,0,29.45297094410099,0,0.8882107534276905
1,0,21,40,-17.20208552606695,0.932592668851938,0.0,0,0,29.51195067351572,0,0.932592668851938
1,0,22,22,-14.847604302349147,0.49493277952226455,0.0,0,0,29.732365304682233,0,0.49493277952226455
0,0,23,19,1.3992336800465477,0.3562004339403058,0.0,0,0,29.768812982510077,0,0.3562004339403058
0,0,24,55,14.824565885971385,1.9265987848760757,0.0,0,0,29.32628205465236,0,1.9265987848760757
1,0,25,22,-10.846770378189326,0.905527716823561,0.0,0,0,29.72933899108861,0,0.905527716823561
1,0,26,54,-13.36425374381085,1.5443779319045423,0.0,0,0,29.339484440502567,0,1.5443779319045423
1,0,27,61,-5.502156446067771,1.6756760825789285,0.0,0,0,29.25435646874361,0,1.6756760825789285
1,0,28,38,-16.19881795544283,1.000210474620329,0.0,0,0,29.535731813348054,0,1.000210474620329
1,0,29,36,-4.436531990016905,0.7705554149803819,0.0,0,0,29.561428767573183,0,0.7705554149803819
0,0,30,39,11.731636824274057,1.3312755982023459,0.0,0,0,29.522450810246344,0,1.3312755982023459
0,0,31,43,6.585052692457108,1.4248168991651844,0.0,0,0,29.472511695717674,0,1.4248168991651844
1,0,32,76,-9.489317250912773,1.5470674935679078,0.0,0,0,29.073933955460852,0,1.5470674935679078
0,0,33,40,9.354996679546286,1.2344196784693817,0.0,0,0,29.51105877949676,0,1.2344196784693817
1,0,34,47,-13.317909191342379,1.1281350812297377,0.0,0,0,29.42694157608524,0,1.1281350812297377
1,0,35,33,-4.341759459980781,0.8479022056500768,0.0,0,0,29.596606656913803,0,0.8479022056500768
1,0,36,41,-11.149680731916149,1.072971243319327,0.0,0,0,29.498893091035377,0,1.072971243319327
1,0,37,34,-13.904085397366545,0.863066760154843,0.0,0,0,29.585948065912547,0,0.863066760154843
