collision,energy_depleted,episode_length,episode_return,evaluation_episode,mean_center_norm,mean_residual_norm,mean_residual_to_center_ratio,metric_source,minimum_distance_to_task,outbound_fallback_rate,outbound_intervention_rate,outbound_path_length,return_fallback_rate,return_handoff_rate,return_path_length,return_success,task_success,terminal_energy,termination_reason,total_energy_consumed,total_path_length
0,0,12,3.6622389758208964,0,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.8019010933618053,0.0,0.0,0.5425494897519662,1.0,1.0,0.0,0,0,29.74368505092123,VELOCITY_LIMIT,0.25631494907877084,0.5425494897519662
0,0,12,3.6622389758208964,1,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.7173134588650903,0.0,0.0,0.9486993808997868,1.0,1.0,0.0,0,0,29.524452648824045,VELOCITY_LIMIT,0.4755473511759547,0.9486993808997868
0,0,12,3.6622389758208964,2,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.8024482328201957,0.0,0.0,0.9352565997901596,1.0,1.0,0.0,0,0,29.488408416818643,VELOCITY_LIMIT,0.5115915831813567,0.9352565997901596
0,0,12,3.6622389758208964,3,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.8019398455297249,0.0,0.0,0.6015833729338932,1.0,1.0,0.0,0,0,29.670672435995705,VELOCITY_LIMIT,0.32932756400429497,0.6015833729338932
0,0,12,3.6622389758208964,4,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.7770149256315524,0.0,0.0,0.7308178748568833,1.0,1.0,0.0,0,0,29.58596333026207,VELOCITY_LIMIT,0.4140366697379285,0.7308178748568833
0,0,12,3.6622389758208964,5,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.8009474700237093,0.0,0.0,0.7035056159961776,1.0,1.0,0.0,0,0,29.417670385229016,VELOCITY_LIMIT,0.582329614770984,0.7035056159961776
0,0,12,3.6622389758208964,6,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.799511076814507,0.0,0.0,1.3203045499600872,1.0,1.0,0.0,0,0,29.19638696625953,VELOCITY_LIMIT,0.8036130337404686,1.3203045499600872
0,0,12,3.6622389758208964,7,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.8005985824590963,0.0,0.0,0.6545724044767177,1.0,1.0,0.0,0,0,29.670459636811355,VELOCITY_LIMIT,0.3295403631886451,0.6545724044767177
0,0,12,3.6622389758208964,8,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.7817152061125946,0.0,0.0,0.6671456788857613,1.0,1.0,0.0,0,0,29.478366155829246,VELOCITY_LIMIT,0.5216338441707542,0.6671456788857613
0,0,12,3.6622389758208964,9,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.3038616953847136,0.0,0.0,2.6949854276097716,1.0,1.0,0.0,0,0,28.850592634782704,VELOCITY_LIMIT,1.1494073652172965,2.6949854276097716
0,0,12,3.6622389758208964,10,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.6853851918325964,0.0,0.0,1.1713849711054751,1.0,1.0,0.0,0,0,29.25737542655389,VELOCITY_LIMIT,0.7426245734461112,1.1713849711054751
0,0,12,3.6622389758208964,11,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.7708793999802058,0.0,0.0,1.3066462436791002,1.0,1.0,0.0,0,0,29.31778931391641,VELOCITY_LIMIT,0.6822106860835895,1.3066462436791002
0,0,12,3.6622389758208964,12,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.8030346651866935,0.0,0.0,0.5478884045538818,1.0,1.0,0.0,0,0,29.707706994709177,VELOCITY_LIMIT,0.2922930052908228,0.5478884045538818
0,0,12,3.6622389758208964,13,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.8020412630041789,0.0,0.0,0.8817556844541046,1.0,1.0,0.0,0,0,29.560735419788724,VELOCITY_LIMIT,0.439264580211276,0.8817556844541046
0,0,12,3.6622389758208964,14,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.683486363935381,0.0,0.0,1.040480960766724,1.0,1.0,0.0,0,0,29.427103324076473,VELOCITY_LIMIT,0.572896675923527,1.040480960766724
0,0,12,3.6622389758208964,15,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.7612377754551419,0.0,0.0,1.6868143341395925,1.0,1.0,0.0,0,0,29.10960490484276,VELOCITY_LIMIT,0.8903950951572384,1.6868143341395925
0,0,12,3.6622389758208964,16,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.7501731024290147,0.0,0.0,1.0735928284961587,1.0,1.0,0.0,0,0,29.4272206071972,VELOCITY_LIMIT,0.5727793928028007,1.0735928284961587
0,0,12,3.6622389758208964,17,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.7796052010213691,0.0,0.0,0.6051124746480807,1.0,1.0,0.0,0,0,29.574820294270527,VELOCITY_LIMIT,0.42517970572947306,0.6051124746480807
0,0,12,3.6622389758208964,18,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.7993775281472519,0.0,0.0,2.9221642460839043,1.0,1.0,0.0,0,0,28.70559630370172,VELOCITY_LIMIT,1.2944036962982786,2.9221642460839043
0,0,12,3.6622389758208964,19,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.8003109396269998,0.0,0.0,1.7507697208552957,1.0,1.0,0.0,0,0,28.9278483700313,VELOCITY_LIMIT,1.072151629968701,1.7507697208552957
