collision,energy_depleted,episode_id,episode_length,episode_return,fraction_steps_progressing_to_task,mean_cos_center_goal,mean_cos_exec_goal,minimum_distance_to_task,outbound_acceptance_rate,outbound_fallback_rate,outbound_path_length,return_acceptance_rate,return_fallback_rate,return_path_length,return_success,task_success,terminal_energy,termination_reason,timeout,total_path_length
0,0,0,451,109.58062591086274,0.4212860310421286,0.09969949038620218,0.06131994349410511,0.0004398036951964159,1.0,0.0,3.376486297489105,0.0,1.0,6.686235319686662,1,1,24.532374854798245,TASK_AND_RETURN_SUCCESS,0,10.062721617175782
0,0,1,451,109.58231442983043,0.4212860310421286,0.10511601018724676,0.06099351306791671,0.0008104951422053793,1.0,0.0,3.3756872051943403,0.0,1.0,6.68655073738251,1,1,24.532374790489797,TASK_AND_RETURN_SUCCESS,0,10.062237942576857
0,0,2,451,109.56878167309384,0.41685144124168516,0.13203981737291914,0.0589913870291232,0.0006241490383997616,1.0,0.0,3.369434486042308,0.0,1.0,6.685951161499699,1,1,24.532392881316465,TASK_AND_RETURN_SUCCESS,0,10.055385647542021
0,0,3,452,109.54677407354467,0.42035398230088494,0.060447389558791635,0.05854535379524678,0.0014156235731000361,1.0,0.0,3.3788903062186004,0.0,1.0,6.687738045499237,1,1,24.520356179584688,TASK_AND_RETURN_SUCCESS,0,10.066628351717846
0,0,4,451,109.55786755907091,0.4190687361419069,0.022360092654600563,0.06708866690037481,0.0008531787089725396,1.0,0.0,3.3842403997289567,0.0,1.0,6.687292537570788,1,1,24.532314153248574,TASK_AND_RETURN_SUCCESS,0,10.07153293729976
0,0,5,451,109.57642760947803,0.4212860310421286,0.15022208821747654,0.057242155430249214,0.0010461977599117022,1.0,0.0,3.374421563919,0.0,1.0,6.685878465354016,1,1,24.532390555770647,TASK_AND_RETURN_SUCCESS,0,10.06030002927303
0,0,6,451,109.57382600270621,0.4212860310421286,0.1839443495125365,0.061892991906441285,0.0003497438929360098,1.0,0.0,3.3750676620488913,0.0,1.0,6.685482441746037,1,1,24.532402426884843,TASK_AND_RETURN_SUCCESS,0,10.060550103794938
0,0,7,451,109.54154425039198,0.4212860310421286,0.1098634553177443,0.055940427704722163,0.0012050499472746345,1.0,0.0,3.380523546109187,0.0,1.0,6.687718891665683,1,1,24.532304105861662,TASK_AND_RETURN_SUCCESS,0,10.068242437774881
0,0,8,450,109.56318504260703,0.41555555555555557,0.18855387594510808,0.06261806741046913,0.0012422915645372008,1.0,0.0,3.3761292562033955,0.0,1.0,6.687400633515101,1,1,24.54435859481033,TASK_AND_RETURN_SUCCESS,0,10.063529889718513
0,0,9,451,109.55195488100568,0.4212860310421286,0.1431847129642953,0.05994601949358573,0.00047134601534415627,1.0,0.0,3.379296149139353,0.0,1.0,6.6868832197993955,1,1,24.53233585846957,TASK_AND_RETURN_SUCCESS,0,10.066179368938762
0,0,10,452,109.54465893222233,0.42035398230088494,0.04528448493946506,0.05819863098975697,0.0015713548008592535,1.0,0.0,3.3825446311897953,0.0,1.0,6.687833286206321,1,1,24.520328028155873,TASK_AND_RETURN_SUCCESS,0,10.070377917396122
0,0,11,451,109.56645366607749,0.4190687361419069,0.13105901677293588,0.057048883921712173,0.000835381576628956,1.0,0.0,3.376055692224413,0.0,1.0,6.68676942588088,1,1,24.532370901329653,TASK_AND_RETURN_SUCCESS,0,10.062825118105309
0,0,12,450,109.56615104137994,0.42,0.16954051235822964,0.06744336138873591,0.0008076002050246074,1.0,0.0,3.375817827900618,0.0,1.0,6.686531719387282,1,1,24.544384704321757,TASK_AND_RETURN_SUCCESS,0,10.062349547287912
0,0,13,450,109.59210356763955,0.42,0.12685742757223883,0.06294009868013899,0.0003514550737714282,1.0,0.0,3.369831027588735,0.0,1.0,6.686758291770864,1,1,24.54440602123974,TASK_AND_RETURN_SUCCESS,0,10.056589319359613
0,0,14,450,109.5579640707348,0.4177777777777778,0.17537192354179224,0.06731096541320225,0.0015712382406296585,1.0,0.0,3.370230827959279,0.0,1.0,6.688941094548828,1,1,24.544408807812964,TASK_AND_RETURN_SUCCESS,0,10.05917192250812
0,0,15,451,109.56289168201778,0.4212860310421286,0.10590551487266602,0.06051345391246327,0.0016476607627838081,1.0,0.0,3.3763667147749175,0.0,1.0,6.687209441400108,1,1,24.53234499631125,TASK_AND_RETURN_SUCCESS,0,10.063576156175035
0,0,16,451,109.56773471200779,0.4190687361419069,0.12608051830695438,0.05321875344753806,0.0012499167433516448,1.0,0.0,3.3733373806108036,0.0,1.0,6.687168688036093,1,1,24.53240187187725,TASK_AND_RETURN_SUCCESS,0,10.060506068646916
0,0,17,451,109.57036548173387,0.4212860310421286,0.13356028925547533,0.061175671962003804,0.0014234876568910693,1.0,0.0,3.378295127288454,0.0,1.0,6.687623602762458,1,1,24.532357541286675,TASK_AND_RETURN_SUCCESS,0,10.065918730050921
