collision,energy_depleted,episode_length,episode_return,evaluation_episode,return_success,task_success,termination_reason
0,0,215,28.4932716990723,0,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,1,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,2,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,3,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,4,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,5,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,6,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,7,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,8,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,9,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,10,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,11,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,12,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,13,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,14,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,15,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,16,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,17,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,18,1,0,PREMATURE_TERMINAL
0,0,215,28.4932716990723,19,1,0,PREMATURE_TERMINAL
