collision,energy_depleted,episode_length,episode_return,evaluation_episode,mean_center_norm,mean_residual_norm,mean_residual_to_center_ratio,metric_source,minimum_distance_to_task,outbound_fallback_rate,outbound_intervention_rate,outbound_path_length,return_fallback_rate,return_handoff_rate,return_path_length,return_success,task_success,terminal_energy,termination_reason,total_energy_consumed,total_path_length
0,0,13,2.9175015529950077,0,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.7588175536665728,0.0,0.0,0.4319243471343427,1.0,1.0,0.0,0,0,29.64795569566309,VELOCITY_LIMIT,0.3520443043369106,0.4319243471343427
0,0,13,2.9175015529950077,1,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.8009027990189429,0.0,0.0,0.8378826306408347,1.0,1.0,0.0,0,0,29.356227112785206,VELOCITY_LIMIT,0.6437728872147943,0.8378826306408347
0,0,13,2.9175015529950077,2,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.8028982639164152,0.0,0.0,0.2220686775357635,1.0,1.0,0.0,0,0,29.84199008612808,VELOCITY_LIMIT,0.15800991387191843,0.2220686775357635
0,0,13,2.9175015529950077,3,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.7790308099031459,0.0,0.0,0.5697484654420091,1.0,1.0,0.0,0,0,29.623441952978318,VELOCITY_LIMIT,0.37655804702168183,0.5697484654420091
0,0,13,2.9175015529950077,4,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.25521965290941834,0.0,0.0,1.692383669187481,1.0,1.0,0.0,0,0,29.291358112899978,VELOCITY_LIMIT,0.708641887100022,1.692383669187481
0,0,13,2.9175015529950077,5,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.7940982770773463,0.0,0.0,0.7475368854645,1.0,1.0,0.0,0,0,29.39340400961588,VELOCITY_LIMIT,0.6065959903841183,0.7475368854645
0,0,13,2.9175015529950077,6,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.7984215244834864,0.0,0.0,2.1080592931650126,1.0,1.0,0.0,0,0,29.406916604269092,VELOCITY_LIMIT,0.5930833957309076,2.1080592931650126
0,0,13,2.9175015529950077,7,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.42744823460407977,0.0,0.0,2.2928942981859413,1.0,1.0,0.0,0,0,29.237042595562915,VELOCITY_LIMIT,0.7629574044370848,2.2928942981859413
0,0,13,2.9175015529950077,8,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.7521230805866636,0.0,0.0,0.907105827346066,1.0,1.0,0.0,0,0,29.500757005521326,VELOCITY_LIMIT,0.49924299447867426,0.907105827346066
0,0,13,2.9175015529950077,9,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.7587729580414903,0.0,0.0,1.9633083919946976,1.0,1.0,0.0,0,0,29.023210069871453,VELOCITY_LIMIT,0.9767899301285468,1.9633083919946976
0,0,13,2.9175015529950077,10,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.8033831506588592,0.0,0.0,0.9283434793386344,1.0,1.0,0.0,0,0,29.440198450070035,VELOCITY_LIMIT,0.5598015499299649,0.9283434793386344
0,0,13,2.9175015529950077,11,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.8029983268978171,0.0,0.0,0.5235660233121825,1.0,1.0,0.0,0,0,29.659906607143576,VELOCITY_LIMIT,0.34009339285642426,0.5235660233121825
0,0,13,2.9175015529950077,12,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.8023457906049924,0.0,0.0,0.7954213089502168,1.0,1.0,0.0,0,0,29.56166059399746,VELOCITY_LIMIT,0.43833940600254095,0.7954213089502168
0,0,13,2.9175015529950077,13,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.6104025307416101,0.0,0.0,1.012839985109631,1.0,1.0,0.0,0,0,29.355806286441606,VELOCITY_LIMIT,0.6441937135583942,1.012839985109631
0,0,13,2.9175015529950077,14,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.6835222300978328,0.0,0.0,2.287591127007696,1.0,1.0,0.0,0,0,28.756805696259303,VELOCITY_LIMIT,1.2431943037406974,2.287591127007696
0,0,13,2.9175015529950077,15,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.6658630942279813,0.0,0.0,1.2165942383501243,1.0,1.0,0.0,0,0,29.390041039912603,VELOCITY_LIMIT,0.6099589600873969,1.2165942383501243
0,0,13,2.9175015529950077,16,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.8026113921614612,0.0,0.0,1.4322611456980043,1.0,1.0,0.0,0,0,28.97875975026422,VELOCITY_LIMIT,1.0212402497357793,1.4322611456980043
0,0,13,2.9175015529950077,17,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.80102957650704,0.0,0.0,0.5050786153214732,1.0,1.0,0.0,0,0,29.720119073626027,VELOCITY_LIMIT,0.27988092637397344,0.5050786153214732
0,0,13,2.9175015529950077,18,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.43422197496174425,0.0,0.0,2.4924511786257932,1.0,1.0,0.0,0,0,28.984535530221127,VELOCITY_LIMIT,1.0154644697788733,2.4924511786257932
0,0,13,2.9175015529950077,19,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,0.8027296306160071,0.0,0.0,1.0153159759447676,1.0,1.0,0.0,0,0,29.595647401608957,VELOCITY_LIMIT,0.40435259839104276,1.0153159759447676
