collision,energy_depleted,episode_length,episode_return,evaluation_episode,return_success,task_success,termination_reason
0,0,95,-15.436066398858845,0,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,1,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,2,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,3,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,4,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,5,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,6,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,7,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,8,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,9,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,10,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,11,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,12,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,13,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,14,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,15,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,16,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,17,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,18,0,0,VELOCITY_LIMIT
0,0,95,-15.436066398858845,19,0,0,VELOCITY_LIMIT
