acceleration_integral,action_jerk_proxy,certificate_failure_fallback_rate,certificate_manifest_hash,collision,deadline_fallback_rate,energy_depleted,energy_return,energy_to_task,episode_length,episode_return,evaluation_episode,fraction_steps_progressing_to_task,mean_action_delta,mean_action_norm,mean_center_norm,mean_cos_center_goal,mean_cos_exec_goal,mean_cos_residual_goal,mean_residual_norm,mean_residual_to_center_ratio,mean_task_progress_per_step,minimum_distance_to_task,mission_completion_steps,no_generator_rate,outbound_intervention_rate,outbound_path_length,return_handoff_rate,return_path_length,return_success,safety_failure_fallback_rate,scenario_id,steps_to_first_task_reach,task_completion_steps,task_success,terminal_energy,termination_reason,total_energy_consumed,total_path_length,velocity_integral
5.318419517781375,0.04409188195229661,0.0,21326cc433ddc5a102ebfb2288e42c4602034dd7b31e248ec5e569cbcf886320,0,0.0,0,3.696520945756628,1.7709610944637504,451,109.56391481913263,0,0.8561643835616438,0.008818376390459322,0.058962522370081774,0.057361846568745226,0.1722285884263846,0.06970146014234571,0.0,0.0,0.0,0.018147264713211944,0.0004993518710559443,451,0.0,0.0,3.37650815885449,1.0,6.687463835877565,1,0.0,mission_obstacle,146,146,1,24.53251795977962,TASK_AND_RETURN_SUCCESS,5.4674820402203785,10.063971994732054,10.082542682653107
5.318419517781375,0.04409188195229661,0.0,21326cc433ddc5a102ebfb2288e42c4602034dd7b31e248ec5e569cbcf886320,0,0.0,0,3.696520945756628,1.7709610944637504,451,109.56391481913263,1,0.8561643835616438,0.008818376390459322,0.058962522370081774,0.057361846568745226,0.1722285884263846,0.06970146014234571,0.0,0.0,0.0,0.018147264713211944,0.0004993518710559443,451,0.0,0.0,3.37650815885449,1.0,6.687463835877565,1,0.0,mission_obstacle,146,146,1,24.53251795977962,TASK_AND_RETURN_SUCCESS,5.4674820402203785,10.063971994732054,10.082542682653107
5.318419517781375,0.04409188195229661,0.0,21326cc433ddc5a102ebfb2288e42c4602034dd7b31e248ec5e569cbcf886320,0,0.0,0,3.696520945756628,1.7709610944637504,451,109.56391481913263,2,0.8561643835616438,0.008818376390459322,0.058962522370081774,0.057361846568745226,0.1722285884263846,0.06970146014234571,0.0,0.0,0.0,0.018147264713211944,0.0004993518710559443,451,0.0,0.0,3.37650815885449,1.0,6.687463835877565,1,0.0,mission_obstacle,146,146,1,24.53251795977962,TASK_AND_RETURN_SUCCESS,5.4674820402203785,10.063971994732054,10.082542682653107
5.318419517781375,0.04409188195229661,0.0,21326cc433ddc5a102ebfb2288e42c4602034dd7b31e248ec5e569cbcf886320,0,0.0,0,3.696520945756628,1.7709610944637504,451,109.56391481913263,3,0.8561643835616438,0.008818376390459322,0.058962522370081774,0.057361846568745226,0.1722285884263846,0.06970146014234571,0.0,0.0,0.0,0.018147264713211944,0.0004993518710559443,451,0.0,0.0,3.37650815885449,1.0,6.687463835877565,1,0.0,mission_obstacle,146,146,1,24.53251795977962,TASK_AND_RETURN_SUCCESS,5.4674820402203785,10.063971994732054,10.082542682653107
5.318419517781375,0.04409188195229661,0.0,21326cc433ddc5a102ebfb2288e42c4602034dd7b31e248ec5e569cbcf886320,0,0.0,0,3.696520945756628,1.7709610944637504,451,109.56391481913263,4,0.8561643835616438,0.008818376390459322,0.058962522370081774,0.057361846568745226,0.1722285884263846,0.06970146014234571,0.0,0.0,0.0,0.018147264713211944,0.0004993518710559443,451,0.0,0.0,3.37650815885449,1.0,6.687463835877565,1,0.0,mission_obstacle,146,146,1,24.53251795977962,TASK_AND_RETURN_SUCCESS,5.4674820402203785,10.063971994732054,10.082542682653107
5.318419517781375,0.04409188195229661,0.0,21326cc433ddc5a102ebfb2288e42c4602034dd7b31e248ec5e569cbcf886320,0,0.0,0,3.696520945756628,1.7709610944637504,451,109.56391481913263,5,0.8561643835616438,0.008818376390459322,0.058962522370081774,0.057361846568745226,0.1722285884263846,0.06970146014234571,0.0,0.0,0.0,0.018147264713211944,0.0004993518710559443,451,0.0,0.0,3.37650815885449,1.0,6.687463835877565,1,0.0,mission_obstacle,146,146,1,24.53251795977962,TASK_AND_RETURN_SUCCESS,5.4674820402203785,10.063971994732054,10.082542682653107
5.318419517781375,0.04409188195229661,0.0,21326cc433ddc5a102ebfb2288e42c4602034dd7b31e248ec5e569cbcf886320,0,0.0,0,3.696520945756628,1.7709610944637504,451,109.56391481913263,6,0.8561643835616438,0.008818376390459322,0.058962522370081774,0.057361846568745226,0.1722285884263846,0.06970146014234571,0.0,0.0,0.0,0.018147264713211944,0.0004993518710559443,451,0.0,0.0,3.37650815885449,1.0,6.687463835877565,1,0.0,mission_obstacle,146,146,1,24.53251795977962,TASK_AND_RETURN_SUCCESS,5.4674820402203785,10.063971994732054,10.082542682653107
5.318419517781375,0.04409188195229661,0.0,21326cc433ddc5a102ebfb2288e42c4602034dd7b31e248ec5e569cbcf886320,0,0.0,0,3.696520945756628,1.7709610944637504,451,109.56391481913263,7,0.8561643835616438,0.008818376390459322,0.058962522370081774,0.057361846568745226,0.1722285884263846,0.06970146014234571,0.0,0.0,0.0,0.018147264713211944,0.0004993518710559443,451,0.0,0.0,3.37650815885449,1.0,6.687463835877565,1,0.0,mission_obstacle,146,146,1,24.53251795977962,TASK_AND_RETURN_SUCCESS,5.4674820402203785,10.063971994732054,10.082542682653107
5.318419517781375,0.04409188195229661,0.0,21326cc433ddc5a102ebfb2288e42c4602034dd7b31e248ec5e569cbcf886320,0,0.0,0,3.696520945756628,1.7709610944637504,451,109.56391481913263,8,0.8561643835616438,0.008818376390459322,0.058962522370081774,0.057361846568745226,0.1722285884263846,0.06970146014234571,0.0,0.0,0.0,0.018147264713211944,0.0004993518710559443,451,0.0,0.0,3.37650815885449,1.0,6.687463835877565,1,0.0,mission_obstacle,146,146,1,24.53251795977962,TASK_AND_RETURN_SUCCESS,5.4674820402203785,10.063971994732054,10.082542682653107
5.318419517781375,0.04409188195229661,0.0,21326cc433ddc5a102ebfb2288e42c4602034dd7b31e248ec5e569cbcf886320,0,0.0,0,3.696520945756628,1.7709610944637504,451,109.56391481913263,9,0.8561643835616438,0.008818376390459322,0.058962522370081774,0.057361846568745226,0.1722285884263846,0.06970146014234571,0.0,0.0,0.0,0.018147264713211944,0.0004993518710559443,451,0.0,0.0,3.37650815885449,1.0,6.687463835877565,1,0.0,mission_obstacle,146,146,1,24.53251795977962,TASK_AND_RETURN_SUCCESS,5.4674820402203785,10.063971994732054,10.082542682653107
5.318419517781375,0.04409188195229661,0.0,21326cc433ddc5a102ebfb2288e42c4602034dd7b31e248ec5e569cbcf886320,0,0.0,0,3.696520945756628,1.7709610944637504,451,109.56391481913263,10,0.8561643835616438,0.008818376390459322,0.058962522370081774,0.057361846568745226,0.1722285884263846,0.06970146014234571,0.0,0.0,0.0,0.018147264713211944,0.0004993518710559443,451,0.0,0.0,3.37650815885449,1.0,6.687463835877565,1,0.0,mission_obstacle,146,146,1,24.53251795977962,TASK_AND_RETURN_SUCCESS,5.4674820402203785,10.063971994732054,10.082542682653107
