candidate_action,certificate_valid,condition_number,cos_candidate_goal,cos_center_goal,cos_exec_goal,cos_kappa_goal,distance_to_station,distance_to_task,energy_margin,environment_step,episode_id,episode_step,executed_action,fallback_reason,generator_available,kappa_action,minimum_distance_to_task_so_far,mission_phase,recovery_energy_required,sigma_min,zonotope_G,zonotope_center,zonotope_volume
,1,,,,-0.9999993565848933,-0.9999993565849112,2.847822967158706,0.06009175154345886,25.67830786517446,494,2,42,"[-3.4142347824475594e-05, -0.07995890615676735, 4.2229333652364226e-07]",RECOVERY_TAKEOVER,0,"[-3.414234743104316e-05, -0.07995890825986862, 4.2229333985233097e-07]",0.003659076380162765,RETURN,3.824221389381978,,,,
,1,,,,-0.9999997370150754,-0.9999997370150817,2.8403332757463557,0.08946271512245409,25.680039574685168,495,2,43,"[-2.5493566008161386e-05, -0.07995941337140598, -8.690641588890048e-07]",RECOVERY_TAKEOVER,0,"[-2.5493565772194415e-05, -0.07995941489934921, -8.690641379871522e-07]",0.003659076380162765,RETURN,3.81036040554578,,,,
,1,,,,-0.9999998788355131,-0.9999998788355159,2.832360150082168,0.12203209592619235,25.681767570782082,496,2,44,"[-1.8073724823382996e-05, -0.0799614121753822, -1.789906139068303e-06]",RECOVERY_TAKEOVER,0,"[-1.807372427720111e-05, -0.07996141165494919, -1.7899061504067504e-06]",0.003659076380162765,RETURN,3.7964871500055573,,,,
,1,,,,-0.9999999446904286,-0.9999999446904279,2.8240104024354613,0.15779999406613573,25.683492073434042,497,2,45,"[-1.1860093353509542e-05, -0.07996443480330963, -2.3997329589184992e-06]",RECOVERY_TAKEOVER,0,"[-1.1860093763971236e-05, -0.07996443659067154, -2.399732920821407e-06]",0.003659076380162765,RETURN,3.7826013930656677,,,,
,1,,,,-0.9999999766104255,-0.9999999766104262,2.8154027816321046,0.19676654303896204,25.685213297007643,498,2,46,"[-6.7876023320501795e-06, -0.07996809415584318, -2.755015487275373e-06]",RECOVERY_TAKEOVER,0,"[-6.787602160329698e-06, -0.07996809482574463, -2.7550154300115537e-06]",0.003659076380162765,RETURN,3.768702919181729,,,,
,1,,,,-0.9999999914756856,-0.9999999914756862,2.8066682918566244,0.2389318956323012,25.686931444426065,499,2,47,"[-2.7624548830694594e-06, -0.07997207831048439, -2.9077239386861436e-06]",RECOVERY_TAKEOVER,0,"[-2.762454869298381e-06, -0.07997208088636398, -2.9077239105390618e-06]",0.003659076380162765,RETURN,3.7547915260887788,,,,
,1,,,,-0.9999998850116159,-0.9999998850116137,2.79822378944835,0.2828154127797623,25.688646705794632,500,2,48,"[3.2665242487484356e-07, -0.0059361434524973335, -2.904419235154497e-06]",RECOVERY_TAKEOVER,0,"[3.266524117861991e-07, -0.005936143454164267, -2.90441926154017e-06]",0.003659076380162765,RETURN,3.7408670239831445,,,,
,1,,,,0.9821410403085999,0.9821410386626789,2.790423929541285,0.32681725499440084,25.6902915801949,501,2,49,"[2.5995257360114405e-06, 1.989408050960817e-05, -2.7857969852767088e-06]",RECOVERY_TAKEOVER,0,"[2.599525714686024e-06, 1.9894079741789028e-05, -2.785797050819383e-06]",0.003659076380162765,RETURN,3.727003274754721,,,,
,1,,,,0.9567749162085406,0.9567749147846323,2.7832981741231446,0.3708183760574413,25.691927989509843,502,2,50,"[4.177470956700983e-06, 1.616609171558592e-05, -2.586584640845017e-06]",RECOVERY_TAKEOVER,0,"[4.177471055299975e-06, 1.6166091882041655e-05, -2.5865847419481725e-06]",0.003659076380162765,RETURN,3.7131468392665434,,,,
,1,,,,0.9135617288542841,0.913561728220818,2.7768517097110683,0.41481891861768994,25.69356201498041,503,2,51,"[5.1780515816543465e-06, 1.2760736339489931e-05, -2.3357041203961303e-06]",RECOVERY_TAKEOVER,0,"[5.178051651455462e-06, 1.2760736353811808e-05, -2.335704039069242e-06]",0.003659076380162765,RETURN,3.699292792678745,,,,
,1,,,,0.8484239781239024,0.8484239653427826,2.7710892641090874,0.45881901137809944,25.695193803313877,504,2,52,"[5.711359180487704e-06, 9.730343907576877e-06, -2.056624370474468e-06]",RECOVERY_TAKEOVER,0,"[5.711359335691668e-06, 9.730343663250096e-06, -2.0566244529618416e-06]",0.003659076380162765,RETURN,3.685440987814168,,,,
,1,,,,0.7564452274475552,0.7564452416820804,2.7660150926497393,0.5028187675725639,25.696823492088843,505,2,53,"[5.877552436629887e-06, 7.0986397516570324e-06, -1.7678403806236367e-06]",RECOVERY_TAKEOVER,0,"[5.877552212041337e-06, 7.0986397986416705e-06, -1.7678403310128488e-06]",0.003659076380162765,RETURN,3.6715912865630536,,,,
,1,,,,0.99999984416707,0.9999998441670772,2.761652796707164,0.5466020604579644,25.698451210351045,506,2,54,"[5.765433348445586e-06, 0.010816067233088094, -1.4834266129221186e-06]",RECOVERY_TAKEOVER,0,"[5.7654333431855775e-06, 0.010816067457199097, -1.4834265584795503e-06]",0.003659076380162765,RETURN,3.6577435593244125,,,,
,1,,,,0.9999999935882342,0.9999999935882348,2.7580740887699413,0.5891376147775615,25.700087773378755,507,2,55,"[5.4518478894429885e-06, 0.05157086130283164, -1.2136233601756136e-06]",RECOVERY_TAKEOVER,0,"[5.451847755466588e-06, 0.05157086253166199, -1.213623363582883e-06]",0.003659076380162765,RETURN,3.64388687328181,,,,
,1,,,,0.9999999977724092,0.9999999977724093,2.755309312211323,0.6290484203845638,25.701760814631022,508,2,56,"[5.001720734661046e-06, 0.07966657446232871, -9.65424018975284e-07]",RECOVERY_TAKEOVER,0,"[5.00172063766513e-06, 0.07966657727956772, -9.654239647716167e-07]",0.003659076380162765,RETURN,3.6299933311114483,,,,
,1,,,,0.9999999983233416,0.9999999983233413,2.7532744200209045,0.6657658870472556,25.703456636631834,509,2,57,"[4.468557810559249e-06, 0.08000037282186266, -7.431395455715614e-07]",RECOVERY_TAKEOVER,0,"[4.468558017833857e-06, 0.0800003707408905, -7.431395374624117e-07]",0.003659076380162765,RETURN,3.6160836364885522,,,,
,1,,,,0.9999999987799445,0.9999999987799446,2.751843430989524,0.6992833562882205,25.70515121111187,510,2,58,"[3.895274933978914e-06, 0.07999949829504419, -5.489234533528146e-07]",RECOVERY_TAKEOVER,0,"[3.895274858223274e-06, 0.07999949902296066, -5.489234808919718e-07]",0.003659076380162765,RETURN,3.6021910705981997,,,,
,1,,,,0.9999999991501419,0.9999999991501418,2.7509002981186232,0.7296008581392186,25.706844350457747,511,2,59,"[3.3152346085351366e-06, 0.07999887121339673, -3.832466071566634e-07]",RECOVERY_TAKEOVER,0,"[3.31523460772587e-06, 0.07999887317419052, -3.832466006770119e-07]",0.003659076380162765,RETURN,3.588315941088834,,,,
,1,,,,0.9999999994352883,0.9999999994352882,2.7503396806479627,0.7567184135194638,25.708536142585537,512,2,60,"[2.7533953833156757e-06, 0.07999845232444174, -2.4531587662820807e-07]",RECOVERY_TAKEOVER,0,"[2.7533953925740207e-06, 0.0799984559416771, -2.4531587428100465e-07]",0.003659076380162765,RETURN,3.5744581594668228,,,,
,1,,,,0.9999999996441228,0.9999999996441227,2.7500671312590765,0.7806360357680723,25.710226670295285,513,2,61,"[2.2274985411871934e-06, 0.0799982042536374, -1.3343450105086027e-07]",RECOVERY_TAKEOVER,0,"[2.227498498541536e-06, 0.0799982026219368, -1.334344972292456e-07]",0.003659076380162765,RETURN,3.560617642690515,,,,
,1,,,,0.9999999997892627,0.9999999997892627,2.7499992242642763,0.801353732081296,25.711916011316664,514,2,62,"[1.7492349360198513e-06, 0.0799980925110967, -4.53049031250288e-08]",RECOVERY_TAKEOVER,0,"[1.7492349115855177e-06, 0.07999809086322784, -4.530490471665871e-08]",0.003659076380162765,RETURN,3.546794312834353,,,,
,1,,,,0.9999999998844672,0.9999999998844672,2.7500636375009413,0.8188715048217987,25.713604238620107,515,2,63,"[1.32535047078232e-06, 0.0799980861211726, 2.1723195624769022e-08]",RECOVERY_TAKEOVER,0,"[1.3253504675958538e-06, 0.07999808341264725, 2.17231956867181e-08]",0.003659076380162765,RETURN,3.5329880967736726,,,,
,1,,,,0.9999999999427727,0.9999999999427729,2.750199199463636,0.8331893526808709,25.71529142070792,516,2,64,"[9.586619476414724e-07, 0.0799981579477819, 7.0455060789759e-08]",RECOVERY_TAKEOVER,0,"[9.586619853507727e-07, 0.07999815791845322, 7.045505867608881e-08]",0.003659076380162765,RETURN,3.519198925888931,,,,
,1,,,,0.999999999975418,0.999999999975418,2.750355911832259,0.844307271685329,25.716977621665947,517,2,65,"[6.489659625073272e-07, 0.0799982847815615, 1.0369843863017749e-07]",RECOVERY_TAKEOVER,0,"[6.489659654107527e-07, 0.07999828457832336, 1.0369844005708728e-07]",0.003659076380162765,RETURN,3.505426735788148,,,,
,1,,,,0.999999999991389,0.9999999999913891,2.7504949560635565,0.8522252560492025,25.718662901698544,518,2,66,"[3.938322952613264e-07, 0.07999844724729585, 1.2415060062067918e-07]",RECOVERY_TAKEOVER,0,"[3.938322947760753e-07, 0.0799984484910965, 1.24150602687223e-07]",0.003659076380162765,RETURN,3.4916714660464536,,,,
,1,,,,0.9999999999974002,0.9999999999974,2.7505886911579807,0.8569432988764955,25.720347317596133,519,2,67,"[1.8928008944506998e-07, 0.07999862958204754, 1.3431917646112672e-07]",RECOVERY_TAKEOVER,0,"[1.89280086715371e-07, 0.07999862730503082, 1.343191797786858e-07]",0.003659076380162765,RETURN,3.477933059961677,,,,
,1,,,,0.9999999999980906,0.9999999999980906,2.7506211706718378,0.8584859733016318,25.722030922651967,520,2,68,"[3.034025408938915e-08, 0.07876979052648021, 1.36471155487985e-07]",RECOVERY_TAKEOVER,0,"[3.034025297665721e-08, 0.07876978814601898, 1.3647115792991826e-07]",0.003659076380162765,RETURN,3.4642114643249986,,,,
,1,,,,0.9999999999944766,0.9999999999944766,2.750596070646612,0.8572881134441703,25.72371273297735,521,2,69,"[-8.848883469344854e-08, 0.05825692360430262, 1.32604773917368e-07]",RECOVERY_TAKEOVER,0,"[-8.848883226164617e-08, 0.05825692415237427, 1.326047680549891e-07]",0.003659076380162765,RETURN,3.450507858234526,,,,
,1,,,,0.9999999999830275,0.9999999999830275,2.750531821009048,0.8541101726118865,25.725376125987765,522,2,70,"[-1.728828066761206e-07, 0.04074712513771914, 1.2443946062241672e-07]",RECOVERY_TAKEOVER,0,"[-1.7288280673710688e-07, 0.04074712470173836, 1.244394667310189e-07]",0.003659076380162765,RETURN,3.4368409070352555,,,,
,1,,,,0.9999999999472872,0.9999999999472868,2.7504467798634544,0.8495940894915261,25.727023073109898,523,2,71,"[-2.284190342388129e-07, 0.026159989266938605, 1.1341955022110485e-07]",RECOVERY_TAKEOVER,0,"[-2.2841904012693703e-07, 0.026159988716244698, 1.1341955286070515e-07]",0.003659076380162765,RETURN,3.423180483924703,,,,
,1,,,,0.9999999998015756,0.9999999998015757,2.7503559919264235,0.8442684244028034,25.728655780701025,524,2,72,"[-2.6037908091574405e-07, 0.014319109151883475, 1.0072803452684327e-07]",RECOVERY_TAKEOVER,0,"[-2.6037906764031504e-07, 0.014319108799099922, 1.0072803746652426e-07]",0.003659076380162765,RETURN,3.40952712696276,,,,
,1,,,,0.9999999983205559,0.9999999983205555,2.7502700635963717,0.8385566952610409,25.73027653705184,525,2,73,"[-2.736143522612081e-07, 0.004984093500667341, 8.73071914559575e-08]",RECOVERY_TAKEOVER,0,"[-2.7361434717931843e-07, 0.004984093364328146, 8.730719258664976e-08]",0.003659076380162765,RETURN,3.395880968619801,,,,
,1,,,,-0.9999999911933573,-0.9999999911933571,2.7501953013097498,0.832787747885699,25.73188758523883,526,2,74,"[-2.7246387864077034e-07, -0.0021231818212592984, 7.388348003037372e-08]",RECOVERY_TAKEOVER,0,"[-2.724638648032851e-07, -0.0021231817081570625, 7.38834771141228e-08]",0.003659076380162765,RETURN,3.3822418348867505,,,,
,1,,,,-0.9999999993332794,-0.9999999993332795,2.750134485421986,0.8272072169125209,25.73349527306665,527,2,75,"[-2.6071397353651164e-07, -0.007297638286634658, 6.099459436552904e-08]",RECOVERY_TAKEOVER,0,"[-2.607139606425335e-07, -0.007297638338059187, 6.099459426422982e-08]",0.003659076380162765,RETURN,3.3686050850996465,,,,
,1,,,,-0.9999999997437183,-0.9999999997437186,2.7500878580855543,0.8219893353158705,25.735107599516855,528,2,76,"[-2.415904842689514e-07, -0.010834830539547025, 4.9017035290360065e-08]",RECOVERY_TAKEOVER,0,"[-2.41590470295705e-07, -0.010834830813109875, 4.901703576365435e-08]",0.003659076380162765,RETURN,3.3549640726481664,,,,
,1,,,,-0.9999999998568238,-0.9999999998568238,2.750054071946441,0.8172485295217158,25.73672294191613,529,2,77,"[-2.1777548314661675e-07, -0.01301895958512029, 3.819296009350822e-08]",RECOVERY_TAKEOVER,0,"[-2.1777547942747333e-07, -0.013018959201872349, 3.819296168217079e-08]",0.003659076380162765,RETURN,3.341321439701584,,,,
,1,,,,-0.17374686845116263,-0.17374686212569276,2.74843098969124,0.8130519663582271,25.738339987374875,530,2,78,"[-0.08000019144136299, -0.014114456695439696, 2.8655426056149104e-08]",RECOVERY_TAKEOVER,0,"[-0.08000019192695618, -0.014114456251263618, 2.8655426476120738e-08]",0.003659076380162765,RETURN,3.327679218620008,,,,
,1,,,,-0.1786190332034021,-0.17861903600355777,2.743616202735079,0.8094470560626789,25.740031296009537,531,2,79,"[-0.08000016429645927, -0.014360546289258447, 2.0451433790525597e-08]",RECOVERY_TAKEOVER,0,"[-0.08000016212463379, -0.014360546134412289, 2.0451434323831563e-08]",0.003659076380162765,RETURN,3.313958908450416,,,,
,1,,,,-0.17978385011335857,-0.1797838506680672,2.7356074309984675,0.8064882596938153,25.741722466163022,532,2,80,"[-0.08000013763737225, -0.013968230737114028, 1.3562422098868706e-08]",RECOVERY_TAKEOVER,0,"[-0.080000139772892, -0.013968231156468391, 1.3562422296331533e-08]",0.003659076380162765,RETURN,3.300225552913061,,,,
,1,,,,-0.17942206096547864,-0.1794220674008019,2.7244027521754153,0.8042469181084035,25.743412900514194,533,2,81,"[-0.08000011240415293, -0.013119187999042577, 7.922056623967649e-09]",RECOVERY_TAKEOVER,0,"[-0.08000010997056961, -0.013119188137352467, 7.922056788345344e-09]",0.003659076380162765,RETURN,3.2864798163684172,,,,
,1,,,,-0.17933654932012622,-0.17933655199623433,2.7100006627751982,0.8028178788015868,25.745102176059113,534,2,82,"[-0.0800000892354046, -0.011966128852908039, 3.431303864818214e-09]",RECOVERY_TAKEOVER,0,"[-0.08000008761882782, -0.011966128833591938, 3.4313039076749874e-09]",0.003659076380162765,RETURN,3.2727220552483405,,,,
,1,,,,-0.18099490919307265,-0.18099491773545356,2.6924000642265598,0.8023244316973751,25.746790015203437,535,2,83,"[-0.08000006852111435, -0.010634219930652113, -2.9105264635512806e-11]",RECOVERY_TAKEOVER,0,"[-0.08000006526708603, -0.010634220205247402, -2.910526333832486e-11]",0.003659076380162765,RETURN,3.258952383270958,,,,
,1,,,,-0.18555514666238415,-0.1855551471952535,2.671600207751634,0.8029215050287033,25.74847625950895,536,2,84,"[-0.08000005045169546, -0.009223238530956634, -2.588643852709239e-09]",RECOVERY_TAKEOVER,0,"[-0.08000005036592484, -0.009223238565027714, -2.588643743806074e-09]",0.003659076380162765,RETURN,3.245170729444541,,,,
,1,,,,-0.19388231869452613,-0.19388231962007038,2.6476006224284583,0.8047970509872943,25.750160845871445,537,2,85,"[-0.08000003506225722, -0.007810182753943663, -4.379156626905468e-09]",RECOVERY_TAKEOVER,0,"[-0.08000003546476364, -0.007810182869434357, -4.37915659290411e-09]",0.003659076380162765,RETURN,3.2313768884128335,,,,
,1,,,,-0.20656216671940927,-0.20656217024629805,2.62040104240477,0.8081715315784392,25.751843785207686,538,2,86,"[-0.08000002227158311, -0.006452114168796416, -5.528969742097383e-09]",RECOVERY_TAKEOVER,0,"[-0.08000002056360245, -0.006452114321291447, -5.52896972649819e-09]",0.003659076380162765,RETURN,3.217570563117144,,,,
,1,,,,-0.22391518818948336,-0.22391518709578184,2.5900013423938897,0.8132954200908168,25.75352514370263,539,2,87,"[-0.08000001191562078, -0.005189058849035593, -6.158672698615545e-09]",RECOVERY_TAKEOVER,0,"[-0.08000001311302185, -0.0051890588365495205, -6.158672682943234e-09]",0.003659076380162765,RETURN,3.2037514000643914,,,,
,1,,,,-0.24601275758992056,-0.24601275537893844,2.55640148557242,0.8204446829879587,25.755205026622814,540,2,88,"[-0.08000000377558374, -0.00404683555845111, -6.378306032410499e-09]",RECOVERY_TAKEOVER,0,"[-0.08000000566244125, -0.004046835470944643, -6.378305883458779e-09]",0.003659076380162765,RETURN,3.1899190177109857,,,,
,1,,,,-0.2726962344728842,-0.2726962350909812,2.5196014846639607,0.8299143145078759,25.756883564646614,541,2,89,"[-0.07999999760093301, -0.0030397169010805067, -6.285702492501069e-09]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -0.00303971697576344, -6.285702625064005e-09]",0.003659076380162765,RETURN,3.176073028615337,,,,
,1,,,,-0.3036001260199645,-0.30360012557511623,2.4796013750257124,0.8420101625787721,25.758560902604305,542,2,90,"[-0.07999999312765405, -0.002172860418583098, -5.965747769154932e-09]",RECOVERY_TAKEOVER,0,"[-0.07999999076128006, -0.0021728603169322014, -5.965747895686491e-09]",0.003659076380162765,RETURN,3.1622130560914212,,,,
,1,,,,-0.34383599650927826,-0.34383599652765334,2.43680119741022,0.8568932082277446,25.760237190425162,543,2,91,"[-0.05999999009232138, -0.0014444722047916993, -5.490351260231078e-09]",RECOVERY_TAKEOVER,0,"[-0.059999991208314896, -0.0014444722328335047, -5.490351284720418e-09]",0.003659076380162765,RETURN,3.1483379808678444,,,,
,1,,,,-0.9308037434954642,-0.9308037434953346,2.3928009882181818,0.8741530588265987,25.761895376322244,544,2,92,"[1.1757517526245205e-08, -0.0008476860383944227, -4.918943830165793e-09]",RECOVERY_TAKEOVER,0,"[1.1757517626165281e-08, -0.0008476860239170492, -4.918943918852392e-09]",0.003659076380162765,RETURN,3.1344673756334376,,,,
,1,,,,-0.9126888835995013,-0.9126888835988295,2.3488007761707346,0.8932705222359487,25.76349640148291,545,2,93,"[1.2656097325702828e-08, -0.00037215683372460444, -4.299344567565548e-09]",RECOVERY_TAKEOVER,0,"[1.2656097503338515e-08, -0.00037215682095848024, -4.299344436020647e-09]",0.003659076380162765,RETURN,3.1206452436108223,,,,
,1,,,,-0.8923906200099402,-0.8923906200424156,2.30480058125429,0.9141143671151042,25.765096796562243,546,2,94,"[1.2814802685667813e-08, -5.378948920069281e-06, -3.668867353600371e-09]",RECOVERY_TAKEOVER,0,"[1.2814802552441051e-08, -5.378949026635382e-06, -3.668867432082834e-09]",0.003659076380162765,RETURN,3.1068235727157445,,,,
,1,,,,0.5577700893733161,0.5577700901261726,2.260864414776896,0.9365250264530459,25.766696679427245,547,2,95,"[0.0032000124196507273, 0.0002662518437921448, -3.055559571033187e-09]",RECOVERY_TAKEOVER,0,"[0.003200012492015958, 0.00026625185273587704, -3.0555595831316396e-09]",0.003659076380162765,RETURN,3.0930023397454876,,,,
,1,,,,0.5306832338168783,0.5306832337959971,2.217917081010648,0.9598633931873527,25.76829987622914,548,2,96,"[0.04624001163045408, 0.0004566085566474395, -2.479489547184612e-09]",RECOVERY_TAKEOVER,0,"[0.04624001309275627, 0.0004566085699480027, -2.4794895026047925e-09]",0.003659076380162765,RETURN,3.079177781454908,,,,
,1,,,,0.5606391206708224,0.5606391208020474,2.177419379418176,0.9830773585039989,25.76994404716863,549,2,97,"[0.07624001058123053, 0.000579208181894507, -1.9540179040498436e-09]",RECOVERY_TAKEOVER,0,"[0.07624001055955887, 0.0005792081938125193, -1.954017836425237e-09]",0.003659076380162765,RETURN,3.065310814244001,,,,
,1,,,,0.588989655535726,0.5889896560446279,2.1400465065885856,1.0054669261602782,25.771614545893225,550,2,98,"[0.08000000938155602, 0.0006467635773015417, -1.4870083607296783e-09]",RECOVERY_TAKEOVER,0,"[0.08000000566244125, 0.0006467635976150632, -1.4870084052986954e-09]",0.003659076380162765,RETURN,3.0514231840449892,,,,
,1,,,,0.6132823268108226,0.6132823271186163,2.1058736575616868,1.0266962230898216,25.773288171750675,551,2,99,"[0.08000000811853382, 0.0006708840268107172, -1.08194076264409e-09]",RECOVERY_TAKEOVER,0,"[0.08000000566244125, 0.0006708840373903513, -1.0819407592066455e-09]",0.003659076380162765,RETURN,3.0375472030121586,,,,
,1,,,,0.633798962406119,0.6337989627329899,2.0749008269030473,1.0465221676420182,25.774961715772545,552,2,100,"[0.08000000685915608, 0.0006618977983751252, -7.389131908888633e-10]",RECOVERY_TAKEOVER,0,"[0.08000000566244125, 0.0006618978222832084, -7.389132083979177e-10]",0.003659076380162765,RETURN,3.023687433138036,,,,
,1,,,,0.6510738083731515,0.6510738083524209,2.047128009488602,1.0647445342861122,25.77663515142057,553,2,101,"[0.08000000565285081, 0.0006287720773977739, -4.5551624766055573e-10]",RECOVERY_TAKEOVER,0,"[0.08000000566244125, 0.0006287720752879977, -4.5551623584216827e-10]",0.003659076380162765,RETURN,3.0098439058281454,,,,
,1,,,,0.6655520819761702,0.665552081658024,2.0225552009531103,1.0811990352612513,25.778308460709216,554,2,102,"[0.08000000453407079, 0.0005791081607785749, -2.2758200175991957e-10]",RECOVERY_TAKEOVER,0,"[0.08000000566244125, 0.0005791081348434091, -2.2758199491601516e-10]",0.003659076380162765,RETURN,2.9960166373013677,,,,
,1,,,,0.6776000776783442,0.6776000776307384,2.001182397871206,1.0957516291916523,25.779981632863553,555,2,103,"[0.0800000035248103, 0.0005191925360491542, -4.980716221502933e-11]",RECOVERY_TAKEOVER,0,"[0.08000000566244125, 0.0005191925447434187, -4.980716186708811e-11]",0.003659076380162765,RETURN,2.9822056317245185,,,,
,1,,,,0.6875154187467892,0.6875154186245361,1.9830095977539035,1.1082939108640233,25.78165466302983,556,2,104,"[0.08000000263696504, 0.000454087272307524, 8.373828466673862e-11]",RECOVERY_TAKEOVER,0,"[0.08000000566244125, 0.0004540872760117054, 8.373828713770237e-11]",0.003659076380162765,RETURN,2.9684108840241916,,,,
,1,,,,0.6955365574385881,0.6955365575445153,1.9680367989347136,1.1187394315145935,25.783327551075992,557,2,105,"[0.08000000187448124, 0.0003877458862463827, 1.7921266015356557e-10]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 0.00038774588028900325, 1.7921265860199043e-10]",0.003659076380162765,RETURN,2.9546323823466873,,,,
,1,,,,0.7018511105211246,0.701851110748505,1.9562640004042384,1.1270208115790006,25.785000300506777,558,2,106,"[0.08000000123526375, 0.00032314342511132285, 2.426950840364316e-10]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 0.00032314343843609095, 2.426950862499666e-10]",0.003659076380162765,RETURN,2.940870110158533,,,,
,1,,,,0.7066028901467638,0.706602890196103,1.947691201635046,1.1330875280346726,25.78667291750709,559,2,107,"[0.08000000071283246, 0.00026241186686695777, 2.7996429015573414e-10]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 0.00026241186424158514, 2.7996430174148657e-10]",0.003659076380162765,RETURN,2.9271240479964624,,,,
,1,,,,0.709897632987106,0.7098976330776222,1.9423184024228717,1.1369042809305014,25.788345410118925,560,2,108,"[0.08000000029771977, 0.00020697403909143017, 2.963449246955763e-10]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 0.00020697404397651553, 2.9634492082486474e-10]",0.003659076380162765,RETURN,2.9133941748874954,,,,
,1,,,,0.7118074959197522,0.7118074958920907,1.9401456027573771,1.138449865904683,25.790017787550372,561,2,109,"[0.07999999997862768, 0.00015767108497384777, 2.9661286816720923e-10]",RECOVERY_TAKEOVER,0,"[0.07999999821186066, 0.00015767107834108174, 2.96612873151858e-10]",0.003659076380162765,RETURN,2.89968046946758,,,,
,1,,,,0.7126289888749764,0.712628988898553,1.9408500827270092,1.1379459516897843,25.79169005961045,562,2,110,"[0.06386399974335755, 0.00011488005552788445, 2.8494638511773893e-10]",RECOVERY_TAKEOVER,0,"[0.06386400014162064, 0.00011488005839055404, 2.849463720533407e-10]",0.003659076380162765,RETURN,2.8859829108319865,,,,
,1,,,,0.7122816535213891,0.7122816535713775,1.9437373944542022,1.1358890985040937,25.79334842164732,563,2,111,"[0.045277599579520635, 7.861949151676956e-05, 2.6491537682693734e-10]",RECOVERY_TAKEOVER,0,"[0.04527759924530983, 7.861949416110292e-05, 2.6491536742057065e-10]",0.003659076380162765,RETURN,2.872317597189596,,,,
,1,,,,0.7109597075468471,0.7109597075272416,1.948124509255557,1.1327718831952798,25.79499014019008,564,2,112,"[0.02971255947510019, 4.864189448783674e-05, 2.3949606975404314e-10]",RECOVERY_TAKEOVER,0,"[0.029712559655308723, 4.864189395448193e-05, 2.3949606187123607e-10]",0.003659076380162765,RETURN,2.8586638878194592,,,,
,1,,,,0.7089052648254722,0.708905264828154,1.9534459937828308,1.1290026404787783,25.796617384599003,565,2,113,"[0.017005927418825263, 2.4512796906975147e-05, 2.111057940813954e-10]",RECOVERY_TAKEOVER,0,"[0.017005927860736847, 2.451279760862235e-05, 2.1110579950800457e-10]",0.003659076380162765,RETURN,2.8450167485680495,,,,
,1,,,,0.7061186539538651,0.7061186539489639,1.9592460525617432,1.1249090441805563,25.798232448393566,566,2,114,"[0.006922782600428787, 5.676752820830034e-06, 1.8165278223929925e-10]",RECOVERY_TAKEOVER,0,"[0.006922782398760319, 5.676752607541857e-06, 1.8165277615445063e-10]",0.003659076380162765,RETURN,2.8313764313271608,,,,
,1,,,,-0.7103130392411677,-0.7103130392156923,1.9651682539609567,1.1207450143748687,25.799837610674185,567,2,115,"[-0.0008156558692018971, -8.48898991572999e-06, 1.5259134172455718e-10]",RECOVERY_TAKEOVER,0,"[-0.0008156558615155518, -8.488989806210157e-06, 1.525913423394698e-10]",0.003659076380162765,RETURN,2.8177428507894313,,,,
,1,,,,-0.7023172518286623,-0.7023172518019754,1.9709439528584887,1.1166994564431416,25.801436677601643,568,2,116,"[-0.006509474101960266, -1.863207994418928e-05, 1.2498234070037238e-10]",RECOVERY_TAKEOVER,0,"[-0.006509474013000727, -1.863207944552414e-05, 1.2498234391866703e-10]",0.003659076380162765,RETURN,2.804114027172615,,,,
,1,,,,-0.6993784136998666,-0.6993784136588501,1.9763802119559926,1.1129057331939336,25.80304137084591,569,2,117,"[-0.010462520630122906, -2.5392683367437263e-05, 9.955230075062368e-11]",RECOVERY_TAKEOVER,0,"[-0.010462520644068718, -2.539268280088436e-05, 9.95523039004631e-11]",0.003659076380162765,RETURN,2.7904797003597586,,,,
,1,,,,-0.696761773748686,-0.6967617737421474,1.9813478352388514,1.109451099048345,25.80464992308359,570,2,118,"[-0.012969274235758528, -2.937982256597799e-05, 7.675193087449833e-11]",RECOVERY_TAKEOVER,0,"[-0.012969274073839188, -2.937982208095491e-05, 7.675193119949242e-11]",0.003659076380162765,RETURN,2.776842753083366,,,,
,1,,,,-0.6931028073876502,-0.6931028073900378,1.9844560730959742,1.1072935602442735,25.806260895679273,571,2,119,"[-0.08000000040001015, -3.1155112670256245e-05, 5.6809707259781035e-11]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -3.115511208306998e-05, 5.680970624477588e-11]",0.003659076380162765,RETURN,2.7632054242936994,,,,
,1,,,,-0.6916468519267094,-0.6916468519271255,1.9843643109888853,1.1073515534569007,25.807932639283074,572,2,120,"[-0.08000000034080286, -3.122262284060214e-05, 3.9779998637634e-11]",RECOVERY_TAKEOVER,0,"[-0.07999999821186066, -3.122262205579318e-05, 3.977999873949756e-11]",0.003659076380162765,RETURN,2.749503692428643,,,,
