candidate_action,certificate_valid,condition_number,cos_candidate_goal,cos_center_goal,cos_exec_goal,cos_kappa_goal,distance_to_station,distance_to_task,energy_margin,environment_step,episode_id,episode_step,executed_action,fallback_reason,generator_available,kappa_action,minimum_distance_to_task_so_far,mission_phase,recovery_energy_required,sigma_min,zonotope_G,zonotope_center,zonotope_volume
"[-0.005612320343266686, 0.08003427332231387, 4.275868263293461e-05]",1,1.7800555229187012,0.9975282375414093,0.9999686101338535,0.9975282375414093,-0.9999554439527912,2.756486962596884,0.6072234480921421,26.135101559558098,11,0,11,"[-0.005612320343266686, 0.08003427332231387, 4.275868263293461e-05]",,1,"[-0.00016104929090943187, -0.07849770039319992, 0.0006743303965777159]",0.6072234480921421,OUTBOUND,3.743602497574661,0.004000000189989805,"[[0.007120222318917513, 0.0, 0.0], [0.0, 0.007120222318917513, 0.0], [0.0, 0.0, 0.004000000189989805]]","[-0.00016104929090943187, 0.08150230348110199, 0.0006743303965777159]",1.6223222019107197e-06
"[0.004836422938467359, 0.08304659378406785, 0.0020593296508816094]",1,1.7045390605926514,0.9980467631887816,0.9998154215384156,0.9980467631887816,-0.9997693879069336,2.759224930560132,0.5704742610821993,26.08130643803935,12,0,12,"[0.004836422938467359, 0.08304659378406785, 0.0020593296508816094]",,1,"[0.00147079152520746, -0.07839491218328476, 0.0006948028458282351]",0.5704742610821993,OUTBOUND,3.7852313216723843,0.004000000189989805,"[[0.006818156689405441, 0.0, 0.0], [0.0, 0.006818156689405441, 0.0], [0.0, 0.0, 0.004000000189989805]]","[0.00147079152520746, 0.08160508424043655, 0.0006948028458282351]",1.4875923852741835e-06
"[-0.0035512465252183463, 0.07996249539656725, 0.002728524105894892]",1,1.629866123199463,0.9984362381477987,0.9999982582438596,0.9984362381477987,-0.9999930426277166,2.762790834517717,0.5304648191491924,26.040976626257468,13,0,13,"[-0.0035512465252183463, 0.07996249539656725, 0.002728524105894892]",,1,"[0.0001925020624184981, -0.07919719070196152, 0.00010859368921956047]",0.5304648191491924,OUTBOUND,3.813377746435931,0.004000000189989805,"[[0.006519464775919914, 0.0, 0.0], [0.0, 0.006519464775919914, 0.0], [0.0, 0.0, 0.004000000189989805]]","[0.0001925020624184981, 0.0808028057217598, 0.00010859368921956047]",1.3601095361082116e-06
"[0.0068694310293501825, 0.05550267158030462, 0.0028697845826999788]",1,1.5577046871185303,0.9912476604313573,0.9997208321248262,0.9912476604313573,-0.9998264731368423,2.7673010771619198,0.4877459984560161,25.86446624449818,14,0,14,"[0.0068694310293501825, 0.05550267158030462, 0.0028697845826999788]",,1,"[0.0012370565673336387, -0.07919611036777496, -0.0007607470033690333]",0.4877459984560161,OUTBOUND,3.9776893052913023,0.004000000189989805,"[[0.006230819039046764, 0.0, 0.0], [0.0, 0.006230819039046764, 0.0], [0.0, 0.0, 0.004000000189989805]]","[0.0012370565673336387, 0.060803890228271484, -0.0007607470033690333]",1.2423394082361483e-06
"[0.004499828288113152, 0.006038166796994088, -0.0007477736483222986]",1,1.4896667003631592,0.798332533560549,0.7454922565958209,0.798332533560549,-0.9997107815739255,2.7728456548505664,0.44379633381479866,25.78312095752034,15,0,15,"[0.004499828288113152, 0.006038166796994088, -0.0007477736483222986]",,1,"[-0.0007025423110462725, -0.07785557955503464, -0.0017816068138927221]",0.44379633381479866,OUTBOUND,4.046822007192003,0.004000000189989805,"[[0.005958667024970055, 0.0, 0.0], [0.0, 0.005958667024970055, 0.0], [0.0, 0.0, 0.004000000189989805]]","[-0.0007025423110462725, 0.002144423546269536, -0.0017816068138927221]",1.136182845584699e-06
"[-0.003941609725817976, 0.005626779928712866, 0.0020124476246803804]",1,1.427272081375122,0.7857718415607216,0.17312164715454867,0.7857718415607216,-0.9993518793978485,2.7791189913815906,0.3996136873781956,25.75706846482155,16,0,16,"[-0.003941609725817976, 0.005626779928712866, 0.0020124476246803804]",,1,"[-0.0022060375194996595, -0.07949580252170563, -0.0018319905502721667]",0.3996136873781956,OUTBOUND,4.060653157444631,0.004000000189989805,"[[0.005709088407456875, 0.0, 0.0], [0.0, 0.005709088407456875, 0.0], [0.0, 0.0, 0.004000000189989805]]","[-0.0022060375194996595, 0.0005042003467679024, -0.0018319905502721667]",1.0429981784909614e-06
"[0.0038395812413026097, 0.0034957705572832964, -0.0013089114946220643]",1,1.3719146251678467,0.652825099991048,-0.3842450073173285,0.652825099991048,-0.999277972044841,2.786106118132027,0.3552490738777611,25.73102750970581,17,0,17,"[0.0038395812413026097, 0.0034957705572832964, -0.0013089114946220643]",,1,"[-0.0013570946175605059, -0.08125413209199905, -0.0026805296074599028]",0.3552490738777611,OUTBOUND,4.074470818090112,0.004000000189989805,"[[0.005487658549100161, 0.0, 0.0], [0.0, 0.005487658549100161, 0.0], [0.0, 0.0, 0.004000000189989805]]","[-0.0013570946175605059, -0.0012541335308924317, -0.0026805296074599028]",9.636606819185545e-07
"[-0.0071160035894525225, -0.00262183943518846, -0.00030910813797525557]",1,1.3248308897018433,-0.34435571549511285,-0.568105243664367,-0.34435571549511285,-0.9988732220930868,2.7937189637572404,0.31086743836181663,25.704985837668264,18,0,18,"[-0.0071160035894525225, -0.00262183943518846, -0.00030910813797525557]",,1,"[-0.00268484465777874, -0.0825982391834259, -0.0026131588965654373]",0.31086743836181663,OUTBOUND,4.088288478704677,0.004000000189989805,"[[0.005299323704093695, 0.0, 0.0], [0.0, 0.005299323704093695, 0.0], [0.0, 0.0, 0.004000000189989805]]","[-0.00268484465777874, -0.0025982356164604425, -0.0026131588965654373]",8.986506827568519e-07
"[-0.0053003232360158145, -0.00031232538950744324, -0.001172543303037699]",1,1.287072777748108,-0.05499287356776185,-0.6059170624749597,-0.05499287356776185,-0.9992348809642506,2.8017592818074046,0.26654453844425435,25.67894293144061,19,0,19,"[-0.0053003232360158145, -0.00031232538950744324, -0.001172543303037699]",,1,"[-0.0008795023313723505, -0.08224688470363617, -0.0027933728415519]",0.26654453844425435,OUTBOUND,4.1021061392902345,0.004000000189989805,"[[0.0051482911221683025, 0.0, 0.0], [0.0, 0.0051482911221683025, 0.0], [0.0, 0.0, 0.004000000189989805]]","[-0.0008795023313723505, -0.0022468857932835817, -0.0027933728415519]",8.481569011564716e-07
"[0.0036978561261016753, -0.04785868240726886, -0.005020173263657569]",1,1.2594834566116333,-0.9912822476851509,-0.9977141509217613,-0.9912822476851509,-0.9992863362938761,2.810246405281508,0.2231849497915295,25.65290206267168,20,0,20,"[0.0036978561261016753, -0.04785868240726886, -0.005020173263657569]",,1,"[0.000665775965899229, -0.08248351514339447, -0.002702191937714815]",0.2231849497915295,OUTBOUND,4.115923799848569,0.004000000189989805,"[[0.005037934053689241, 0.0, 0.0], [0.0, 0.005037934053689241, 0.0], [0.0, 0.0, 0.004000000189989805]]","[0.000665775965899229, -0.04368351772427559, -0.002702191937714815]",8.121849646158807e-07
"[-0.002317787258219409, -0.0777406557367746, 0.0023507930193963486]",1,1.2426793575286865,-0.9992041533327094,-0.9996704995611164,-0.9992041533327094,-0.999713348107439,2.818850332770378,0.18233754099449379,25.640725891179436,21,0,21,"[-0.002317787258219409, -0.0777406557367746, 0.0023507930193963486]",,1,"[-0.00027638659230433404, -0.08080374449491501, -0.001409820164553821]",0.18233754099449379,RETURN,4.115874148462079,0.004000000189989805,"[[0.0049707177095115185, 0.0, 0.0], [0.0, 0.0049707177095115185, 0.0], [0.0, 0.0, 0.004000000189989805]]","[-0.00027638659230433404, -0.0736437439918518, -0.001409820164553821]",7.906571681814967e-07
,1,,,,-0.9994030301547544,-0.999403030070966,2.827251510677491,0.14463324429795718,25.64235846187911,22,0,22,"[0.0004382295888778029, -0.07938503825353549, -0.0021279313557157863]",RECOVERY_TAKEOVER,0,"[0.00043822958832606673, -0.07938503473997116, -0.0021279314532876015]",0.14463324429795718,RETURN,4.1020233450478765,,,,
,1,,,,-0.9995411429963617,-0.9995411430303464,2.8353712221490612,0.11010531962371664,25.64424531188403,23,0,23,"[0.00041875221673280173, -0.07942498853524667, -0.0015964569907757206]",RECOVERY_TAKEOVER,0,"[0.00041875222814269364, -0.07942499220371246, -0.0015964569756761193]",0.11010531962371664,RETURN,4.087932624546998,,,,
,1,,,,-0.9996198694475614,-0.999619869447809,2.8430947138796134,0.07875590887496352,25.64611924840144,24,0,24,"[0.00038758887267668267, -0.079477552202303, -0.0011393076810890083]",RECOVERY_TAKEOVER,0,"[0.0003875888651236892, -0.07947754859924316, -0.0011393076274544]",0.07875590887496352,RETURN,4.073871203425075,,,,
,1,,,,-0.9996333257549507,-0.999633325759291,2.8503184119411973,0.05058820944326831,25.647980565155873,25,0,25,"[0.00034902444316763456, -0.07953734722783268, -0.0007554448846774293]",RECOVERY_TAKEOVER,0,"[0.00034902445622719824, -0.07953734695911407, -0.0007554448675364256]",0.05058820944326831,RETURN,4.059838262324038,,,,
,1,,,,-0.9995274178305665,-0.9995274178379256,2.856949812610646,0.025608855691180613,25.649829907181978,26,0,26,"[0.0003065257876044673, -0.07960010165761107, -0.0004411686199455193]",RECOVERY_TAKEOVER,0,"[0.00030652579152956605, -0.07960010319948196, -0.00044116860954090953]",0.025608855691180613,RETURN,4.045833032365439,,,,
,1,,,,-0.9988930685408165,-0.9988930685490223,2.8629073451311715,0.003910189451866124,25.651668076177156,27,0,27,"[0.0002628157509836687, -0.07966253586934281, -0.00019095743924620252]",RECOVERY_TAKEOVER,0,"[0.00026281573809683323, -0.07966253906488419, -0.00019095743482466787]",0.003910189451866124,RETURN,4.031854792040472,,,,
,1,,,,-0.9666468917768685,-0.9666468917748176,2.8681202162768,0.0148609039387017,25.65349581592764,28,0,28,"[0.0002199576938446293, -0.0797222357512506, 1.8371320412420653e-06]",RECOVERY_TAKEOVER,0,"[0.0002199576993007213, -0.07972223311662674, 1.8371320038568228e-06]",0.003910189451866124,RETURN,4.017902864291579,,,,
,1,,,,0.9982275239834155,0.9982275239830305,2.8725282465784208,0.030270540172538166,25.655313815867675,29,0,29,"[0.00017944442380810196, -0.07977752423381217, 0.00014443162951205076]",RECOVERY_TAKEOVER,0,"[0.00017944442515727133, -0.07977752387523651, 0.00014443162945099175]",0.003910189451866124,RETURN,4.0039766137738715,,,,
,1,,,,0.999642146655593,0.9996421466553838,2.876081707706414,0.04249987634972575,25.65712271476155,30,0,30,"[0.00014228682702888896, -0.07982733674155537, 0.0002441742924600886]",RECOVERY_TAKEOVER,0,"[0.00014228682266548276, -0.07982733845710754, 0.00024417429813183844]",0.003910189451866124,RETURN,3.9900754442852655,,,,
,1,,,,0.9998447510806673,0.9998447510779219,2.878741169864948,0.05153777978972446,25.658923104400074,31,0,31,"[0.00010909873233103992, -0.07987110452762294, 0.00030821689134317835]",RECOVERY_TAKEOVER,0,"[0.00010909873526543379, -0.07987110316753387, 0.000308216898702085]",0.003910189451866124,RETURN,3.9761987963549377,,,,
,1,,,,0.9999115992717308,0.9999115992705067,2.880477367211788,0.057381043863881216,25.66071553322574,32,0,32,"[8.017559296121107e-05, -0.07990864850820842, 0.00034327973886311147]",RECOVERY_TAKEOVER,0,"[8.017559594009072e-05, -0.07990864664316177, 0.00034327973844483495]",0.003910189451866124,RETURN,3.962346144980362,,,,
,1,,,,0.9999432345480566,0.9999432345503243,2.88127108834004,0.06002778645477399,25.662500504246637,33,0,33,"[5.5565446109342325e-05, -0.0799400851135133, 0.00035549505647324963]",RECOVERY_TAKEOVER,0,"[5.5565447837579995e-05, -0.07994008809328079, 0.00035549505264498293]",0.003910189451866124,RETURN,3.9485169975037597,,,,
,1,,,,0.9999616320274393,0.9999616320277546,2.881113097796743,0.05947665355599787,25.664278462995544,34,0,34,"[3.513131959448375e-05, -0.07996574479689816, 0.0003503145892460115]",RECOVERY_TAKEOVER,0,"[3.5131321055814624e-05, -0.0799657478928566, 0.0003503145999275148]",0.003910189451866124,RETURN,3.934710891619381,,,,
,1,,,,0.9999737293197628,0.999973729320431,2.8800040935046574,0.05572661990493791,25.666049857881223,35,0,35,"[1.8604813189830997e-05, -0.07998610317072712, 0.0003324684599278184]",RECOVERY_TAKEOVER,0,"[1.860481279436499e-05, -0.0799861028790474, 0.0003324684512335807]",0.003910189451866124,RETURN,3.9209273935035536,,,,
,1,,,,0.9999822592814209,0.999982259281608,2.8779547038200284,0.04877690928605204,25.667815219557227,36,0,36,"[5.631005922722661e-06, -0.08000172424053142, 0.00030596358583517244]",RECOVERY_TAKEOVER,0,"[5.631005933537381e-06, -0.08000172674655914, 0.0003059635928366333]",0.003910189451866124,RETURN,3.9071444800599378,,,,
,1,,,,0.9999885022719597,0.9999885022724536,2.8749855268082602,0.038626948471309146,25.669574825646812,37,0,37,"[-4.194851692182526e-06, -0.08001321486256548, 0.00027411143557342775]",RECOVERY_TAKEOVER,0,"[-4.194851499050856e-06, -0.0800132155418396, 0.00027411142946220934]",0.003910189451866124,RETURN,3.8933513852728896,,,,
,1,,,,0.9999931645423179,0.9999931645420643,2.871127213146048,0.025276336355043245,25.671329029461457,38,0,38,"[-1.1298192259269675e-05, -0.08002118932836803, 0.00023957638695663397]",RECOVERY_TAKEOVER,0,"[-1.129819247580599e-05, -0.08002118766307831, 0.00023957638768479228]",0.003910189451866124,RETURN,3.8795477506622698,,,,
,1,,,,0.999996569553094,0.9999965695527897,2.8664205928460476,0.00872487572009656,25.673078161254026,39,0,39,"[-1.6102736588839127e-05, -0.08002624285992704, 0.00020443739550196844]",RECOVERY_TAKEOVER,0,"[-1.6102736481116153e-05, -0.08002623915672302, 0.0002044373977696523]",0.003910189451866124,RETURN,3.8657332398334514,,,,
,1,,,,0.9999906155724003,0.9999906155721516,2.860916844722729,0.011028077580713454,25.674822530078288,40,0,40,"[-1.901398992894468e-05, -0.08002893275888377, 0.00017025704600545023]",RECOVERY_TAKEOVER,0,"[-1.9013990822713822e-05, -0.08002893626689911, 0.00017025704437401146]",0.003910189451866124,RETURN,3.851907537116659,,,,
,1,,,,-0.9999768206542441,-0.9999768206537435,2.8546777061423114,0.033981825832555296,25.676562425453902,41,0,41,"[-2.0407757803287206e-05, -0.08002976597375625, 0.00013815330553781143]",RECOVERY_TAKEOVER,0,"[-2.040775871137157e-05, -0.08002976328134537, 0.00013815330748911947]",0.003910189451866124,RETURN,3.838070346290136,,,,
,1,,,,-0.9999948523965398,-0.9999948523962938,2.8477757190873203,0.06013682105084873,25.678298118855295,42,0,42,"[-2.0622835718600714e-05, -0.08002919191381183, 0.00010887040537019048]",RECOVERY_TAKEOVER,0,"[-2.0622836018446833e-05, -0.0800291895866394, 0.0001088704084395431]",0.003910189451866124,RETURN,3.824221389381978,,,,
,1,,,,-0.9999976941562443,-0.9999976941563209,2.8402945068767993,0.08949296292414158,25.680029865042854,43,0,43,"[-1.9957079946726674e-05, -0.08002759943290023, 8.284624303144085e-05]",RECOVERY_TAKEOVER,0,"[-1.995708043978084e-05, -0.08002760261297226, 8.284624345833436e-05]",0.003910189451866124,RETURN,3.81036040554578,,,,
,1,,,,-0.99999885449229,-0.9999988544922653,2.832329073976887,0.12205016751000322,25.681757903254603,44,0,44,"[-1.8666137477977662e-05, -0.08002531701970979, 6.027451317940772e-05]",RECOVERY_TAKEOVER,0,"[-1.8666138203116134e-05, -0.080025315284729, 6.0274513089098036e-05]",0.003910189451866124,RETURN,3.7964871500055573,,,,
,1,,,,-0.9999994352519723,-0.9999994352519935,2.823986119179555,0.15780833330891816,25.68348244795832,45,0,45,"[-1.696419455154796e-05, -0.08002261535316073, 4.1160452561794225e-05]",RECOVERY_TAKEOVER,0,"[-1.6964195310720243e-05, -0.08002261817455292, 4.116045238333754e-05]",0.003910189451866124,RETURN,3.7826013930656677,,,,
,1,,,,-0.9999997374928444,-0.9999997374928525,2.8153843499965436,0.19676734738912827,25.6852036966554,46,0,46,"[-1.5026189004155695e-05, -0.0800197115057878, 2.5369629602241463e-05]",RECOVERY_TAKEOVER,0,"[-1.502618943050038e-05, -0.08001971244812012, 2.536962892918382e-05]",0.003910189451866124,RETURN,3.768702919181729,,,,
,1,,,,-0.9999998901678795,-0.9999998901678846,2.8066547834063393,0.2389270924281591,25.686921855665027,47,0,47,"[-1.299101733874558e-05, -0.08001677419850044, 1.2669635428162165e-05]",RECOVERY_TAKEOVER,0,"[-1.2991017683816608e-05, -0.08001677691936493, 1.2669634998019319e-05]",0.003910189451866124,RETURN,3.7547915260887788,,,,
,1,,,,-0.9999980807008049,-0.9999980807008635,2.798214332603121,0.28280665245369907,25.688637118146957,48,0,48,"[-1.0965349612995896e-05, -0.005973929623165569, 2.764854322178677e-06]",RECOVERY_TAKEOVER,0,"[-1.096534924727166e-05, -0.005973929539322853, 2.7648543436953332e-06]",0.003910189451866124,RETURN,3.7408670239831445,,,,
,1,,,,-0.7424880786259903,-0.7424880698736591,2.790417739547681,0.32680591705693446,25.690281991457635,49,0,49,"[-9.027741511763307e-06, -1.1267452494295726e-05, -4.675277869188249e-06]",RECOVERY_TAKEOVER,0,"[-9.027741725731175e-06, -1.1267452464380767e-05, -4.6752779780945275e-06]",0.003910189451866124,RETURN,3.727003274754721,,,,
,1,,,,-0.5828248313408069,-0.5828248254837617,2.7832945600657766,0.37080558437200833,25.691918393569978,50,0,50,"[-7.232801856111761e-06, -8.846748096608125e-06, -9.993964575918702e-06]",RECOVERY_TAKEOVER,0,"[-7.2328016358369496e-06, -8.846747732604854e-06, -9.993964340537786e-06]",0.003910189451866124,RETURN,3.7131468392665434,,,,
,1,,,,-0.4160733480926823,-0.4160733575491022,2.7768500758663124,0.4148055629411254,25.693552407269053,51,0,51,"[-5.615234436917867e-06, -6.701556918414786e-06, -1.3530034155905088e-05]",RECOVERY_TAKEOVER,0,"[-5.615234385913936e-06, -6.701557140331715e-06, -1.3530034266295843e-05]",0.003910189451866124,RETURN,3.699292792678745,,,,
,1,,,,-0.2873056596016864,-0.2873056610093498,2.771089107086987,0.4588057726542182,25.69518418092088,52,0,52,"[-4.193625169067721e-06, -4.846053169793585e-06, -1.5605524278960527e-05]",RECOVERY_TAKEOVER,0,"[-4.193625045445515e-06, -4.846053343499079e-06, -1.560552482260391e-05]",0.003910189451866124,RETURN,3.685440987814168,,,,
,1,,,,-0.1917982966992655,-0.19179830246142235,2.766015995436774,0.5028061449962604,25.69681385344796,53,0,53,"[-2.973889303946896e-06, -3.279138268963422e-06, -1.6517165998798703e-05]",RECOVERY_TAKEOVER,0,"[-2.9738891953456914e-06, -3.2791383546282304e-06, -1.6517165931873024e-05]",0.003910189451866124,RETURN,3.6715912865630536,,,,
,1,,,,0.9999987737126538,0.9999987737127947,2.7616544216677164,0.5465903987695384,25.698441553659247,54,0,54,"[-1.9523291916433135e-06, 0.010809211544290199, -1.6531094231593856e-05]",RECOVERY_TAKEOVER,0,"[-1.9523292849044083e-06, 0.010809211991727352, -1.6531093933735974e-05]",0.003910189451866124,RETURN,3.6577435593244125,,,,
,1,,,,0.9999999468704527,0.9999999468704535,2.758076171396642,0.5891271306366657,25.700078097888284,55,0,55,"[-1.1182815407889336e-06, 0.051566886187610496, -1.5880157354526748e-05]",RECOVERY_TAKEOVER,0,"[-1.1182814887433778e-06, 0.05156688764691353, -1.5880157661740668e-05]",0.003910189451866124,RETURN,3.64388687328181,,,,
,1,,,,0.9999999807829748,0.9999999807829757,2.7553116510479536,0.6290392270086588,25.701751120698468,56,0,56,"[-4.563550177488747e-07, 0.07966488997616322, -1.476325777127545e-05]",RECOVERY_TAKEOVER,0,"[-4.563550248803949e-07, 0.07966489344835281, -1.4763258150196634e-05]",0.003910189451866124,RETURN,3.6299933311114483,,,,
,1,,,,0.9999999851002783,0.9999999851002791,2.7532768626552357,0.6657580165808252,25.70344692493989,57,0,57,"[5.1724810373656164e-08, 0.08000045078064504, -1.3346221768782595e-05]",RECOVERY_TAKEOVER,0,"[5.1724811100939405e-08, 0.08000045269727707, -1.3346221749088727e-05]",0.003910189451866124,RETURN,3.6160836364885522,,,,
,1,,,,0.9999999888280547,0.9999999888280543,2.751845863378215,0.699276779598118,25.705141482710758,58,0,58,"[4.256348905421963e-07, 0.08000087734473667, -1.1763766256329505e-05]",RECOVERY_TAKEOVER,0,"[4.2563488023006357e-07, 0.0800008773803711, -1.176376645162236e-05]",0.003910189451866124,RETURN,3.6021910705981997,,,,
,1,,,,0.9999999919685701,0.9999999919685707,2.7509026374203387,0.7295955019136148,25.706834606802172,59,0,59,"[6.853029545612702e-07, 0.08000115790837498, -1.0122198526697491e-05]",RECOVERY_TAKEOVER,0,"[6.853029503872676e-07, 0.08000116050243378, -1.012219854601426e-05]",0.003910189451866124,RETURN,3.588315941088834,,,,
,1,,,,0.9999999944756072,0.999999994475607,2.7503418691736976,0.7567141746877069,25.708526385574725,60,0,60,"[8.500452035985678e-07, 0.08000131920913224, -8.502550465775105e-06]",RECOVERY_TAKEOVER,0,"[8.500451826876088e-07, 0.08000131696462631, -8.502550372213591e-06]",0.003910189451866124,RETURN,3.5744581594668228,,,,
