collision,energy_depleted,episode_length,episode_return,evaluation_episode,return_success,task_success,termination_reason
0,0,13,-17.052187855819987,0,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,1,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,2,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,3,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,4,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,5,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,6,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,7,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,8,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,9,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,10,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,11,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,12,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,13,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,14,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,15,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,16,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,17,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,18,0,0,VELOCITY_LIMIT
0,0,13,-17.052187855819987,19,0,0,VELOCITY_LIMIT
