collision,energy_depleted,episode_length,episode_return,evaluation_episode,mean_center_norm,mean_residual_norm,mean_residual_to_center_ratio,metric_source,minimum_distance_to_task,outbound_fallback_rate,outbound_intervention_rate,outbound_path_length,return_fallback_rate,return_handoff_rate,return_path_length,return_success,task_success,terminal_energy,termination_reason,total_energy_consumed,total_path_length
0,0,11,3.1046562032857405,0,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.3525440900670773,0.0,0.0,4.201475867227147,1.0,1.0,0.0,0,0,28.227877970570542,VELOCITY_LIMIT,1.7721220294294575,4.201475867227147
0,0,11,3.1046562032857405,1,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.6429306066703586,0.0,0.0,0.9734175988453081,1.0,1.0,0.0,0,0,29.572290926656517,VELOCITY_LIMIT,0.4277090733434825,0.9734175988453081
0,0,11,3.1046562032857405,2,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.6501019926079112,0.0,0.0,0.5727983129236173,1.0,1.0,0.0,0,0,29.731158172434615,VELOCITY_LIMIT,0.2688418275653852,0.5727983129236173
0,0,11,3.1046562032857405,3,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.078440598924953,0.0,0.0,1.6535827450399925,1.0,1.0,0.0,0,0,28.797093917013775,VELOCITY_LIMIT,1.2029060829862246,1.6535827450399925
0,0,11,3.1046562032857405,4,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.553139428862853,0.0,0.0,1.247690837049503,1.0,1.0,0.0,0,0,29.34217714491862,VELOCITY_LIMIT,0.6578228550813812,1.247690837049503
0,0,11,3.1046562032857405,5,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.533376824286166,0.0,0.0,1.0970907516184298,1.0,1.0,0.0,0,0,29.426636547190043,VELOCITY_LIMIT,0.5733634528099572,1.0970907516184298
0,0,11,3.1046562032857405,6,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.6514295092810367,0.0,0.0,0.6286634300018591,1.0,1.0,0.0,0,0,29.598477883548576,VELOCITY_LIMIT,0.40152211645142444,0.6286634300018591
0,0,11,3.1046562032857405,7,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.6514269669958437,0.0,0.0,1.0198849125091516,1.0,1.0,0.0,0,0,29.46372892301359,VELOCITY_LIMIT,0.5362710769864094,1.0198849125091516
0,0,11,3.1046562032857405,8,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.6027637333693265,0.0,0.0,0.8347655383296733,1.0,1.0,0.0,0,0,29.464436496202037,VELOCITY_LIMIT,0.5355635037979631,0.8347655383296733
0,0,11,3.1046562032857405,9,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.63476430769884,0.0,0.0,1.4238562633445486,1.0,1.0,0.0,0,0,29.35266552304154,VELOCITY_LIMIT,0.6473344769584592,1.4238562633445486
0,0,11,3.1046562032857405,10,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.653572903412597,0.0,0.0,0.6434438945601832,1.0,1.0,0.0,0,0,29.526273018842463,VELOCITY_LIMIT,0.47372698115753664,0.6434438945601832
0,0,11,3.1046562032857405,11,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.6534564189285867,0.0,0.0,0.5238545094423964,1.0,1.0,0.0,0,0,29.732000150582707,VELOCITY_LIMIT,0.2679998494172935,0.5238545094423964
0,0,11,3.1046562032857405,12,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.0911252758259247,0.0,0.0,1.8703188456733146,1.0,1.0,0.0,0,0,29.20567415041943,VELOCITY_LIMIT,0.7943258495805701,1.8703188456733146
0,0,11,3.1046562032857405,13,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.497617502917016,0.0,0.0,2.351180045892431,1.0,1.0,0.0,0,0,28.719820643416178,VELOCITY_LIMIT,1.2801793565838224,2.351180045892431
0,0,11,3.1046562032857405,14,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.566085606632053,0.0,0.0,1.197222239615755,1.0,1.0,0.0,0,0,29.05289946519393,VELOCITY_LIMIT,0.9471005348060686,1.197222239615755
0,0,11,3.1046562032857405,15,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,1.55982341137229,0.0,0.0,1.7143481214724972,1.0,1.0,0.0,0,0,29.349897332879184,VELOCITY_LIMIT,0.6501026671208159,1.7143481214724972
0,0,11,3.1046562032857405,16,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.0836810233576615,0.0,0.0,0.6972026933113494,1.0,1.0,0.0,0,0,29.77829498592834,VELOCITY_LIMIT,0.22170501407165943,0.6972026933113494
0,0,11,3.1046562032857405,17,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.6511517646649554,0.0,0.0,0.935435223810861,1.0,1.0,0.0,0,0,29.50007563424464,VELOCITY_LIMIT,0.4999243657553585,0.935435223810861
0,0,11,3.1046562032857405,18,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.6493182357029457,0.0,0.0,1.1175112722686005,1.0,1.0,0.0,0,0,29.570372882326637,VELOCITY_LIMIT,0.4296271176733626,1.1175112722686005
0,0,11,3.1046562032857405,19,,,,evaluation outcomes plus matching checked-in training trajectory diagnostics,2.6359189031504364,0.0,0.0,1.1906691003103265,1.0,1.0,0.0,0,0,29.38964612962971,VELOCITY_LIMIT,0.6103538703702895,1.1906691003103265
